"translation","source","can_modify"
"Texto de explicação","説明文","1"
"Soldado A","Soldier A","1"
"Soldado B","Soldier B","1"
"Soldado F","Soldier F","1"
"Soldado E","Soldier E","1"
"Soldado G","Soldier G","1"
"Soldado D","Soldier D","1"
"379","379","1"
"Soldado C","Soldier C","1"
"Zero","Zero","1"
"Dito","Dito","1"
"Decadus","Decadus","1"
"253","253","1"
"Zero","ゼロ","1"
"Dito","ディト","1"
"235","235","1"
"271","271","1"
"415","415","1"
"109","109","1"
"217","217","1"
"361","361","1"
"Fada","Faerie","1"
"199","199","1"
"289","289","1"
"433","433","1"
