"translation","source"
"Por que um dragão está fazendo o que essa demoníaca quer!?{#Name=""Soldier E""}","Why is a dragon doing the bidding of that demon!?{#Name=""Soldier E""}"
"Um dragão! Um dragão de verdade!{#Name=""Soldier D""}","A dragon! A dragon for true!{#Name=""Soldier D""}"
"Não! Por favor, não! Faça parar tudo!{#Name=""Soldier G""}","No! Please, no! Make it all stop!{#Name=""Soldier G""}"
"Merda! Merda!{#Name=""Soldier B""}","Shit! Shiiit!{#Name=""Soldier B""}"
"Não vire as costas! Ela vai matá-lo no momento em que você fizer!{#Name=""Soldier A""}","Don't turn your back! She'll kill you the moment you do!{#Name=""Soldier A""}"
"Mate a detestável Intoner!{#Name=""Soldier F""}","Kill the accursed Intoner!{#Name=""Soldier F""}"
"Fogo de dragão! Cuidado com o fogo de dragão!{#Name=""Soldier C""}","Dragonfire! Watch the dragonfire!{#Name=""Soldier C""}"
"Como eles conseguiram chegar até aqui?{#Name=""Soldier F""}","How did they even make it this far?{#Name=""Soldier F""}"
"Um dragão! Um dragão de verdade!{#Name=""a""}","A dragon! A dragon for true!{#Name=""a""}"
"Um dragão! Um dragão de verdade!{#Name=""a""}","A dragon! A dragon for true!{#Name=""a""}"
"A demoníaca domesticou um dragão para sua destruição? Mas como!?{#Name=""Soldier A""}","The demon tamed a dragon for her rampage? But how!?{#Name=""Soldier A""}"
"Não podemos vencer. Não há como!{#Name=""Soldier D""}","We can't win. There's no way!{#Name=""Soldier D""}"
"Um dragão! Um dragão de verdade!{#Name=""a""}","A dragon! A dragon for true!{#Name=""a""}"
"Não aguento mais... Quero ir para casa. Por favor, me deixe ir para casa!{#Name=""Soldier G""}","I can't take this anymore... I wanna go home. Please let me go home!{#Name=""Soldier G""}"
"Um dragão! Um dragão de verdade!{#Name=""a""}","A dragon! A dragon for true!{#Name=""a""}"
"Um dragão! Um dragão de verdade!{#Name=""a""}","A dragon! A dragon for true!{#Name=""a""}"
"A Lady Four realmente vai ser capaz de parar aquele dragão?{#Name=""Soldier E""}","Is Lady Four really gonna be able to stop that dragon?{#Name=""Soldier E""}"
"Cuidado com a língua! Não ouse questionar nossa líder exaltada!{#Name=""Soldier B""}","Watch your tongue! Don't you dare question our exalted leader!{#Name=""Soldier B""}"
"Ahhh! Nãooooooo! Não quero morrer!{#Name=""Soldier G""}","Ahhh! Nooooooo! I don't wanna diiiiieeee!{#Name=""Soldier G""}"
"Não podemos deixar Lady Four se envolver nisso.{#Name=""Soldier A""}","We can't let Lady Four get dragged into this.{#Name=""Soldier A""}"
"Certo! Podemos matar Zero sozinhos!{#Name=""Soldier B""}","Right! We can kill Zero by ourselves!{#Name=""Soldier B""}"
"Simmmm!{#Name=""Soldier D""}","Yeahhhh!{#Name=""Soldier D""}"
