"translation","source"
"説明文","説明文"
"（リザーブ）","（リザーブ）"
"Soldier A","Soldier A"
"Soldier B","Soldier B"
"Soldier G","Soldier G"
"Soldier E","Soldier E"
"Soldier C","Soldier C"
"Soldier D","Soldier D"
"Soldier F","Soldier F"
"Soldiers C/D","Soldiers C/D"
"Zero","Zero"
"Dito","Dito"
"Decadus","Decadus"
"379","379"
"181","181"
"487","487"
"235","235"
"199","199"
"505","505"
"307","307"
"325","325"
"91","91"
"Octa","Octa"
"Cent","Cent"
"オクタ","オクタ"
"ディト","ディト"
"ゼロ","ゼロ"
"Mikhail","Mikhail"
"541","541"
"Accord","Accord"
