"translation","source"
"Derrote os Magos!","Defeat the Wizards!{#Name=""説明文""}"
"Derrote os Diabretes!","Defeat the Imps!{#Name=""説明文""}"
"Derrote os Ogros de Areia!","Defeat the Sand Ogres!{#Name=""説明文""}"
"Derrote o Centauro!","Defeat the Centaur!{#Name=""説明文""}"
"Revele a verdade sobre tudo.","Reveal the truth of it all.{#Name=""説明文""}"
"Bem, bem. Fico feliz em ver que você finalmente está interessado em ouvir o que tenho a dizer.","Well, well. Glad to see you're finally interested in hearing me out.{#Name=""Accord""}"
"Sim.","Yeah.{#Name=""Zero""}"
"Embora, você poderia soar um pouco mais grato, pelo menos...","Though, you could sound a bit more thankful, at least...{#Name=""Accord""}"
"Só comece a falar antes que eu o despedace.","Just start talking before I tear you apart.{#Name=""Zero""}"
"Oooh, assustador!","Oooh, scary!{#Name=""Accord""}"
"Tudo bem, tudo bem. Ouça.","Fine, fine. Listen up.{#Name=""Accord""}"
"Para começar, vamos falar sobre suas irmãs, certo?","For starters, let's talk about your sisters, shall we?{#Name=""Accord""}"
"Você sabe? As irmãs amaldiçoadas que você está destinado a lutar?","You know? The accursed sisters that you're destined to fight?{#Name=""Accord""}"
"Então devemos falar sobre quanto tempo você tem left.","Then we should talk about how much time you've got left.{#Name=""Accord""}"
"21 de agosto de 998 d.C.","August the 21st, 998 A.D.{#Name="" ""}"
"A primeira vez que vi essa flor...","The first time I saw this flower...{#Name=""Zero""}"
"foi o dia em que eu morri.","was the day I died.{#Name=""Zero""}"
"...Agora eu sou apenas um cadáver sendo mantido{LF}vivo pela magia da flor.","...Now I'm just a corpse being kept{LF}alive by the flower's magic.{#Name=""Zero""}"
"...Um cadáver.","...A corpse.{#Name=""Zero""}"
"Meu cérebro, meu coração, meu corpo—","My brain, my heart, my body—{#Name=""Zero""}"
"tudo está sendo mantido em movimento pela flor.{#Name=""Zero""}","it's all being kept in motion by the flower.{#Name=""Zero""}"
"não estou mais vivo em qualquer sentido real da palavra.{#Name=""Zero""}","I'm no longer alive in any real sense of the word.{#Name=""Zero""}"
"essa flor é uma calamidade que{LF}ameaça o mundo inteiro.{#Name=""Zero""}","This flower is a calamity that{LF}threatens the entire world.{#Name=""Zero""}"
"está crescendo. Se alimentando de mim.{#Name=""Zero""}","It's growing. Feeding off me.{#Name=""Zero""}"
"eventualmente, vai me consumir inteiramente,{#Name=""Zero""}","Eventually, it's going to consume me entirely,{#Name=""Zero""}"
"e quando isso acontecer? Quando estiver completamente crescida?{#Name=""Zero""}","and once that happens? Once it's fully grown?{#Name=""Zero""}"
"...vai destruir tudo.{#Name=""Zero""}","...It's going to destroy everything.{#Name=""Zero""}"
"heh. Belo negócio de merda, hein?{#Name=""Zero""}","Heh. Pretty shit deal, huh?{#Name=""Zero""}"
"quando eu me dei conta de que estava infectado por uma flor{LF}que ia acabar com o mundo...{#Name=""Zero""}","When I realized I was infected by a flower{LF}that was going to end the world...{#Name=""Zero""}"
"tentei me matar.{#Name=""Zero""}","I tried to kill myself.{#Name=""Zero""}"
"bem, tecnicamente eu já estava morto, mas...yeah.{#Name=""Zero""}","Well, technically I was already dead, but...yeah. {#Name=""Zero""}"
"de qualquer maneira...{#Name=""Zero""}","Anyway...{#Name=""Zero""}"
"tentei arrancar a coisa danada, mas...{#Name=""Zero""}","I tried to rip the damn thing out, but...{#Name=""Zero""}"
