"translation","source"
"Avançar para a próxima missão?{#Name="" ""}","Proceed to the next mission?{#Name="" ""}"
"Uma demonstração em que nos reunimos todos em um único local{#Name="" ""}","みんなで一つの場所に集まるデモ{#Name="" ""}"
"Bem, Lady Zero? Eu estava pensando que talvez pudéssemos{LF}ficar juntos hoje à noite. O jogo está no ar, hein?{#Name=""Octa""}","Well, Lady Zero? I was thinking maybe we could{LF}get it on tonight. The game is afoot, mmm?{#Name=""Octa""}"
"Ficar juntos? Ei, vocês não deveriam brigar!{LF}Todos nós precisamos nos dar bem!{#Name=""Mikhail""}","Get it on? Hey, you guys shouldn't fight!{LF}We all need to get along!{#Name=""Mikhail""}"
"Ah ah ah! Não se preocupe, dragão querido.{LF}Zero e eu nos entendemos muito bem quando se trata disso!{#Name=""Octa""}","Oh ho ho! Worry not, dear dragon.{LF}Zero and I couldn't get along any better when it comes to this!{#Name=""Octa""}"
"Hoje à noite? Meeeeeh, não. Eu tenho que...lavar o cabelo. {#Name=""Zero""}","Tonight? Meeeeeeh, no. I gotta...wash my hair. {#Name=""Zero""}"
"Ei, Zero! Deixe-me jogar esse jogo de ficar juntos também!{#Name=""Mikhail""}","Hey, Zero! Let me play the get-it-on game too!{#Name=""Mikhail""}"
"Isso...não é uma boa ideia.{#Name=""Octa""}","That's...not a good idea.{#Name=""Octa""}"
"Por que não?{#Name=""Mikhail""}","Why not?{#Name=""Mikhail""}"
"Bem, você vê, você é um... Eu quero dizer...{#Name=""Octa""}","Well, you see, you're a... I mean...{#Name=""Octa""}"
"Desista, Octa.{#Name=""Zero""}","Drop it, Octa.{#Name=""Zero""}"
"Oh, venha on! Quero saber!{#Name=""Mikhail""}","Aw, come on! I wanna know!{#Name=""Mikhail""}"
"Se somos todos amigos e tudo isso, por que não posso jogar{LF}esse jogo de ficar juntos? Heim?{#Name=""Mikhail""}","If we're all friends and stuff, why can't I play{LF}the get-it-on game? Huh?{#Name=""Mikhail""}"
"Deixe-me! Eu acho que seria ótimo nisso!{#Name=""Mikhail""}","Come on, let me! I bet I'd be real good at it!{#Name=""Mikhail""}"
"Não! E Octa também não está jogando hoje à noite.{#Name=""Zero""}","No! And Octa's not playing tonight either.{#Name=""Zero""}"
"Mas...a paixão ardente em meus rins!{#Name=""Octa""}","But...the burning passion in my loins!{#Name=""Octa""}"
"Lembre-se, sua querida Octa está pronta para{LF}implantação total a qualquer momento!{#Name=""Octa""}","Just remember, your dear Octa is ready for{LF}full deployment at a moment's notice!{#Name=""Octa""}"
"Decadus e Octa certamente têm um tempo difícil.{#Name=""Cent""}","Decadus and Octa sure do have a rough time of it.{#Name=""Cent""}"
"O quê?{#Name=""Zero""}","What?{#Name=""Zero""}"
"Bem, agora eles servem você, Lady Zero, sim?{#Name=""Cent""}","Well, they now serve you, Lady Zero, yeees?{#Name=""Cent""}"
"O que significa que eles vão ter que matar seus próprios{LF}Intoners em algum ponto...{#Name=""Cent""}","Which means they're gonna have to kill their own{LF}Intoners at some point...{#Name=""Cent""}"
"Uuunnngh...{#Name=""Decadus""}","Uuunnngh...{#Name=""Decadus""}"
"Oooh. Parece que eu acertei um nervo ali.{#Name=""Cent""}","Oooh. Looks like I hit a nerve there.{#Name=""Cent""}"
"E sobre seu Intoner, Cent?{#Name=""Octa""}","What about your Intoner, Cent?{#Name=""Octa""}"
"Lady Two? Mmmm...{#Name=""Cent""}","Lady Two? Mmmm...{#Name=""Cent""}"
"Tenho medo de que seja meu pequeno segredo!{#Name=""Cent""}","I'm afraid that's my little secret!{#Name=""Cent""}"
