"translation","source"
"Prosseguir para a próxima missão?{#Name="" ""}","Proceed to the next mission?{#Name="" ""}"
"Todos se reunem em um lugar de demonstração{#Name="" ""}","みんなで一つの場所に集まるデモ{#Name="" ""}"
"Hm? Ah, você quer saber mais sobre mim?{LF}Bem, eu sou exatamente o que pareço!{#Name=""Cent""}","Hm? Oh, you wanna know more about me?{LF}Well, I'm exactly what I seem!{#Name=""Cent""}"
"Um belo exemplo de homem.{#Name=""Cent""}","A fine, beautiful example of a man.{#Name=""Cent""}"
"Eu acho que meu bom looks frequentemente desanimam as pessoas pequenas,{LF}mas o que você pode fazer?{#Name=""Cent""}","I find my good looks often turn off the little people,{LF}but what can you do?{#Name=""Cent""}"
"Posso socar ele? Tipo, no rosto?{#Name=""Dito""}","Can I punch him? Like, in the face?{#Name=""Dito""}"
"Oh, sim! Falando em socar... é hora do trivia!{#Name=""Cent""}","Oh, yes! Speaking of punching...it's trivia time!{#Name=""Cent""}"
"Você já ouviu a expressão ""virar a outra face"", sim?{#Name=""Cent""}","You've heard the expression ""turn the other cheek,"" yes?{#Name=""Cent""}"
"Bem, não é apenas uma expressão!{LF}Oh meu, não.{#Name=""Cent""}","Weeell, it's not just an expression!{LF}Oh my, no.{#Name=""Cent""}"
"Na verdade, vem de um texto médico antigo sobre{LF}como ajustar linhas de mandíbula e estruturas ósseas!{#Name=""Cent""}","It actually comes from an ancient medical text concerning{LF}how to adjust jaw lines and bone structures!{#Name=""Cent""}"
"Uh, realmente?{#Name=""Dito""}","Uh, really?{#Name=""Dito""}"
"Claro que não. Ele está cheio de merda.{#Name=""Zero""}","Of course not. He's full of shit.{#Name=""Zero""}"
"Vamos, só um soco!{#Name=""Dito""}","Come on, just one punch!{#Name=""Dito""}"
"Bem? Estamos prontos para a grande partida?{#Name=""Cent""}","Well? We ready for the big departure?{#Name=""Cent""}"
"Hmm... Como é estranho. Não consigo parar de tremer.{#Name=""Octa""}","Hmm... How odd. I can't seem to stop shaking.{#Name=""Octa""}"
"O que há de errado? Nervoso?{#Name=""Zero""}","What's wrong? Nervous?{#Name=""Zero""}"
"Tão vergonhoso quanto é admitir...{#Name=""Octa""}","As shameful as it is to admit...{#Name=""Octa""}"
"Mas você sabe, minha senhora, os médicos dizem que uma noite apaixonada de{LF}entupimento de madeira é a cura perfeita para esses males! Mmm?{#Name=""Octa""}","But you know, my lady, doctors say a passionate night of{LF}log-jamming is the perfect cure for such ailments! Mmm?{#Name=""Octa""}"
"Esqueça.{#Name=""Zero""}","Forget it.{#Name=""Zero""}"
"Então me dê três dias, você?{#Name=""Octa""}","Then give me three days, would you?{#Name=""Octa""}"
"Eu preciso de 72 horas seguidas de prazer próprio antes{LF}de estar pronto para o combate.{#Name=""Octa""}","I need 72 straight hours of self-pleasure before{LF}I'm ready for combat.{#Name=""Octa""}"
"Não. Não vai acontecer.{#Name=""Zero""}","Nope. Not happening.{#Name=""Zero""}"
"Pronto para ir? Oh ho ho ho!{#Name=""Octa""}","Ready to go yet? Oh ho ho ho!{#Name=""Octa""}"
"Cara, essa tripulação está ficando fora de controle.{LF}Todo mundo está falando-falando-falando o tempo todo.{#Name=""Dito""}","Man, this crew's getting outta hand.{LF}Everyone's all yap-yap-yap all the freakin' time.{#Name=""Dito""}"
"Eu pessoalmente gosto da companhia.{LF}Eu acho... animada.{#Name=""Decadus""}","I personally enjoy the companionship.{LF}I find it...lively.{#Name=""Decadus""}"
"Animada? Tudo o que faz é tornar-nos mais propensos a serem vistos{LF}por algum monstro!{#Name=""Dito""}","Lively? All it does is make us more likely to be spotted{LF}by some monster!{#Name=""Dito""}"
"Desde que Lady Zero esteja segura, nada mais importa.{#Name=""Decadus""}","So long as Lady Zero is safe, nothing else matters.{#Name=""Decadus""}"
"Oh, agora eu entendi. Você só quer dar a Zero{LF}alguns escudos de carne a mais, huh?{#Name=""Dito""}","Oh, now I get it. You just wanna give Zero{LF}a few more meat-shields, huh?{#Name=""Dito""}"
