"translation","source","can_modify"
"説明文","説明文","1"
"（リザーブ）","（リザーブ）","1"
"Dito","Dito","1"
"Decadus","Decadus","1"
"Cent","Cent","1"
"Octa","Octa","1"
"Zero","Zero","1"
"Mikhail","Mikhail","1"
"Three","Three","1"
"Soldier A","Soldier A","1"
"Soldier B","Soldier B","1"
"Soldier C","Soldier C","1"
"Soldier D","Soldier D","1"
"Soldier E","Soldier E","1"
"Soldier F","Soldier F","1"
"Soldier G","Soldier G","1"
"253","253","1"
"127","127","1"
"217","217","1"
"397","397","1"
"541","541","1"
"433","433","1"
"487","487","1"
"361","361","1"
"ゼロ","ゼロ","1"
