"translation","source"
"Antigamente, eu não sabia.{#Name=""Mikhail""}","Back then, I didn't know.{#Name=""Mikhail""}"
"Eu não sabia que derrotar One não era o fim.{#Name=""Mikhail""}","I didn't know that defeating One wasn't the end.{#Name=""Mikhail""}"
"Eu também não sabia...{#Name=""Mikhail""}","I also didn't know...{#Name=""Mikhail""}"
"a verdade sobre Zero e eu...{#Name=""Mikhail""}","the truth about Zero and me...{#Name=""Mikhail""}"
"Créditos{#Name="" ""}","スタッフロール{#Name="" ""}"
"Rota A liberada{#Name="" ""}","Ａルートクリア{#Name="" ""}"
"Rota B desbloqueada{#Name="" ""}","Ｂルート解除{#Name="" ""}"
"Infiltrar a Catedral.{#Name="" ""}","Infiltrate the Cathedral.{#Name="" ""}"
"Derrote os soldados inimigos!{#Name="" ""}","Defeat the enemy soldiers!{#Name="" ""}"
"Derrote os soldados inimigos!{#Name="" ""}","Defeat the enemy soldiers!{#Name="" ""}"
"Derrote os soldados inimigos!{#Name="" ""}","Defeat the enemy soldiers!{#Name="" ""}"
"Derrote Gabriel!{#Name="" ""}","Defeat Gabriel!{#Name="" ""}"
"Todas as unidades, recuem! Recuem!{#Name=""Soldado A""}","All units, retreat! Retreeeat!{#Name=""Soldier A""}"
"Você está louco? O que adianta fugir?{#Name=""Soldado B""}","Are you mad? What good'll running do?{#Name=""Soldier B""}"
"Não podemos derrotá-la...{#Name=""Soldado A""}","We can't defeat her...{#Name=""Soldier A""}"
"Inimigo avistado! O que é isso?{#Name=""Soldado G""}","Enemy sighted! What the...?{#Name=""Soldier G""}"
"O que é isso?{#Name=""Soldado E""}","What is it?{#Name=""Soldier E""}"
"Ela está sozinha. Zero está sozinha!{#Name=""Soldado G""}","She's alone. Zero's by herself!{#Name=""Soldier G""}"
"Ela está ferida!{#Name=""Soldado F""}","She's wounded!{#Name=""Soldier F""}"
"Vamos! Ainda podemos fazer isso!{#Name=""Soldado C""}","Come on! We can still do this!{#Name=""Soldier C""}"
