"translation","source"
"Zero...{#Name=""Mikhail""}","Zero...{#Name=""Mikhail""}"
"{06}>{#Name="" ""}","{06}>{#Name="" ""}"
"Isso é isso.{#Name=""Zero""}","This is it.{#Name=""Zero""}"
"Uma vez que a flor está em plena floração, você tem que destruí-la.{#Name=""Zero""}","Once the flower's in full bloom, you have to destroy it.{#Name=""Zero""}"
"...Okay.{#Name=""Mikhail""}","...Okay.{#Name=""Mikhail""}"
"Há mais uma coisa que eu preciso lhe dizer.{#Name=""Zero""}","There's one more thing I need to tell you.{#Name=""Zero""}"
"O quê?{#Name=""Mikhail""}","What?{#Name=""Mikhail""}"
"Você cresceu forte...Mikhail.{#Name=""Zero""}","You've grown strong...Mikhail.{#Name=""Zero""}"
"Zero... Zero, você grande bobo...{#Name=""Mikhail""}","Zero... Zero, you big dummy...{#Name=""Mikhail""}"
"Boa noite...Zero.{#Name=""Mikhail""}","Good night...Zero.{#Name=""Mikhail""}"
"Gravação.{#Name=""Accord""}","Recording.{#Name=""Accord""}"
"As Intoners foram seladas em outro mundo.{#Name=""Accord""}","The Intoners have been sealed off in another world.{#Name=""Accord""}"
"A ameaça da flor foi extinta dessa ramificação.{#Name=""Accord""}","The threat of the flower has been extinguished from this branch.{#Name=""Accord""}"
"No entanto, a possibilidade existe de que esse selo{LF}possa se desfazer em algum momento ou local no futuro.{#Name=""Accord""}","However, the possibility exists that this seal{LF}could unravel at some time or location in the future.{#Name=""Accord""}"
"Até lá, nossos esforços de gravação continuarão.{#Name=""Accord""}","Until then, our recording efforts will continue.{#Name=""Accord""}"
"...Oh. E um adendo pessoal sobre meu alvo de observação, Zero.{#Name=""Accord""}","...Oh. And a personal addendum regarding my observational target, Zero.{#Name=""Accord""}"
"Talvez isso esteja além dos meus requisitos funcionais como um Gravador, mas{#Name=""Accord""}","Perhaps this is beyond my functional requirements as a Recorder, but{#Name=""Accord""}"
"Não consigo sacudir a sensação de que de alguma forma, em algum lugar, Zero ainda está vivo.{#Name=""Accord""}","I cannot shake the feeling that somehow, somewhere, Zero is still alive.{#Name=""Accord""}"
"E daí... um dia...{#Name=""Accord""}","And that...someday...{#Name=""Accord""}"
"Um dia, ela e eu vamos nos ver novamente.{#Name=""Accord""}","Someday, she and I will see each other again.{#Name=""Accord""}"
"Louco, eu sei. Chame de intuição.{#Name=""Accord""}","Crazy, I know. Call it a hunch.{#Name=""Accord""}"
"Entrega de deveres de gravação completa.{#Name=""Accord B""}","Handover of recording duties complete.{#Name=""Accord B""}"
"Trabalho excelente.{#Name=""Accord B""}","Excellent work.{#Name=""Accord B""}"
"Bem... Eu me pergunto como o futuro vai se desenrolar daqui para frente?{#Name=""Accord B""}","Well... I wonder how the future's going to unfold from here on?{#Name=""Accord B""}"
"{06}>{#Name=""Accord C""}","{06}>{#Name=""Accord C""}"
"145{#Name=""145""}","145{#Name=""145""}"
"343{#Name=""343""}","343{#Name=""343""}"
"Certo! Todos se separem e comecem a gravar!{#Name=""Accord B""}","Right! Everyone split up and begin recording!{#Name=""Accord B""}"
"Entendido!{#Name=""Accords""}","Understood!{#Name=""Accords""}"
"Espero ver você novamente um dia.{#Name=""Accord B""}","I hope to see you again someday.{#Name=""Accord B""}"
"Mas até então...{#Name=""Accord B""}","But until then...{#Name=""Accord B""}"
"Eu gostaria de dizer...{LF}Obrigado por jogar!{#Name=""Accord B""}","I'd like to say...{LF}Thank you for playing!{#Name=""Accord B""}"
"Ei, Zero?{#Name=""Mikhail""}","Hey, Zero?{#Name=""Mikhail""}"
"Sim?{#Name=""ZERO""}","Yeah?{#Name=""ZERO""}"
"Eu... Eu me diverti muito.{#Name=""Mikhail""}","I...I had a lot of fun.{#Name=""Mikhail""}"
"Com você, eu quero dizer. Foi divertido estar com você.{#Name=""Mikhail""}","With you, I mean. It was fun being with you.{#Name=""Mikhail""}"
"O assassinato foi difícil. Foi muito difícil, mas...{#Name=""Mikhail""}","The killing was hard. It was really hard, but...{#Name=""Mikhail""}"
"Pare de repetir coisas.{#Name=""ZERO""}","Stop repeating things.{#Name=""ZERO""}"
"Mas estar com você, Zero.{#Name=""Mikhail""}","But getting to be with you, Zero.{#Name=""Mikhail""}"
"Estar comendo ao lado de você...{#Name=""Mikhail""}","Getting to eat next to you...{#Name=""Mikhail""}"
"Voar ao redor com você...{#Name=""Mikhail""}","Getting to fly around with you...{#Name=""Mikhail""}"
"Ter você gritando comigo...{#Name=""Mikhail""}","Getting to have you yell at me...{#Name=""Mikhail""}"
"E então voltar a ser amigos novamente...{#Name=""Mikhail""}","And then getting to be friends again...{#Name=""Mikhail""}"
"Foi muito, muito divertido.{#Name=""Mikhail""}","It was really, really fun.{#Name=""Mikhail""}"
"Estou feliz.{#Name=""ZERO""}","I'm glad.{#Name=""ZERO""}"
"Mikhail?{#Name=""ZERO""}","Mikhail?{#Name=""ZERO""}"
"Sim?{#Name=""Mikhail""}","Yeah?{#Name=""Mikhail""}"
"É...{#Name=""ZERO""}","It's...{#Name=""ZERO""}"
"quase hora.{#Name=""ZERO""}","almost time.{#Name=""ZERO""}"
"...Okay.{#Name=""Mikhail""}","...Okay.{#Name=""Mikhail""}"
