"translation","source","can_modify"
"Derrote o Cérbero!{#Name=""説明文""}","Defeat the Cerberus!{#Name=""説明文""}","1"
"Derrote o Titã!{#Name=""説明文""}","Defeat the Titan!{#Name=""説明文""}","1"
"Chegue ao topo do Monte Qualquer.{#Name=""説明文""}","Make your way to the top of Mt. Whatever.{#Name=""説明文""}","1"
"Uuuungh. Mais escalada? Quanto{LF}mais longe temos que ir?{#Name=""Zero""}","Uuungh. More climbing? How much{LF}farther do we have to go?{#Name=""Zero""}","1"
"Por que não pula em cima?{LF}Posso voar até lá em um instante!{#Name=""Mikhail""}","Why don't you hop on?{LF}I can fly us up there in a flash!{#Name=""Mikhail""}","1"
"Porque está frio e você cheira{LF}como o cu de um urso morto?{#Name=""Zero""}","Because it's cold and you smell{LF}like a dead bear's ass?{#Name=""Zero""}","1"
"...Oh. Então, como é que eu sopro{LF}fogo para esquentar você?{#Name=""Mikhail""}","...Oh. Then how 'bout I breathe{LF}fire to warm you up?{#Name=""Mikhail""}","1"
"Vamos pensar nesse plano{LF}por um segundo, ok?{#Name=""Zero""}","Let's think about that plan{LF}for a second, shall we?{#Name=""Zero""}","1"
"Ugh, isso é tão chato!{#Name=""Zero""}","Ugh, this is such a pain in the ass!{#Name=""Zero""}","1"
"Então devemos estar perto de algo!{#Name=""Mikhail""}","Then we must be getting close to something!{#Name=""Mikhail""}","1"
"Quanto mais bandidos eles jogam em você,{LF}mais eles querem guardar coisas, certo?{#Name=""Mikhail""}","The more bad guys they throw at you,{LF}the more they wanna guard stuff, right?{#Name=""Mikhail""}","1"
"Olhe para isso. Bebê grande realmente{LF}foi e aprendeu algo.{#Name=""Dito""}","Look at that. Big baby actually{LF}went and learned something.{#Name=""Dito""}","1"
"Então, o que você vai fazer quando encontrar Quatro?{#Name=""Dito""}","So what'll you do once you track down Four?{#Name=""Dito""}","1"
"Matar ela.{#Name=""Zero""}","Kill her.{#Name=""Zero""}","1"
"Isso é tudo? Booo-rring!{LF}Você deveria se divertir um pouco com ela primeiro!{#Name=""Dito""}","That's it? Booo-ring!{LF}You should have a little fun with her first!{#Name=""Dito""}","1"
"#Name=""ディト""}"," {#Name=""ディト""}","1"
"Como, descubra a maior vergonha dela e então conte{LF}para todos que ela conhece até que ela implore para você{LF}matar ela para que a humilhação possa finalmente acabar!","Like, find her greatest shame and then tell{LF}everyone she knows until she begs you to{LF}kill her so the humiliation can finally end!{#Name=""Dito""}","1"
"Você é um cachorro doente, não é?","You're a sick puppy, aren't you?{#Name=""Zero""}","1"
"Ah, obrigado!","Aw, thanks!{#Name=""Dito""}","1"
"Esse cara é nojento. Força demais!","コイツ、やだ。馬鹿力すぎ！{#Name=""ディト""}","1"
"Você não tem força porque é fraco.","キミは力が無いからな{#Name=""ゼロ""}","1"
"Eu não preciso de força masculina, não é necessário para mim.","男みたいな力強さって、僕には必要ないね{#Name=""ディト""}","1"
"Eu prefiro ser abraçado do que abraçar… hehe.","抱くより抱かれる方が好みだし…ふふっ{#Name=""ディト""}","1"
"Pare de rir durante a batalha!","戦闘中に思い出し笑いはよせ{#Name=""ゼロ""}","1"
"Não há necessidade de peixes pequenos! Saia logo e mostre seu poder!","雑魚に用はないんだよ！とっととフォウを出しやがれ！{#Name=""ゼロ""}","1"
"Uaaaaaaa!","うらああああああッ！{#Name=""ゼロ""}","1"
"Nossa, que energia incrível!","うわー。すごい気合いだね！{#Name=""ディト""}","1"
