"translation","source"
"Ah...{#Name=""セント""}","あちゃー{#Name=""セント""}"
"Finalmente capturei um dragão, mas...{#Name=""セント""}","せっかく竜種を捕獲したのにぃぃいぃ{#Name=""セント""}"
"Parece que pessoas que conseguem enxergar o quadro geral como eu são raras, não são?{#Name=""セント""}","やっぱり私みたいに大局的にモノゴトを見られる人達ばっかりじゃないかぁあぁ{#Name=""セント""}"
"Acho que é melhor não esperar muito dos outros e simplesmente fazer o que eu posso fazer sozinho.{#Name=""セント""}","どうしても自分が出来る程度の事は人に期待しちゃうんだよなぁあぁあ{#Name=""セント""}"
"Na verdade, acho que há ainda menos pessoas no meu nível, não acha?{#Name=""セント""}","むしろ私レベルの人は逆に少ないと思った方がいいんだろうなあぁあぁ{#Name=""セント""}"
"Esperar demais dos outros é um mau hábito, não é?{#Name=""セント""}","期待しすぎちゃうのは良くない癖だなぁあぁあぁ{#Name=""セント""}"
"Tem algo te incomodando?{#Name=""ディト""}","なんかムカツクんですけどぉ？{#Name=""ディト""}"
"Você é um discípulo da Three, não é? {#Name=""ゼロ""}","トウの、使徒だな{#Name=""ゼロ""}"
"...{#Name=""セント""}","……{#Name=""セント""}"
"Quer morrer?{#Name=""ゼロ""}","死んでもらおうか？{#Name=""ゼロ""}"
"E agora...{#Name=""セント""}","これで……{#Name=""セント""}"
"A situação piorou.{#Name=""セント""}","状況が悪化した{#Name=""セント""}"
"Vocês, tolos, nem sequer percebem isso, não é?{#Name=""セント""}","そんな事も判らない、バカ共が{#Name=""セント""}"
"É disso que falam quando mencionam as ""massas ignorantes""?{#Name=""セント""}","縁なき衆生とは……この事か{#Name=""セント""}"
"O que você está dizendo...?{#Name=""デカート""}","何を言って……{#Name=""デカート""}"
"Zero.{#Name=""セント""}","ゼロ{#Name=""セント""}"
"Um dia, esse dragão trará desgraça para você.{#Name=""セント""}","いつか、その竜が貴様に災いをもたらすぞ{#Name=""セント""}"
"Não se arrependa depois... Intoner traidora...{#Name=""セント""}","そうなってから後悔するなよ……裏切りのウタウタイ……{#Name=""セント""}"
"Zero!{#Name=""ミハイル""}","ゼロッ！{#Name=""ミハイル""}"
"Está na hora certa para uma soneca!{#Name=""ゼロ""}","昼寝には丁度いい時間だな！{#Name=""ゼロ""}"
"Não! Eu estou preso! Estou preso!{#Name=""ミハイル""}","違うよ！つかまってるんだよ！つかまってるんだよ！{#Name=""ミハイル""}"
"Eu sei, eu sei.{#Name=""ゼロ""}","わかってるさ{#Name=""ゼロ""}"
"Zero! Me ajuda!{#Name=""ミハイル""}","ゼロ～！助けて～！{#Name=""ミハイル""}"
"Ah...{#Name=""ゼロ""}","ああ{#Name=""ゼロ""}"
"Droga... É um golem.{#Name=""ゼロ""}","ちっ……ゴーレムか{#Name=""ゼロ""}"
"Lá vem problema!{#Name=""Soldier A""}","Here comes trouble!{#Name=""Soldier A""}"
"A personificação do mal está aqui!{#Name=""Soldier B""}","The personification of evil is here!{#Name=""Soldier B""}"
"Nos conceda força!{#Name=""Soldier A""}","Grant us strength!{#Name=""Soldier A""}"
"Zero? Já chegou!?{#Name=""Soldier C""}","Zero? Already!?{#Name=""Soldier C""}"
