"translation","source"
"Mais, mais, mais! Dê-me segundos, Mãe!{#Name=""Soldier A""}","More, more, more! Give me seconds, Mother!{#Name=""Soldier A""}"
"Dê-me o verde e o vermelho, também. Por favor! Por favor!{#Name=""Soldier B""}","Give me the green and the red, too. Please! Please!{#Name=""Soldier B""}"
"Feio, perspicaz, míope, hipermétrope, feio, perspicaz, míope, hipermétrope...{#Name=""Soldier C""}","Unsightly, insightful, nearsighted, farsighted, unsightly, insightful, nearsighted, farsighted...{#Name=""Soldier C""}"
"Estou ferido. Meus ossos! Meus ossos! Eeee hee hee hee!{#Name=""Soldier D""}","I'm wounded. My bones! My bones! Eeee hee hee hee!{#Name=""Soldier D""}"
"Direita, direita, então esquerda. Agora, ataque!{#Name=""Soldier E""}","Right, right, then left. Now, attack!{#Name=""Soldier E""}"
"Faça isso! Faça isso! Faça isso! Faça isso! Faça isso!{#Name=""Soldier F""}","Do it! Do it! Do it! Do it! Do it!{#Name=""Soldier F""}"
"Eu comi a carne do morto naquele dia! Minha ereção me cansou!{#Name=""Soldier G""}","I ate the {25B2}meat{25BC} of the {25B2}dead{25BC} that day! My {25B2}erection{25BC} tired me out!{#Name=""Soldier G""}"
"Esquadrão, avance!{#Name=""Soldier A""}","Squadron, forward!{#Name=""Soldier A""}"
"Avance! Avance!{#Name=""Soldier B""}","Forward! Forward!{#Name=""Soldier B""}"
"Avance! Avance! Avance!{#Name=""Soldier C""}","Forward! Forward! Forward!{#Name=""Soldier C""}"
"Dê-me um braço, você idiota!{#Name=""Soldier B""}","Give me an arm, you fool!{#Name=""Soldier B""}"
"307{#Name=""307""}","307{#Name=""307""}"
"Estou ferido! É bom conhecer você!{#Name=""Soldier C""}","I'm wounded! It's good to meet you!{#Name=""Soldier C""}"
"E você também, meu amigo ferido!{#Name=""Soldier D""}","And you as well, my wounded friend!{#Name=""Soldier D""}"
"Água... Alguém me dê água!{#Name=""Soldier F""}","Water... Someone give me water!{#Name=""Soldier F""}"
"Você... Pegue isso...!{#Name=""Soldier B""}","You... Take this...!{#Name=""Soldier B""}"
"Vejo uma cabana agradável na floresta!{#Name=""Soldier E""}","I see a quaint little hut in the forest!{#Name=""Soldier E""}"
"E dentro dessa cabana, há um grande homem-pêssego-lagarto!{#Name=""Soldier G""}","And inside that hut, there's a great big man-peach-lizard!{#Name=""Soldier G""}"
"Um homem-pêssego-lagarto, você diz? Esses são os piores! Aaaargh!{#Name=""Soldier A""}","A man-peach-lizard, you say? Those are the worst! Aaaargh!{#Name=""Soldier A""}"
"Sinto falta...da minha Mãe...{#Name=""Soldier G""}","I miss...my Mother...{#Name=""Soldier G""}"
"Quando...essa batalha terminar...finalmente verei você...{#Name=""Soldier C""}","When...this battle is over...I'll finally see you...{#Name=""Soldier C""}"
"Assim que eu ver a Mãe... Ela vai fazer...sua sopa branca para mim!{#Name=""Soldier G""}","Once I see Mother... I'll have her make...her white soup for me!{#Name=""Soldier G""}"
"E um bife branco...e uma salada branca também!{#Name=""Soldier G""}","And a white steak...and some white salad, too!{#Name=""Soldier G""}"
"Branco! Branco! ...Preto? ...Não, branco!{#Name=""Soldier G""}","White! White! ...Black? ...No, white!{#Name=""Soldier G""}"
"271{#Name=""271""}","271{#Name=""271""}"
"Zero está aqui! Ela voa...como uma borboleta!{#Name=""Soldier F""}","Zero's here! She flies...like a butterfly!{#Name=""Soldier F""}"
"Essa coisa é Zero!?{#Name=""Soldier A""}","That thing's Zero!?{#Name=""Soldier A""}"
"Não... É uma flor!{#Name=""Soldier F""}","No... It's a flower!{#Name=""Soldier F""}"
"Não fuja!{#Name=""Soldier B""}","Don't run away!{#Name=""Soldier B""}"
"Não fuja!{#Name=""Soldier B""}","Don't run away!{#Name=""Soldier B""}"
"Huh? É Zero! A flor nascida do ovo...{#Name=""Soldier D""}","Huh? It's Zero! The flower born from the egg...{#Name=""Soldier D""}"
"91{#Name=""91""}","91{#Name=""91""}"
"361{#Name=""361""}","361{#Name=""361""}"
"Essa floresta é horrível. Nenhuma pessoa sã{LF}poderia viver aqui.{#Name=""Decadus""}","This forest is horrifying. No sane{LF}person could ever live here.{#Name=""Decadus""}"
"Mmm? Eu não me importo tanto.{#Name=""Cent""}","Mmm? I don't mind it so much.{#Name=""Cent""}"
"Ele disse pessoa SÃ, Cent.{LF}Isso significa não você.{#Name=""Dito""}","He said SANE person, Cent.{LF}That means not you.{#Name=""Dito""}"
"Ele disse pessoa SANA, Cent.{LF}Isso significa não você.{#Name=""Dito""}","He said SANE person, Cent.{LF}That means not you.{#Name=""Dito""}"
"Five? Eu pensei que eu a matei.{#Name=""Zero""}","Five? I thought I killed you.{#Name=""Zero""}"
"Você é uma idiota. Você se ressuscitou?{#Name=""Zero""}","You dumbass. You resurrected yourself?{#Name=""Zero""}"
"Levante...Galgaliel.{#Name=""Five""}","Arise...Galgaliel.{#Name=""Five""}"
"{06}>{#Name=""Dito""}","{06}>{#Name=""Dito""}"
"Oh, Five! Você está melhor do que nunca agora!{#Name=""Dito""}","Oh, Five! You're looking better than ever now!{#Name=""Dito""}"
"Este é exatamente o tipo de mundo insano que eu sempre quis!{#Name=""Dito""}","This is exactly the kind of insane world I've always wanted!{#Name=""Dito""}"
"É justo perfeito para um sapo indesejável como eu!{LF}Eu acho que vou ficar aqui PARA SEMPRE!{#Name=""Dito""}","It's just perfect for an undesirable sap like me!{LF}I think I'm gonna stay here FOREVER!{#Name=""Dito""}"
"Eu amo esse novo você, Five.{LF}Você pode fazer o que quiser comigo. Qualquer coisa.{#Name=""Dito""}","I love this new you, Five.{LF}You can do whatever you want to me. Anything at all.{#Name=""Dito""}"
"Ei, Z...{#Name=""Dito""}","Hey, Z...{#Name=""Dito""}"
"Parece que seu número está no fim!{#Name=""Dito""}","Looks like your number's up!{#Name=""Dito""}"
"Phanuel, levante!{#Name=""Dito""}","Phanuel, arise!{#Name=""Dito""}"
"Egregori, dance!{#Name=""Cent""}","Egregori, dance!{#Name=""Cent""}"
"Eu posso lidar com esses caras...{LF}Talvez você possa cuidar de Five?{#Name=""Cent""}","I can handle these guys...{LF}Maybe you can take care of Five?{#Name=""Cent""}"
"O que Five está fazendo aqui na{LF}floresta em vez de Three?{#Name=""Zero""}","What's Five doing here in the{LF}forest instead of Three?{#Name=""Zero""}"
