"translation","source"
"Prossiga para a próxima missão?{#Name="" ""}","Proceed to the next mission?{#Name="" ""}"
"Todos se reunem em um lugar de demonstração{#Name="" ""}","みんなで一つの場所に集まるデモ{#Name="" ""}"
"Você está se esgotando aqui.{#Name=""Accord""}","You've been running yourself into the ground here.{#Name=""Accord""}"
"Você acha que vai conseguir o futuro que quer dessa maneira?{#Name=""Accord""}","You think you'll get the future you want that way?{#Name=""Accord""}"
"Cale-se, por favor?{#Name=""Zero""}","Shut up, would you?{#Name=""Zero""}"
"Pelo menos eu não estou sentado no meu traseiro tentando agir{LF}tudo misterioso e coisa e tal.{#Name=""Zero""}","At least I'm not sitting on my ass trying to act{LF}all mysterious and shit.{#Name=""Zero""}"
"Talvez você deva apenas deixar que a gente lidere{LF}esse negócio de Intoner daqui para frente.{#Name=""Accord""}","Maybe you should just let us handle this{LF}whole Intoner business from now on.{#Name=""Accord""}"
"Eu comecei essa bagunça. Eu vou terminá-la.{#Name=""Zero""}","I started this mess. I'm gonna end it.{#Name=""Zero""}"
"E se você se meter no meu caminho, eu vou matá-lo.{#Name=""Zero""}","And if you get in my way, I'll kill you.{#Name=""Zero""}"
"Matar-me, é?{#Name=""Accord""}","Kill me, huh?{#Name=""Accord""}"
"Não sei se há muito que eu possa dizer em resposta a isso.{#Name=""Accord""}","Not sure there's much I can say in response to that.{#Name=""Accord""}"
"Zero, se os efeitos de singularidade que você está causando{LF}se tornarem muito para nós aguentarmos...{#Name=""Accord""}","Zero, if the singularity effects you're causing{LF}become too much for us to endure...{#Name=""Accord""}"
"Vamos ser forçados a neutralizá-lo.{#Name=""Accord""}","We'll be forced to neutralize you.{#Name=""Accord""}"
"Eu só preciso que isso seja claro.{#Name=""Accord""}","I just need that to be clear.{#Name=""Accord""}"
"Tudo bem.{#Name=""Zero""}","Whatever.{#Name=""Zero""}"
"{06}>{#Name=""Zero""}","{06}>{#Name=""Zero""}"
"Michael, para mim!{#Name=""Zero""}","Michael, to me!{#Name=""Zero""}"
"Um ""por favor"" de vez em quando seria legal.{#Name=""Michael""}","A ""please"" every now and then would be nice.{#Name=""Michael""}"
"Suponho que você fez tudo bem.{#Name=""Zero""}","I suppose you did all right.{#Name=""Zero""}"
"Talvez não seja tão fácil da próxima vez.{#Name=""Michael""}","It may not go so smoothly next time.{#Name=""Michael""}"
"É, é, é.{#Name=""Zero""}","Yeah, yeah, yeah.{#Name=""Zero""}"
"Zero.{#Name=""Michael""}","Zero.{#Name=""Michael""}"
"Hmm?{#Name=""Zero""}","Hmm?{#Name=""Zero""}"
"Você tem certeza disso?{#Name=""Michael""}","Are you sure about this?{#Name=""Michael""}"
"É. Quando chegar a hora...{#Name=""Zero""}","Yeah. When the time comes...{#Name=""Zero""}"
"Pesadelo?{#Name=""Accord""}","Bad dream?{#Name=""Accord""}"
"Perder-se em um deserto de merda como este……{#Name=""ゼロ""}","こんなクソみたいな砂漠で迷うとは……{#Name=""ゼロ""}"
