"translation","source"
"Zero está aqui! Ela está invadindo!{#Name=""Soldier A""}","Zero's here! She's invading!{#Name=""Soldier A""}"
"Me dê apoio! Eu estou indo!{#Name=""Soldier B""}","Back me up! I'm going in!{#Name=""Soldier B""}"
"Pode deixar, estou na retaguarda!{#Name=""Soldier C""}","I've got your back!{#Name=""Soldier C""}"
"Onde estão os médicos!?{#Name=""Soldier D""}","Where are the medics!?{#Name=""Soldier D""}"
"Podemos realmente matar uma Intoner!?{#Name=""Soldier E""}","Can we really kill an Intoner!?{#Name=""Soldier E""}"
"Ohhh! Que visão tão terrível!{#Name=""Soldier F""}","Ohhh! Such a dreadful sight!{#Name=""Soldier F""}"
"Aaaaaggghh! A maldita Intoner está aqui!{#Name=""Soldier G""}","Aaaaaggghh! The accursed Intoner is here!{#Name=""Soldier G""}"
"Ugh! Como podem ser tão incrivelmente fortes!?{#Name=""Soldier B""}","Ugh! How can they be so damn tough!?{#Name=""Soldier B""}"
"Não a subestimem!{#Name=""Soldier E""}","Don't underestimate her!{#Name=""Soldier E""}"
"Ela virá? Ela virá?{#Name=""Soldier C""}","来るかッ？　来るかッ？{#Name=""兵士C""}"
"Ela chegoooooou!{#Name=""Soldier D""}","来たあああああッ！{#Name=""兵士D""}"
"Te darei suporte{#Name=""Soldier G""}","援護しますッ{#Name=""兵士G""}"
"Você quer morrer? Basta andar sem me importar com a minha idade!{#Name=""Soldier F""}","死にたいのか？　老いぼれにかまわず行けッ！{#Name=""兵士F""}"
"Ela...é muito forte!{#Name=""Soldier A""}","She's...too damn strong!{#Name=""Soldier A""}"
"Isso é o que sabíamos quando pegamos esse emprego!{#Name=""Soldier C""}","We knew that when we took this job!{#Name=""Soldier C""}"
"É isso aí! Sabíamos que estávamos lutando contra uma Intoner!{#Name=""Soldier D""}","That's right! We knew we were fighting an Intoner!{#Name=""Soldier D""}"
"Precisamos pará-la aqui!{#Name=""Soldier E""}","We need to stop her here!{#Name=""Soldier E""}"
"Vamos nos aquecer!{#Name=""Soldier F""}","Let's do this!{#Name=""Soldier F""}"
"Sua espada... Eu não consigo sequer a seguir!{#Name=""Soldier G""}","Her sword... I can't even follow it!{#Name=""Soldier G""}"
"Não fique parado! Eles te matarão!{#Name=""Soldier A""}","Don't stand still! They'll kill you!{#Name=""Soldier A""}"
"Merda!{#Name=""Soldier B""}","Shit!{#Name=""Soldier B""}"
"Cuidado!{#Name=""Soldier G""}","Look out!{#Name=""Soldier G""}"
"Não consigo mais andar!{#Name=""Soldier C""}","I can't go any further!{#Name=""Soldier C""}"
"Você! Recue!{#Name=""Soldier F""}","You! Fall back!{#Name=""Soldier F""}"
"Não, me deixe! Foque em Zero!{#Name=""Soldier C""}","No, leave me! Focus on Zero!{#Name=""Soldier C""}"
"Mostre-lhes do que somos feitos, mortais!{#Name=""Soldier B""}","Show 'em what we mortals are made of!{#Name=""Soldier B""}"
"Mostre-lhes do que somos feitos, mortais!{#Name=""Soldier B""}","Show 'em what we mortals are made of!{#Name=""Soldier B""}"
"Lá está ela! Chaaaarge!{#Name=""Soldier C""}","There she is! Chaaaarge!{#Name=""Soldier C""}"
"Aaaaaaaargh!{#Name=""Soldier D""}","Aaaaaaaargh!{#Name=""Soldier D""}"
"A única maneira de superar seu medo é carregar para frente! Faça isso!{#Name=""Soldier C""}","The only way to overcome your fear is to charge forward! Do it!{#Name=""Soldier C""}"
"Venha aqui, demônio, para que eu possa matá-lo!{#Name=""Soldier E""}","Get over here, demon, so I can kill you!{#Name=""Soldier E""}"
