"translation","source","can_modify"
"Prosseguir para a próxima missão?{#Name="" ""}","Proceed to the next mission?{#Name="" ""}","0"
"Todos se reunem em um lugar de demonstração{#Name="" ""}","みんなで一つの場所に集まるデモ{#Name="" ""}","0"
"...Então, você vê, dragões têm um apetite.{LF}Eles querem comer Intonadores.{#Name=""Accord""}","...So, you see, dragons have a hunger.{LF}They want to eat Intoners.{#Name=""Accord""}","0"
"E quanto mais forte for a força mágica de um Intonador,{LF}mais forte se torna essa avidez.{#Name=""Accord""}","And the stronger an Intoner's magical force,{LF}the stronger that craving becomes.{#Name=""Accord""}","0"
"Dito isso, alguns deles conseguem controlar esses desejos.{#Name=""Accord""}","That said, some of them do manage to control such longings.{#Name=""Accord""}","0"
"É por isso que Mikhail aqui pode ficar calmo ao lado da Zero,{LF}por exemplo.{#Name=""Accord""}","That's why Mikhail here can stay calm around Zero,{LF}for example.{#Name=""Accord""}","0"
"É! Eu posso controlar! Eu sou incrível!{#Name=""Mikhail""}","Yeah! I can control it! I'm awesome!{#Name=""Mikhail""}","0"
"Hmmm... Ainda tenho algumas perguntas sem resposta.{#Name=""Octa""}","Hmmm... I still have some unanswered questions.{#Name=""Octa""}","0"
"Verdade, isso explica por que os dragões parecem intencionados em{LF}devorar Intonadores.{#Name=""Octa""}","True, this explains why dragons seem intent on{LF}devouring Intoners.{#Name=""Octa""}","0"
"Mas por que eles teriam essa avidez em primeiro lugar?{#Name=""Octa""}","But why would they have such a craving in the first place?{#Name=""Octa""}","0"
"Sinto muito, mas não posso lhe dizer isso.{#Name=""Accord""}","I'm afraid I can't tell you that.{#Name=""Accord""}","0"
"Então, tipo, quem é você, afinal?{#Name=""Dito""}","So, like, who are you, anyway?{#Name=""Dito""}","0"
"Meu nome é Accord. Sou um amigo da Zero.{#Name=""Accord""}","My name is Accord. I'm a friend of Zero's.{#Name=""Accord""}","0"
"Mentiroso. Mal conheço você. {#Name=""Zero""}","Liar. I barely know you. {#Name=""Zero""}","0"
"Não há maneira de Intonadores e dragões{LF}viverem em paz uns com os outros?{#Name=""Octa""}","Is there no way Intoners and dragons{LF}can live at peace with each other?{#Name=""Octa""}","0"
"Não, seria um desperdício de tempo tentar.{#Name=""Zero""}","Nope. It'd be a waste of time to try.{#Name=""Zero""}","0"
"Mikhail parece contente o suficiente no momento.{#Name=""Octa""}","Mikhail seems content enough at the moment.{#Name=""Octa""}","0"
"Se ele segurou até agora, por que isso{LF}mudaria no futuro?{#Name=""Octa""}","If he's held it back until now, why would that{LF}change in the future?{#Name=""Octa""}","0"
"Esqueça.{#Name=""Zero""}","Forget it.{#Name=""Zero""}","0"
"Ele tem um papel a desempenhar em tudo isso. {#Name=""Zero""}","He's got a role to fulfill in all this. {#Name=""Zero""}","0"
"Que pena...{#Name=""Octa""}","What a pity...{#Name=""Octa""}","0"
"Aquela mulher Accord cheira simplesmente deliciosa!{LF}Oh, sim. Muito melhor do que você, Lady Zero. {#Name=""Cent""}","That Accord woman smells simply delightful!{LF}Oh my, yes. Much better than you, Lady Zero. {#Name=""Cent""}","0"
"Isso é doce da sua parte.{#Name=""Zero""}","That's sweet of you.{#Name=""Zero""}","0"
"Ei, linda. Você faz meu coração bater forte.{#Name=""Cent""}","Hey there, beautiful. You make my heart go pitty-pat.{#Name=""Cent""}","0"
"...Er, ahem. EU DISSE, você faz meu coração bater forte.{#Name=""Cent""}","...Er, ahem. I SAID, you make my heart go pitty-pat.{#Name=""Cent""}","0"
