"translation","source","can_modify"
"Prosseguir para a próxima missão?{#Name="" ""}","Proceed to the next mission?{#Name="" ""}","1"
"Todos se reunem em um lugar de demonstração{#Name="" ""}","みんなで一つの場所に集まるデモ{#Name="" ""}","1"
"Ugh, o oceano novamente? Eu odeio aqui.{#Name=""Dito""}","Ugh, the ocean again? I hate it here.{#Name=""Dito""}","1"
"Lembre-me de todas aquelas noites horríveis com o velho Saco de Gordura.{#Name=""Dito""}","Reminds me of all those horrible nights with ol' Blubber Bags.{#Name=""Dito""}","1"
"Não deve ter sido fácil ter que se confrontar{LF}com uma mulher como Cinco todos os dias.{#Name=""Zero""}","It couldn't have been easy having to come face-to-face{LF}with a woman like Five every single day.{#Name=""Zero""}","1"
"Eu realmente quase sinto pena de você.{#Name=""Zero""}","I actually almost feel bad for you.{#Name=""Zero""}","1"
"Imagine como você acha que foi ruim, então multiplique isso{LF}por cerca de um gazilhão.{#Name=""Dito""}","Imagine how bad you think it was, then multiply that{LF}by about a gazillion.{#Name=""Dito""}","1"
"Apenas cheirar o oceano me faz querer vomitar.{#Name=""Dito""}","Just smelling the ocean makes me wanna blow chunks.{#Name=""Dito""}","1"
"Isso me lembra do suor dela e das coxas carnudas e...{LF}Ugh.{#Name=""Dito""}","It reminds me of her sweat and her meaty thighs and...{LF}Uuugh.{#Name=""Dito""}","1"
"Queria poder apenas colocar um pau no meu cérebro e esculpir{LF}as memórias...{#Name=""Dito""}","Wish I could just put a stick in my brain and carve out{LF}the memories...{#Name=""Dito""}","1"
"O oceano é grande mesmo, não é?{#Name=""Decadus""}","The ocean is large indeed, isn't it?{#Name=""Decadus""}","1"
"Primeira vez?{#Name=""Zero""}","First time?{#Name=""Zero""}","1"
"Não. Mas eu estava ocupado lutando da última vez.{#Name=""Decadus""}","No. But I was busy fighting last time.{#Name=""Decadus""}","1"
"Não tive a chance de contemplar sua beleza por mim mesmo.{#Name=""Decadus""}","I didn't have a chance to behold its beauty for myself.{#Name=""Decadus""}","1"
"É legal ver você animado com algo{LF}que não envolva dor.{#Name=""Zero""}","Kinda nice to see you excited about something{LF}that doesn't involve pain.{#Name=""Zero""}","1"
"Oooh... Suas palavras me ferem profundamente...{#Name=""Decadus""}","Oooh... Your words wound me deeply...{#Name=""Decadus""}","1"
"Er, Lady Zero? É verdade que há lulas gigantes nos mares?{#Name=""Decadus""}","Er, Lady Zero? Is it true there are giant squid in the seas?{#Name=""Decadus""}","1"
"O que você está tão feliz sobre, Octa?{#Name=""Zero""}","What are you so happy about, Octa?{#Name=""Zero""}","1"
"Você é um grande fã do mar ou algo?{#Name=""Zero""}","You a big fan of the sea or something?{#Name=""Zero""}","1"
"Absolutamente, minha lady! Isso simplesmente faz meu coração voar!{#Name=""Octa""}","Absolutely, my lady! It simply sends my heart soaring!{#Name=""Octa""}","1"
"Eu também gosto. Toda essa cor linda explodindo em mim...{LF}Posso sentir meu coração voando!{#Name=""Decadus""}","I, too, enjoy it. All this beautiful color bursting out at me...{LF}I can feel my heart flying away!{#Name=""Decadus""}","1"
"Sim, muito bonito. ...Além disso, eu sempre sonhei em{LF}ter uma sessão selvagem de fornicação dentro dessas ondas!{#Name=""Octa""}","Yes, quite beautiful. ...Plus, I've always dreamed of{LF}having a wild bout of fornication within these waves!{#Name=""Octa""}","1"
"Heh... Você não é nada se não for consistente, suponho.{#Name=""Zero""}","Heh... You're nothing if not consistent, I guess.{#Name=""Zero""}","1"
"Minha lady! Talvez você seja tão boa em{LF}me ajudar a realizar meu fantasia oceânica?{#Name=""Octa""}","My lady! Perhaps you would be so good as to{LF}help me realize my ocean fantasy?{#Name=""Octa""}","1"
"Acredite ou não, essa é minha primeira vez no oceano.{#Name=""Cent""}","Believe it or not, this is actually my first time at the ocean.{#Name=""Cent""}","1"
"Oh yeah?{#Name=""Zero""}","Oh yeah?{#Name=""Zero""}","1"
"...Ha! Só brincando! Não é.{#Name=""Cent""}","...Ha! Just kidding! It's not.{#Name=""Cent""}","1"
"Eu o surpreendi? Mmm?{#Name=""Cent""}","Did I shock you? Mmm?{#Name=""Cent""}","1"
"Eu estive trabalhando nesse pequeno pedaço o dia todo,{LF}então espero que você tenha gostado!{#Name=""Cent""}","I've been working on that little nugget all day,{LF}so I hope you enjoyed it!{#Name=""Cent""}","1"
"É, aquilo foi uma coisa real, Cent.{#Name=""Zero""}","Yeah, that was a real...thing, Cent.{#Name=""Zero""}","1"
"A única surpresa aqui é o quão idiota aquele cara é.{#Name=""Dito""}","The only shock here is what an idiot that guy is.{#Name=""Dito""}","1"
"Ah, é tão difícil ser popular...{#Name=""Cent""}","Ah, it's so hard being popular...{#Name=""Cent""}","1"
"Nossa, Zero! Eu senti falta desse lugar! Eu realmente senti falta!{#Name=""Mikhail""}","Wow, Zero! I missed this place! I really missed it!{#Name=""Mikhail""}","1"
"É? Eu não senti falta disso nem um pouco. E pare de se repetir.{#Name=""Zero""}","Yeah? I didn't miss it at all. And stop repeating yourself.{#Name=""Zero""}","1"
"Ah, por quê não? Nós vivemos aqui por um ano inteiro, lembra?{#Name=""Mikhail""}","Aw, why not? We lived here a whole year, remember?{#Name=""Mikhail""}","1"
"É. Um ano inteiro assistindo você se mijar como um idiota.{#Name=""Zero""}","Yeah. A year spent watching you piss yourself like an idiot.{#Name=""Zero""}","1"
"Eu estive tentando esquecer isso.{LF}...E você.{#Name=""Zero""}","I've been trying to forget it.{LF}...And you.{#Name=""Zero""}","1"
"Ah, vamos!{#Name=""Mikhail""}","Aw, come on!{#Name=""Mikhail""}","1"
"Ei, Zero! Prometa que vamos nadar no mar{LF}de novo juntos um dia, okay? Você promete?{#Name=""Mikhail""}","Hey, Zero! Promise me we'll go swim in the sea{LF}again together someday, okay? You promise?{#Name=""Mikhail""}","1"
"Então, o que nos traz de volta à Terra dos Mares, minha senhora?{#Name=""Octa""}","So, what brings us back to the Land of Seas, my lady?{#Name=""Octa""}","1"
"Eu, uh... Eu esqueci algo em casa.{#Name=""Zero""}","I, uh... I forgot something at home.{#Name=""Zero""}","1"
"O quê? Nós viemos até aqui por ISSO!?{#Name=""Dito""}","What? We came all the way here for THAT!?{#Name=""Dito""}","1"
"É, viemos. Agora cale a boca já.{#Name=""Zero""}","Yeah, we did. Now shut up already.{#Name=""Zero""}","1"
"O que você esqueceu?{#Name=""Decadus""}","What did you forget?{#Name=""Decadus""}","1"
"Olhe, eu só... Eu preciso verificar algo, está bem?{#Name=""Zero""}","Look, I just... I need to check on something, all right?{#Name=""Zero""}","1"
"Entendi。{LF}Assim que eu saí de casa, {LF}fico pensando se eu tranquei a porta ou não, é um hábito meu desde então{#Name=""セント""}","わかりますぅう。{LF}私も家を出たとたん、{LF}鍵かけたかどうか気になるクチですからぁあ{#Name=""セント""}","1"
"Então, se Accord estiver dizendo a verdade sobre essa coisa de ""ramificação""...{#Name=""Zero""}","So if Accord's telling the truth about this ""branch"" stuff...{#Name=""Zero""}","1"
"Talvez haja um mundo onde a flor não apareça.{#Name=""Zero""}","Maybe there's a world where the flower doesn't appear.{#Name=""Zero""}","1"
"Tem que haver um indício ou algo que me leve até lá...{#Name=""Zero""}","There's gotta be a hint or something that can lead me there...{#Name=""Zero""}","1"
"O braço que eu perdi para One...{#Name=""Zero""}","The arm I lost to One...{#Name=""Zero""}","1"
"Se essa é a hora em que a ramificação ocorreu, eu já estou tarde demais.{#Name=""Zero""}","If that's when the branch occurred, I'm already too late.{#Name=""Zero""}","1"
"Eu vou pagar o que eu devo a One{#Name=""ゼロ""}","ワンへの借りは、返す{#Name=""ゼロ""}","1"
"Será que realmente há um mundo sem essa flor?{#Name=""Zero""}","Could there really be a world without this flower?{#Name=""Zero""}","1"
"Eu me pergunto como eu sou lá? Ou como são minhas irmãs.{LF}...Eu nem sei se eu tenho irmãs?{#Name=""Zero""}","I wonder what I'm like over there? Or what my sisters are like.{LF}...Do I even HAVE sisters?{#Name=""Zero""}","1"
"Não adianta ficar pensando nisso.{#Name=""Zero""}","Meh, no point dwelling on it.{#Name=""Zero""}","1"
"A flor... está doendo{#Name=""ゼロ""}","花が……疼くな{#Name=""ゼロ""}","1"
"Medicamento...{#Name=""Zero""}","Medicine...{#Name=""Zero""}","1"
"Eu consegui sobreviver, mas a que custo?{#Name=""Zero""}","I managed to survive, but at what cost?{#Name=""Zero""}","1"
"Meu corpo está amaldiçoado agora, e a coisa idiota{LF}não me deixa nem morrer.{#Name=""Zero""}","My body is cursed now, and the stupid thing{LF}won't even let me die.{#Name=""Zero""}","1"
"Todos aqueles caras que me chamam de Intoner amaldiçoado{LF}são mais certos do que sabem.{#Name=""Zero""}","All those guys who call me the accursed Intoner{LF}are more right than they know.{#Name=""Zero""}","1"
"Eu não preciso mais de medicamento{#Name=""ゼロ""}","私にはもう、薬は必要無い{#Name=""ゼロ""}","1"
"Se eu sou a singularidade que Accord estava falando,{#Name=""Zero""}","If I'm the singularity Accord was talking about,{#Name=""Zero""}","1"
"então talvez eu seja o responsável por levar este mundo à ruína.{#Name=""Zero""}","then maybe I'm the one bringing this world to ruin.{#Name=""Zero""}","1"
"Não importa, não há sentido se preocupar com isso.{#Name=""Zero""}","Meh, no point dwelling on it.{#Name=""Zero""}","1"
"Acho que é hora de conversar com Accord cara a cara.{#Name=""Zero""}","I think it's time to talk to Accord face-to-face.{#Name=""Zero""}","1"
"20 de abril, 1000 D.C.{#Name=""Accord""}","April the 20th, 1000 A.D.{#Name=""Accord""}","1"
"A Terra dos Mares.{#Name=""Accord""}","The Land of Seas.{#Name=""Accord""}","1"
"Então...se isso é o fim desta ramificação, então... Espere, o quê?{#Name=""Accord""}","Sooo...if this is the end of this branch, then... Wait, what?{#Name=""Accord""}","1"
"Oh, céus, não perdi uma gravação por acidente, foi?{#Name=""Accord""}","Oh, gosh, I didn't lose a recording by accident, did I?{#Name=""Accord""}","1"
"E o que aconteceu com as ramificações entre A e C?{#Name=""Accord""}","And what happened to the branches between A and C?{#Name=""Accord""}","1"
"Ugh. Se eu estragar isso, vou estar em muita, muita encrenca...{#Name=""Accord""}","Ugh. If I screw this up, I'm gonna be in sooo much trouble...{#Name=""Accord""}","1"
"Ok, apenas respire.{LF}Para começar, vamos verificar a gravação M1410_E0002_FL...{#Name=""Accord""}","Okay, just breathe.{LF}For starters, let's check out recording M1410_E0002_FL...{#Name=""Accord""}","1"
