"translation","source"
"Avance pela floresta.{#Name=""説明文""}","Proceed into the forest.{#Name=""説明文""}"
"Derrote o Centauro!{#Name=""説明文""}","Defeat the Centaur!{#Name=""説明文""}"
"Derrote os inimigos que bloqueiam seu caminho!{#Name=""説明文""}","Defeat the enemies blocking your way!{#Name=""説明文""}"
"Derrote os Gigantes Mortos-Vivos!{#Name=""説明文""}","Defeat the Undead Gigantes!{#Name=""説明文""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"Recuar! Todos os homens, recuem!{#Name=""Soldier B""}","Pull back! All men, pull back!{#Name=""Soldier B""}"
"Não! Ela nos pegou de surpresa!{#Name=""Soldier C""}","No! She got the jump on us!{#Name=""Soldier C""}"
"Pare! Você vai se matar!{#Name=""Soldier D""}","Stop! You'll get yourself killed!{#Name=""Soldier D""}"
"Precisamos de apoio. Vamos, vamos!{#Name=""Soldier E""}","We need backup. Now come on!{#Name=""Soldier E""}"
"O sangue da amaldiçoada Intoner será derramado hoje!{#Name=""Soldier F""}","The blood of the cursed Intoner will be spilled this day!{#Name=""Soldier F""}"
"Maldição, Zero! Vá para o inferno!{#Name=""Soldier G""}","Damn you, Zero! Damn you to Hell!{#Name=""Soldier G""}"
"Podemos fazer isso?{#Name=""Soldier A""}","Can we do this?{#Name=""Soldier A""}"
"Sinto isso...coceira...em todos os lugares...{#Name=""Soldier B""}","I feel this...itching...everywhere...{#Name=""Soldier B""}"
"Resista!{#Name=""Soldier B""}","Stand your ground!{#Name=""Soldier B""}"
"Não posso! Eu... Eu quero ir para casa!{#Name=""Soldier G""}","I can't! I... I wanna go home!{#Name=""Soldier G""}"
"199{#Name=""199""}","199{#Name=""199""}"
"Temos um soldado ferido aqui!{#Name=""Soldier C""}","We got a wounded soldier here!{#Name=""Soldier C""}"
"Chame a equipe médica!{#Name=""Soldier D""}","Get the medic team!{#Name=""Soldier D""}"
"Irmão! Irmão, não me deixe!{#Name=""Soldier D""}","Brother! Brother, don't leave me!{#Name=""Soldier D""}"
"Levante-se! Vamos voltar para casa juntos!{#Name=""Soldier F""}","Get up! We're going home together!{#Name=""Soldier F""}"
"Como ela se move tão rapidamente?{#Name=""Soldier E""}","How does she move so quickly?{#Name=""Soldier E""}"
"Isso...é a Intoner!?{#Name=""Soldier A""}","Is that...the Intoner!?{#Name=""Soldier A""}"
"Por quê... Por que meu corpo está coçando tanto!?{#Name=""Soldier F""}","Why... Why is my body itching so much!?{#Name=""Soldier F""}"
"Meu...meu braço!{#Name=""Soldier G""}","My...my arm!{#Name=""Soldier G""}"
"397{#Name=""397""}","397{#Name=""397""}"
"*Huff, huff...* D-Droga, minhas pernas não param de tremer!{#Name=""Soldier G""}","*Huff, huff...* D-Dammit, my legs won't stop shaking!{#Name=""Soldier G""}"
"Corram! Corram, corram, cooooooram...ngh...{#Name=""Soldier E""}","Run! Run, run, ruuuuunnn...ngh...{#Name=""Soldier E""}"
"Quente! Fedorento! O que você está jogando em mim!?{#Name=""兵士Ｆ""}","熱い！　臭い！　何をかけてるんだ！？{#Name=""兵士Ｆ""}"
"Ainda estamos nisso! Puxe-a mais perto!{#Name=""Soldier C""}","We're still in this! Draw her closer!{#Name=""Soldier C""}"
"Você está louco!? Vamos ser patos sentados!{#Name=""Soldier D""}","Are you insane!? We'll be sitting ducks!{#Name=""Soldier D""}"
"523{#Name=""523""}","523{#Name=""523""}"
"379{#Name=""379""}","379{#Name=""379""}"
"Não fique parado aí! Avance em grupo!{#Name=""Soldier B""}","Don't just stand there! Advance as a group!{#Name=""Soldier B""}"
"Os feridos estão se acumulando! E...e isso é...{#Name=""Soldier E""}","The wounded are piling up! And...and this is...{#Name=""Soldier E""}"
"Z-Zero!?{#Name=""Soldier A""}","Z-Zero!?{#Name=""Soldier A""}"
"Oh merda! Ela está vindo! Ela está vindo!{#Name=""Soldier D""}","Oh shit! She's coming! She's comiiing!{#Name=""Soldier D""}"
"199{#Name=""199""}","199{#Name=""199""}"
"145{#Name=""145""}","145{#Name=""145""}"
"163{#Name=""163""}","163{#Name=""163""}"
"307{#Name=""307""}","307{#Name=""307""}"
"Zero! Ei, Zero! O que devo fazer?{#Name=""Mikhail""}","Zero! Hey, Zero! What should I do?{#Name=""Mikhail""}"
"Suba ao ar e nos apoie.{#Name=""Zero""}","Get in the air and back us up.{#Name=""Zero""}"
"Ok! Entendi!{#Name=""Mikhail""}","Okay! Got it!{#Name=""Mikhail""}"
"Eu, eu me sinto ótimo!{#Name=""Dito""}","Me, I feel great!{#Name=""Dito""}"
"Sério? Eu não sabia que você era tão afeito à natureza.{#Name=""Zero""}","Seriously? I didn't know you were so big on nature.{#Name=""Zero""}"
"A única coisa que importa agora é que Five não existe mais!{#Name=""Dito""}","The only thing that matters right now{LF}is that Five no longer exists!{#Name=""Dito""}"
"Francamente, nunca me senti melhor!{#Name=""Dito""}","Honestly, I've never felt better!{#Name=""Dito""}"
"Muito obrigado por matar aquele porco, Zero. Estou falando sério.{#Name=""Dito""}","Thank you so much for killing{LF}that pig, Zero. I mean it.{#Name=""Dito""}"
"Cuidado com o que você diz sobre Lady Five, Dito.{#Name=""Decadus""}","Watch what you say about Lady Five, Dito.{#Name=""Decadus""}"
"Qualquer coisa! Eu vou xingar o cadáver dela até o dia em que eu morrer!{#Name=""Dito""}","Whatever! I'll curse her corpse{LF}until the day I die!{#Name=""Dito""}"
"Desembainhem as espadas! Todos desembainhem!{#Name=""兵士Ｂ""}","抜刀！　全員抜刀！{#Name=""兵士Ｂ""}"
"Não vai dar! Você vai...me atacar! Pare! Interrompa!{#Name=""兵士Ａ""}","ダメだ！　俺に……斬りかかるつもりだろう！　ヤメロ！　中止ッ。{#Name=""兵士Ａ""}"
"Eu tenho que matá-la! Eu devo! Antes que seja tarde demais!{#Name=""Soldier C""}","I have to kill her! I must! Before it's too late!{#Name=""Soldier C""}"
"Eu sabia que isso ia acontecer três gerações atrás.{#Name=""兵士Ｄ""}","こうなることは三世代前からわかってたんだよッ。{#Name=""兵士Ｄ""}"
"É verdade?{#Name=""兵士Ｅ""}","本当かッ？{#Name=""兵士Ｅ""}"
"Onde diabos você vai!?{#Name=""Soldier F""}","Where the hell are you going!?{#Name=""Soldier F""}"
"A flor da Zero! É...está me chamando!{#Name=""Soldier G""}","Zero's flower! It's...calling to me!{#Name=""Soldier G""}"
"Pare, você é um tolo! Ela vai matá-lo!{#Name=""Soldier F""}","Stop it, you fool! She'll kill you!{#Name=""Soldier F""}"
"A flor está me chamando! Eu tenho que ir até ela!{#Name=""Soldier G""}","The flower calls my name! I have to go to it!{#Name=""Soldier G""}"
"Cuide-se, Lady Zero.{#Name=""Decadus""}","Do take care, Lady Zero.{#Name=""Decadus""}"
"Esses homens perderam a cabeça.{#Name=""Decadus""}","These men have lost their minds.{#Name=""Decadus""}"
"Como se eu me importasse. Eu estou rodeado de lunáticos desde o início.{#Name=""Zero""}","Like I care. I've been surrounded{LF}by loons from the get-go.{#Name=""Zero""}"
"...Nnngh!{#Name=""Zero""}","...Nnngh!{#Name=""Zero""}"
"Zero! A sua flor dói? Dói?{#Name=""Mikhail""}","Zero! Does your flower hurt? Does it hurt?{#Name=""Mikhail""}"
"Não! Estou... Estou bem.{#Name=""Zero""}","No! I'm...I'm fine.{#Name=""Zero""}"
"Bem... não lute muito, okay?{#Name=""Mikhail""}","Well...don't fight too hard, okay?{#Name=""Mikhail""}"
"Zero! Zero!{#Name=""Mikhail""}","Zero! Zero!{#Name=""Mikhail""}"
"O quê?{#Name=""Zero""}","What?{#Name=""Zero""}"
"Eu cheiro mal novamente hoje?{#Name=""Mikhail""}","Do I smell bad again today?{#Name=""Mikhail""}"
"...Na verdade, você sabe o quê?{LF}Acho que melhorou um pouco.{#Name=""Zero""}","...Actually, you know what?{LF}I think it's gotten a little better.{#Name=""Zero""}"
"Yaaay! Eu me lavei em um rio{LF}para estar limpo de agora em diante!{#Name=""Mikhail""}","Yaaay! I washed myself in a river{LF}so I'd be clean from now on!{#Name=""Mikhail""}"
"Então, hum, talvez isso signifique que você não...{#Name=""Mikhail""}","So, um, maybe that means you won't...{#Name=""Mikhail""}"
"Você não me odeia? O- Ou tem medo de mim?{#Name=""Mikhail""}","You won't hate me? O-Or be scared of me?{#Name=""Mikhail""}"
"Vamos. Eu não odeio você e{LF}certamente não tenho medo de você.{#Name=""Zero""}","Come on. I don't hate you and{LF}I'm certainly not scared of you.{#Name=""Zero""}"
"Ah, obrigado, Zero.{#Name=""Mikhail""}","Aw, thanks, Zero.{#Name=""Mikhail""}"
"Ha ha ha! Veja todo o sangue e vísceras!{#Name=""Dito""}","Ha ha ha! Check out all the blood and guts!{#Name=""Dito""}"
"Ah, nojento! Eles têm larvas{LF}saindo dos OLHOS!{#Name=""Dito""}","Aw, nasty! They got maggots{LF}comin' outta their EYES!{#Name=""Dito""}"
"Veja esses espetáculos de horror!{LF}Como eles aguentam isso!?{#Name=""Dito""}","Look at these horror shows!{LF}How can they stand it!?{#Name=""Dito""}"
"Eles são criaturas putrefatas, sujas...{LF}É tão bagunçado... EU AMO ISSO!{LF}Ha ha! Ha ha ha ha!{#Name=""Dito""}","They're putrid, filthy beasts...{LF}It's so messed up... I LOVE IT!{LF}Ha ha! Ha ha ha ha!{#Name=""Dito""}"
"Por favor, Dito. Tais pensamentos são sem gosto.{#Name=""Decadus""}","Please, Dito. Such thoughts are tasteless.{#Name=""Decadus""}"
"Hmph. Diz o cara que gosta{LF}de levar chute na bola.{#Name=""Dito""}","Hmph. Says the guy who likes{LF}being kicked in the balls.{#Name=""Dito""}"
"Uuuunnnngh...{#Name=""Decadus""}","Unnnngh...{#Name=""Decadus""}"
"Ugh. Tire esses bastardos irritantes da minha frente!{#Name=""Zero""}","Ugh. Get these annoying bastards outta my way!{#Name=""Zero""}"
"Essa é uma situação perigosa. Devemos matar os{LF}monstros antes que os espíritos possam possuí-los!{#Name=""Decadus""}","This is a dangerous situation. We must kill the{LF}monsters before the spirits can possess them!{#Name=""Decadus""}"
"Ngh... N-Não consigo respirar...{#Name=""Zero""}","Ngh... C-Can't breathe...{#Name=""Zero""}"
"Zero, sua flor está atrapalhando.{#Name=""Mikhail""}","Zero, your flower's getting in the way.{#Name=""Mikhail""}"
"Você melhor descansar um pouco, okay? Só um descanso pequeno...{#Name=""Mikhail""}","You better take a rest, okay? Just a little rest...{#Name=""Mikhail""}"
"Whoooaaa! Lá vai ela!{#Name=""Dito""}","Whoooaaa! Thar she blows!{#Name=""Dito""}"
"Finalmente, o Gigante Morto-Vivo chegou!{#Name=""ディト""}","ついにゾンビになったギガースがキター！{#Name=""ディト""}"
"Olhe para eles! Tão fedorentos e viscosos{LF}e gore e podres...{#Name=""Dito""}","Look at 'em! So stinky and slimy{LF}and gory and rotten...{#Name=""Dito""}"
"Essa batalha vai ser horrível!{LF}Eu não posso esperar!{#Name=""Dito""}","This battle's gonna be horrible!{LF}I totally can't wait!{#Name=""Dito""}"
"Essa visão é além da imaginação.{LF}O que está acontecendo aqui?{#Name=""Octa""}","This sight is beyond imagining.{LF}What is happening here?{#Name=""Octa""}"
"Sério? Quem se importa!?{#Name=""Dito""}","Really? Who cares!?{#Name=""Dito""}"
"Eu, eu me sinto ótimo!{#Name=""Dito""}","Me, I feel great!{#Name=""Dito""}"
"Sério? Eu não sabia que você era tão afeito à natureza.{#Name=""Zero""}","Seriously? I didn't know you were so big on nature.{#Name=""Zero""}"
"A única coisa que importa agora{LF}é que Five não existe mais!{#Name=""Dito""}","The only thing that matters right now{LF}is that Five no longer exists!{#Name=""Dito""}"
"Honestamente, eu nunca me senti melhor!{#Name=""Dito""}","Honestly, I've never felt better!{#Name=""Dito""}"
"Obrigado muito por matar{LF}aquele porco, Zero. Eu estou falando sério.{#Name=""Dito""}","Thank you so much for killing{LF}that pig, Zero. I mean it.{#Name=""Dito""}"
"Cuidado com o que você diz sobre Lady Five, Dito.{#Name=""Decadus""}","Watch what you say about Lady Five, Dito.{#Name=""Decadus""}"
"Não é aconselhável amaldiçoar os mortos.{#Name=""Decadus""}","It behooves us not to curse the dead.{#Name=""Decadus""}"
"Tudo bem! Eu vou amaldiçoar seu cadáver{LF}até o dia em que eu morrer!{#Name=""Dito""}","Whatever! I'll curse her corpse{LF}until the day I die!{#Name=""Dito""}"
"Eu nunca vou perdoar ela! Nunca!{#Name=""Dito""}","I'll never forgive her! Never!{#Name=""Dito""}"
"Ha ha! Cara, eu não posso esperar para massacrar{LF}o próximo Intoner! Vai ser incrível!{#Name=""Dito""}","Ha ha! Man, I can't wait to slaughter{LF}the next Intoner! It's gonna be great!{#Name=""Dito""}"
"Você sabe que eu também sou uma Intoner...{#Name=""Zero""}","You do know I'm an Intoner too...{#Name=""Zero""}"
"Ha ha! Ha ha ha ha!{#Name=""Dito""}","Ha ha! Ha ha ha ha!{#Name=""Dito""}"
"As irmãs estão se desfazendo.{#Name=""127""}","The sisters are coming undone.{#Name=""127""}"
"Mikhail evoluiu dois níveis de uma só vez.{#Name=""307""}","Mikhail suddenly evolved two levels at once.{#Name=""307""}"
"No meio de todas essas anomalias,{#Name=""253""}","In the midst of all these anomalies,{#Name=""253""}"
"Zero está indo para a Terra das Florestas.{#Name=""217""}","Zero is heading for the Land of Forests.{#Name=""217""}"
"Não! Ela é... Ela já está aqui!?{#Name=""Soldier A""}","No! She's... She's already here!?{#Name=""Soldier A""}"
