"translation","source"
"Faça seu caminho em direção à fortaleza da Four.{#Name=""説明文""}","Make your way toward Four's fortress.{#Name=""説明文""}"
"Derrote os soldados inimigos!{#Name=""説明文""}","Defeat the enemy soldiers!{#Name=""説明文""}"
"Derrote o Golem!{#Name=""説明文""}","Defeat the Golem!{#Name=""説明文""}"
"Derrote o Senhor Titã!{#Name=""説明文""}","Defeat the Titan Lord!{#Name=""説明文""}"
"Derrote os soldados inimigos!{#Name=""説明文""}","Defeat the enemy soldiers!{#Name=""説明文""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"Avante, todos os homens! Ataqueeeem!{#Name=""Soldier A""}","All men forward! Chaaaaaarge!{#Name=""Soldier A""}"
"Ela está vindo!{#Name=""Soldier B""}","Here she comes!{#Name=""Soldier B""}"
"Podemos pará-la?{#Name=""Soldier C""}","Can we stop her?{#Name=""Soldier C""}"
"Todos vocês, circundem em torno dela!{#Name=""Soldier D""}","All of you, circle around her!{#Name=""Soldier D""}"
"Ela está aqui! Me dê apoio!{#Name=""Soldier E""}","She's here! Back me up!{#Name=""Soldier E""}"
"É a maldita Intoner! Corram!{#Name=""Soldier F""}","It's the accursed Intoner! Run!{#Name=""Soldier F""}"
"Aaaaaahhh! Socorro!{#Name=""Soldier G""}","Aaaaaahhh! Heeeeeelp meeeeee!{#Name=""Soldier G""}"
"Sim! Lá! Mate-a!{#Name=""Soldier A""}","Yes! Over there! Kill her!{#Name=""Soldier A""}"
"Eeeeee...{#Name=""Soldier G""}","Eeeeee...{#Name=""Soldier G""}"
"Covarde! Lute ou eu mesmo a matarei!{#Name=""Soldier C""}","Coward! Fight or I'll kill you myself!{#Name=""Soldier C""}"
"Vamos! Siga-me!{#Name=""Soldier B""}","Let's go! Follow me!{#Name=""Soldier B""}"
"Apoio você, senhor!{#Name=""Soldier D""}","Backing you up, sir!{#Name=""Soldier D""}"
