"translation","source","can_modify"
"{06}>{#Nome=""Decadus""}","{06}>{#Name=""Decadus""}","1"
"{06}>{#Nome=""Dito""}","{06}>{#Name=""Dito""}","1"
"{06}>{#Nome=""Decadus""}","{06}>{#Name=""Decadus""}","1"
"Espero que você possa colocar isso de volta!{#Nome=""Dito""}","Hope you can stick that back on!{#Name=""Dito""}","1"
"{06}>{#Nome=""Zero""}","{06}>{#Name=""Zero""}","1"
"Vamos ver...{#Nome=""Zero""}","Let's see...{#Name=""Zero""}","1"
"{06}>{#Nome=""Zero""}","{06}>{#Name=""Zero""}","1"
"Seu braço!{#Nome=""Decadus""}","Y-Your arm!{#Name=""Decadus""}","1"
"Aqui. Vamos terminar isso?{#Nome=""Zero""}","There. Shall we finish this?{#Name=""Zero""}","1"
"Senhora Zero, seu braço está bem?{#Nome=""Decadus""}","Lady Zero, is your arm all right?{#Name=""Decadus""}","1"
"...Não parece sentir dor mais.{#Nome=""Zero""}","...It doesn't seem to feel pain anymore.{#Name=""Zero""}","1"
"Parece que estou me tornando menos humano a cada dia.{#Nome=""Zero""}","Seems I'm getting less human by the day.{#Name=""Zero""}","1"
"Três para baixo, dois para ir.{#Nome=""Zero""}","Three down, two to go.{#Name=""Zero""}","1"
"Oh, e não conte para Mikhail sobre isso.{#Nome=""Zero""}","Oh, and don't tell Mikhail about this.{#Name=""Zero""}","1"
"Derrote os Magos!{#Nome=""説明文""}","Defeat the Wizards!{#Name=""説明文""}","1"
"Derrote os Gólems!{#Nome=""説明文""}","Defeat the Golems!{#Name=""説明文""}","1"
"Derrote os Ogros de Areia!{#Nome=""説明文""}","Defeat the Sand Ogres!{#Name=""説明文""}","1"
"Derrote os Mortos-Vivos!{#Nome=""説明文""}","Defeat the Undead!{#Name=""説明文""}","1"
"予備{#Nome=""説明文""}","予備{#Name=""説明文""}","1"
"Faça seu caminho pelas ruínas subterrâneas.{#Nome=""説明文""}","Make your way through the underground ruins.{#Name=""説明文""}","1"
"Como ela pode ter chegado até aqui!?{#Nome=""Soldado A""}","How could she have made it all the way here!?{#Name=""Soldier A""}","1"
"A amaldiçoada Intonadora!{#Nome=""Soldado F""}","The cursed Intoner!{#Name=""Soldier F""}","1"
"Fique firme! Ela também está ferida!{#Nome=""Soldado B""}","Stand tall! She's injured, too!{#Name=""Soldier B""}","1"
"Maldição! Eu fui atingido!{#Nome=""Soldado C""}","Dammit! I'm hit!{#Name=""Soldier C""}","1"
"Eu...Eu não posso parar o sangramento!{#Nome=""Soldado D""}","I...I can't stop the bleeding!{#Name=""Soldier D""}","1"
"Onde está nossa equipe médica!?{#Nome=""Soldado E""}","Where's our medical team!?{#Name=""Soldier E""}","1"
"Os mensageiros não estão respondendo!{#Name=""Soldier F""}","The messengers aren't responding!{#Name=""Soldier F""}","1"
"É ela? Eu poderia lidar com ela com as mãos nuas!{#Name=""Soldier B""}","That's her? I could take her on barehanded!{#Name=""Soldier B""}","1"
"O-Que você está fazendo!? Você vai ser morto!{#Name=""Soldier G""}","Wh-What're you doing!? You'll be killed!{#Name=""Soldier G""}","1"
"A morte é apenas uma porta! Não tema!{#Name=""Soldier E""}","Death is but a door! Do not fear it!{#Name=""Soldier E""}","1"
"Ah... Aaaaaah! Eu não posso! Eu simplesmente não posso fazer isso!{#Name=""Soldier G""}","Ah... Aaaaaah! I can't! I just can't do this!{#Name=""Soldier G""}","1"
"A própria senhora do sol eterno, Lady Dois, nos vigia! Agora lute!{#Name=""Soldier F""}","The eternal sun herself, Lady Two, watches over us! Now fight!{#Name=""Soldier F""}","1"
"É Zero?{#Name=""Soldier D""}","Is that Zero?{#Name=""Soldier D""}","1"
"Eu ouvi dizer que ela era magra, mas puta que pariu!{#Name=""Soldier C""}","I heard she was scrawny, but daaaamn!{#Name=""Soldier C""}","1"
"E eu ouvi dizer que ela era bonita, mas puta que pariu!{#Name=""Soldier D""}","And I heard she was pretty, but daaaaaaaamn!{#Name=""Soldier D""}","1"
"Bem, eu ouvi dizer que ela vai matar você enquanto dorme! Então cale a boca e fique alerta!{#Name=""Soldier E""}","Well, I heard she'll kill you in your sleep! So shut up and stay alert!{#Name=""Soldier E""}","1"
"A escuridão está nos envolvendo a todos!{#Name=""Soldier B""}","The darkness is enveloping us all!{#Name=""Soldier B""}","1"
"O-Que você está falando? Você está bem?{#Name=""Soldier G""}","Wh-What are you talking about? Are you all right?{#Name=""Soldier G""}","1"
"Merda! Essa mulher é invencível!?{#Name=""Soldier F""}","Shit! Is this woman invincible!?{#Name=""Soldier F""}","1"
"Talvez. Mas temos que matá-la de qualquer jeito!{#Name=""Soldier A""}","Maybe. But we've got to kill her anyway!{#Name=""Soldier A""}","1"
"Não a persiga muito longe!{#Name=""Soldier E""}","Don't chase her too far in!{#Name=""Soldier E""}","1"
"Mesmo que eu quisesse, ela é muito rápida para acompanhar!{#Name=""Soldier C""}","Even if I wanted to, she's too fast to keep up with!{#Name=""Soldier C""}","1"
"Não podemos... Não podemos nos deixar aniquilar!","We can't... We can't let ourselves be annihilated!{#Name=""Soldier A""}","1"
"Senhor! Nenhum sobrevivente encontrado no primeiro esquadrão!","Sir! No survivors found in the first squadron!{#Name=""Soldier G""}","1"
"Merda. Agora o que fazemos!?","Shit. Now what do we do!?{#Name=""Soldier A""}","1"
"Essa escuridão torna difícil ver.","This darkness makes it hard to see.{#Name=""Decadus""}","1"
