"translation","source","can_modify"
" "," ","1"
"Mikhail","ミハイル","1"
"Zero","ゼロ","1"
"Decadus","デカード","1"
"Octa","オクタ","1"
"Dito","ディト","1"
"Decadus","デカート","1"
"Explicação","説明文","1"
"Soldado A","Soldier A","1"
"Soldado B","Soldier B","1"
"Soldado E","Soldier E","1"
"Soldado C","Soldier C","1"
"Soldado D","Soldier D","1"
"Soldado F","Soldier F","1"
"Soldado G","Soldier G","1"
"Zero","Zero","1"
"Mikhail","Mikhail","1"
"271","271","1"
"Dito","Dito","1"
"703","703","1"
"469","469","1"
"Decadus","Decadus","1"
"Octa","Octa","1"
"541","541","1"
"253","253","1"
"Accord","Accord","1"
"Test","テスト","1"
