"translation","source"
"Prossiga para a próxima missão?{#Name="" ""}","Proceed to the next mission?{#Name="" ""}"
"Todos se reunem em um lugar de demonstração{#Name="" ""}","みんなで一つの場所に集まるデモ{#Name="" ""}"
"Poderia ser mais úmido aqui?{LF}Até meu suor está suado.{#Name=""Dito""}","Could it BE any more damp around here?{LF}Even my sweat is sweaty.{#Name=""Dito""}"
"Urrrgh...{#Name=""Decadus""}","Urrrgh...{#Name=""Decadus""}"
"Eu sei, certo? Este lugar é uma porcaria.{#Name=""Dito""}","I know, right? This place blows chunks.{#Name=""Dito""}"
"Sim, mas o desconforto é de alguma forma...exhilarante...{#Name=""Decadus""}","Yes, but the discomfort is somehow...exhilarating...{#Name=""Decadus""}"
"Sim, seja lá, freak.{#Name=""Dito""}","Yeah, whatever, freak.{#Name=""Dito""}"
"Eu voto que abandonemos este lugar o mais rápido possível.{#Name=""Dito""}","I vote we ditch this place ASAP.{#Name=""Dito""}"
"Decadus. Me dê um pano, por favor?{#Name=""Zero""}","Decadus. Gimme some cloth, will ya?{#Name=""Zero""}"
"Você está ferido, minha senhora?{#Name=""Decadus""}","Are you hurt, my lady?{#Name=""Decadus""}"
"Não, essa floresta idiota fez meu período começar mais cedo.{#Name=""Zero""}","No, this stupid forest made my period come early.{#Name=""Zero""}"
"Nnngh...{#Name=""Decadus""}","Nnngh...{#Name=""Decadus""}"
"...Dito está certo. Você é um freak.{#Name=""Zero""}","...Dito's right. You are a freak.{#Name=""Zero""}"
"H-Here, minha senhora. Tenha todo o pano que você quiser.{#Name=""Decadus""}","H-Here, my lady. Have all the cloth you want.{#Name=""Decadus""}"
"Oh ho! Bem, não é estranho isso?{#Name=""Octa""}","Oh ho! Well, isn't this strange?{#Name=""Octa""}"
"A floresta à frente costumava ser muito mais luxuriante{LF}e verde do que isso.{#Name=""Octa""}","The forest up ahead used to be far more lush{LF}and verdant than this.{#Name=""Octa""}"
"Algo aconteceu desde a última vez que visitei.{LF}Posso sentir!{#Name=""Octa""}","Something has happened since last I visited.{LF}I can feel it!{#Name=""Octa""}"
"Você pode ""sentir"" isso? Bondade, que besteira supersticiosa.{#Name=""Cent""}","You can ""feel"" it? Goodness, what a load of{LF}superstitious nonsense.{#Name=""Cent""}"
"Eu, é claro, rejeito essa tolice mística{LF}em favor da ciência.{#Name=""Cent""}","I, of course, reject such mystic foolishness{LF}in favor of science.{#Name=""Cent""}"
"Prova! Teorias! Experimentação!{LF}Este é o caminho do mundo!{#Name=""Cent""}","Proof! Theories! Experimentation!{LF}This is the way of the world!{#Name=""Cent""}"
"Mas eu provavelmente não deveria esperar que vocês Neandertais{LF}entendam qualquer coisa disso.{#Name=""Cent""}","Buuut I probably shouldn't expect you Neanderthals{LF}to understand any of that.{#Name=""Cent""}"
"Cale-se, professor.{#Name=""Dito""}","Cram it, professor.{#Name=""Dito""}"
"いいから、黙れ{#Name=""ディト""}","いいから、黙れ{#Name=""ディト""}"
"Lady Zero, se eu posso?{LF}Nós devemos evitar misturar-nos nessa névoa por muito tempo.{#Name=""Octa""}","Lady Zero, if I may?{LF}We should avoid mingling in this fog for long.{#Name=""Octa""}"
"Three está dentro dessa floresta, certo?{LF}Ela está aqui, não está?{#Name=""Mikhail""}","Three's inside this forest, right?{LF}She's here, isn't she?{#Name=""Mikhail""}"
"Você parece muito satisfeito com isso.{#Name=""Zero""}","You seem awfully pleased about that.{#Name=""Zero""}"
"Estou apenas animado para conhecer uma das suas irmãs!{#Name=""Mikhail""}","I'm just excited to meet one of your sisters!{#Name=""Mikhail""}"
"Bem, estou animado para matá-la.{#Name=""Zero""}","Well, I'm excited to kill her.{#Name=""Zero""}"
"Ah, vamos!{#Name=""Mikhail""}","Aw, come on!{#Name=""Mikhail""}"
"Eu só espero que possamos comer antes de lutar.{LF}Eu sou inútil com o estômago vazio!{#Name=""Mikhail""}","I just hope we get to eat before fighting.{LF}I'm useless on an empty tummy!{#Name=""Mikhail""}"
"Ei, Cent. O que você sabe sobre a Two?{#Name=""Zero""}","Hey, Cent. What do you know about Two?{#Name=""Zero""}"
"Two? Two, Two, Two...{LF}Sim, desculpe. Não sei dela.{#Name=""Cent""}","Two? Two, Two, Two...{LF}Yeah, sorry. Don't know her.{#Name=""Cent""}"
"Você quer dizer que...esqueceu dela?{#Name=""Zero""}","You mean you...forgot her?{#Name=""Zero""}"
"Como posso esquecer uma pessoa que nunca conheci?{#Name=""Cent""}","How can I forget a person I've never met?{#Name=""Cent""}"
"Eu estou bem certo de que eu lembraria de um nome bobo como ""Two.""","I'm pretty sure I'd remember a silly name like ""Two.""{#Name=""Cent""}"
"Tudo bem, pessoal. É hora de ir.","All right, guys. Time to go.{#Name=""Zero""}"
"Você quer que eu vá em frente, Zero?","You want me to go butt roll ahead, Zero?{#Name=""Mikhail""}"
"É ""patrulha"", idiota! Não ""rolar bunda!""","It's ""patrol,"" dummy! Not ""butt roll!""{#Name=""Zero""}"
"É isso que eu disse! É exatamente isso que eu disse!","That's what I said! That's totally what I said!{#Name=""Mikhail""}"
"Você sabe, eu continuo esperando que ele fique mais esperto, mas isso simplesmente não está acontecendo.","You know, I keep waiting for him to get smarter,{LF}but it's just not happening.{#Name=""Dito""}"
"E aí, Cent? Quer adicionar um pouco de humor mordaz à situação?","How 'bout it, Cent? Wanna add some biting wit{LF}to the situation?{#Name=""Dito""}"
"...Ah, vamos. Me dê algo. Qualquer coisa!","...Aw, come on. Gimme something. Anything! {#Name=""Dito""}"
"Hmm? ...O quê?","Hmm? ...What?{#Name=""Cent""}"
"Oh, então agora você decide ser normal? Pffft. Esqueça. Você é inútil.","Oh, so NOW you decide to be normal?{LF}Pffft. Forget it. You're useless.{#Name=""Dito""}"
"Eu só...não consigo parar de pensar nessa tal de Two...","I just...can't stop thinking about this Two person...{#Name=""Cent""}"
"O tempo não sempre flui em uma direção única.","Time doesn't always flow in a single direction.{#Name=""Accord""}"
"Divergência: Rota B","Divergence: Branch B{#Name=""Accord""}"
"No fluxo da história Pós-Cataclismo,","In the flow of post-Cataclysm history,{#Name=""Accord""}"
"se um conjunto único de condições conhecidas como ""singularidades"" se reunirem,","if a unique set of conditions known as ""singularities"" come together,{#Name=""Accord""}"
