"translation","source"
"Rompa as defesas da Cidade Catedral.{#Name=""説明文""}","Break through the Cathedral City's defenses.{#Name=""説明文""}"
"Derrote o Cérbero Cinzento!{#Name=""説明文""}","Defeat the Gray Cerberus!{#Name=""説明文""}"
"Derrote a Two!{#Name=""説明文""}","Defeat Two!{#Name=""説明文""}"
"O discípulo Cent se juntou à luta.{#Name=""説明文""}","The disciple Cent has joined the fight.{#Name=""説明文""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"In....Intonerrrrrrrrr (delírio insano){#Name=""Soldier A""}","In....Intonerrrrrrrrrr (insane ranting){#Name=""Soldier A""}"
"Gprh, gehht, casshhs...pbt! (delírio insano){#Name=""Soldier A""}","Gprh, gehht, casshhs...pbt! (insane ranting){#Name=""Soldier A""}"
"A Cidade...Catedral... (delírio insano){#Name=""Soldier A""}","The Cathedral...City... (insane ranting){#Name=""Soldier A""}"
"{06}>{#Name=""Soldier A""}","{06}>{#Name=""Soldier A""}"
"{06}>{#Name=""Soldier B""}","{06}>{#Name=""Soldier B""}"
"La la la la! La la, la la la lu lu lu... (delírio insano){#Name=""Soldier B""}","La la la la! La la, la la la lu lu lu...  (insane ranting){#Name=""Soldier B""}"
"Lady Two... (delírio insano){#Name=""Soldier B""}","Lady Two... (insane ranting){#Name=""Soldier B""}"
"Lu-lu...huff huff huff huff...lu... (delírio insano){#Name=""Soldier B""}","Lu-lu...huff huff huff huff...lu... (insane ranting){#Name=""Soldier B""}"
"Fo...fo-fo...fo-fo-fo-fo! (delírio insano){#Name=""Soldier C""}","Fo...fo-fo...fo-fo-fo-fo! (insane ranting){#Name=""Soldier C""}"
"Fo-fo-fo! Fooooooooooo! (delírio insano){#Name=""Soldier C""}","Fo-fo-fo! Fooooooooooo! (insane ranting){#Name=""Soldier C""}"
"Avante! Po...r... (delírio insano){#Name=""Soldier C""}","Forward! Fo...r... (insane ranting){#Name=""Soldier C""}"
"Po! po, po...huff huff... Urrrrgh! (delírio insano){#Name=""Soldier C""}","Fo! Fo, fo...huff huff... Urrrrgh! (insane ranting){#Name=""Soldier C""}"
"Ju-ju ju ju-ju-ju nnnnt! (delírio insano){#Name=""Soldier D""}","Su-su su su-su-su ssst! (insane ranting){#Name=""Soldier D""}"
"Fiq-fi-fiii, juuuuu juuuu ju-ju... (delírio insano){#Name=""Soldier D""}","Sta-ta-suuu, sutaaa ssst su-su...  (insane ranting){#Name=""Soldier D""}"
"F-Fiquem... ju-juntos...sss... (delírio insano){#Name=""Soldier D""}","S-Stick... to-togeth...sss... (insane ranting){#Name=""Soldier D""}"
"{06}>{#Name=""Soldier D""}","{06}>{#Name=""Soldier D""}"
"Ela... Grhrhhhhrh... (delírio insano){#Name=""Soldier E""}","Her... Grhrhhhhrh...  (insane ranting){#Name=""Soldier E""}"
"{06}>{#Name=""Soldier E""}","{06}>{#Name=""Soldier E""}"
"Hraaaaahhhh! (delírio insano){#Name=""Soldier E""}","Hraaaaahhhh! (insane ranting){#Name=""Soldier E""}"
"Se isso...continuar...Two... (delírio insano){#Name=""Soldier E""}","If this...keeps up...Two... (insane ranting){#Name=""Soldier E""}"
"Gorrrh! Grip grap grurrrrrpp! (delírio insano){#Name=""Soldier E""}","Gorrrh! Grip grap grurrrrrpp!  (insane ranting){#Name=""Soldier E""}"
"Fah salahasala, sa, saahaaaa... (delírio insano){#Name=""Soldier F""}","Fah salahasala, sa, saahaaaa... (insane ranting){#Name=""Soldier F""}"
"Matar vocêeeee vocêeee vocêee yaaaaa! (delírio insano){#Name=""Soldier F""}","Kill youuuuu youuuu youuu yaaaaa! (insane ranting){#Name=""Soldier F""}"
"O-Olhe para mim...M-Mãe.... (delírio insano){#Name=""Soldier F""}","W-Watch me...M-Mother.... (insane ranting){#Name=""Soldier F""}"
"Haaaaa sahhh raahahasaaaa! (delírio insano){#Name=""Soldier F""}","Haaaaa sahhh raahahasaaaa! (insane ranting){#Name=""Soldier F""}"
"Soooooooo... (delírio insano){#Name=""Soldier G""}","Soooooooo... (insane ranting){#Name=""Soldier G""}"
"Huff huff huff... S-So...forte.... (delírio insano){#Name=""Soldier G""}","Huff huff huff... S-So...strong.... (insane ranting){#Name=""Soldier G""}"
"Geh... S-sooooooo.... (delírio insano){#Name=""Soldier G""}","Geh... S-sooooooo.... (insane ranting){#Name=""Soldier G""}"
"Ajude...me.... (delírio insano){#Name=""Soldier G""}","Help...me.... (insane ranting){#Name=""Soldier G""}"
"Atualizar{#Name=""Accord""}","Update{#Name=""Accord""}"
"Anomalias significativas foram observadas no{LF}grupo de singularidades centradas em Zero.{#Name=""Accord""}","Significant anomalies have been observed in{LF}the group of singularities centered around Zero.{#Name=""Accord""}"
"Mikhail, destinado a ser o fator harmonizador do grupo,{LF}degenerou e demonstrou outro comportamento anômalo.{#Name=""Accord""}","Mikhail, meant to be the group's harmonizing factor,{LF}has devolved and demonstrated other anomalous behavior.{#Name=""Accord""}"
"Tanto as Intoners quanto seus discípulos parecem estar{LF}entrando em estados mentais e emocionais instáveis.{#Name=""Accord""}","Both the Intoners and their disciples seem to be{LF}entering unstable mental and emotional states.{#Name=""Accord""}"
"Continuarei minha investigação,{LF}mantendo um olho atento para qualquer sinal de Colapso Total.{#Name=""Accord""}","I shall continue my investigation,{LF}keeping an eye out for any signs of a Full Collapse.{#Name=""Accord""}"
"M5110_E0020_DM: Iniciar Gravação{#Name=""Accord""}","M5110_E0020_DM: Begin Recording{#Name=""Accord""}"
"{06}>{#Name=""Soldier A""}","{06}>{#Name=""Soldier A""}"
"{06}>{#Name=""Soldier B""}","{06}>{#Name=""Soldier B""}"
"{06}>{#Name=""Soldier C""}","{06}>{#Name=""Soldier C""}"
"{06}>{#Name=""Soldier D""}","{06}>{#Name=""Soldier D""}"
"{06}>{#Name=""Soldier E""}","{06}>{#Name=""Soldier E""}"
"{06}>{#Name=""Soldier F""}","{06}>{#Name=""Soldier F""}"
"{06}>{#Name=""Soldier G""}","{06}>{#Name=""Soldier G""}"
"Esses caras são inúteis.{#Name=""Zero""}","These guys are hopeless.{#Name=""Zero""}"
"Eu sei. Não posso nem mesmo zombar deles. {#Name=""Dito""}","I know. I can't even make fun of 'em. {#Name=""Dito""}"
"Tão triste visão. {#Name=""Decadus""}","Such a pitiful sight. {#Name=""Decadus""}"
"Os plebeus escolhem com tanta frequência a pessoa errada{LF}para se dedicar, você sabe?{#Name=""Cent""}","Commoners so often pick the wrong person{LF}to devote themselves to, you know?{#Name=""Cent""}"
"Ho ho! Isso é um verdadeiro dilema.{#Name=""Octa""}","Ho ho! This is quite the conundrum.{#Name=""Octa""}"
"É difícil pensar em uma réplica espirituosa quando{LF}você não consegue entender o que eles estão dizendo.{#Name=""Octa""}","It's hard to come up with a pithy retort when{LF}you can't even understand what they're saying.{#Name=""Octa""}"
"Ah, sinto muito. Acabei me deixando levar por eles……{#Name=""ゼロ""}","あ、すまん。つい、ヤツらにつられて……{#Name=""ゼロ""}"
"Ho ho! Isso é um verdadeiro enigma.{#Name=""Octa""}","Ho ho! This is quite the conundrum.{#Name=""Octa""}"
"Ei! Estou aqui! Estou aqui para ajudar!{#Name=""Mikhail""}","Hey! I'm here! I'm here to help!{#Name=""Mikhail""}"
"Bom. Só... uh... tente não se esforçar demais.{#Name=""Zero""}","Good. Just...uh...try not to push yourself.{#Name=""Zero""}"
"Ei, o que isso significa?{LF}Vou tentar com o dobro de esforço!{#Name=""Mikhail""}","Hey, what's that supposed to mean?{LF}I'm gonna try double hard!{#Name=""Mikhail""}"
"Vou tentar com o dobro de esforço como sempre faço!{#Name=""Mikhail""}","I'm gonna try double hard like I always do!{#Name=""Mikhail""}"
"Você não pode fugir para sempre. EU VOU encontrá-lo.{#Name=""Zero""}","You can't run forever. I WILL find you.{#Name=""Zero""}"
