"translation","source"
"Prossiga pelas ruínas subterrâneas.","Proceed through the underground ruins.{#Name=""説明文""}"
"Derrote os Trolls Brutos!","Defeat the Brute Trolls!{#Name=""説明文""}"
"Derrote os Gólems!","Defeat the Golems!{#Name=""説明文""}"
"（リザーブ）","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）","（リザーブ）{#Name=""（リザーブ）""}"
"É Zero! Maldita seja para o inferno!","It's Zero! Damn her to hell!{#Name=""Soldier A""}"
"Ela é horrível! Nada como nossa Lady Two!","She's horrifying! Nothing like our Lady Two!{#Name=""Soldier F""}"
"Lá está ela! Todos os homens, tomem posições!","There she is! All men, take positions!{#Name=""Soldier B""}"
"Eu me sacrificarei felizmente pelo bem de Lady Two!","I will gladly sacrifice myself for the sake of Lady Two!{#Name=""Soldier C""}"
"Eu também... er, bem!","Me to—er, as well!{#Name=""Soldier D""}"
"Não podemos deixar que ela se aproxime de Lady Two!","We can't let her get anywhere near Lady Two!{#Name=""Soldier E""}"
"Lady Two nunca deve ser profanada!","Lady Two must never be befouled!{#Name=""Soldier E""}"
"Envie uma mensagem de ameaça que se aproxima! Lady Two está em perigo!","Send word a threat approaches! Lady Two is in danger!{#Name=""Soldier A""}"
"595","595{#Name=""595""}"
"Dê-me 125 por cento! Você vai precisar de tudo contra esse diabo!","Give me 125 percent! You'll need it all against this devil!{#Name=""Soldier C""}"
"Zero é... Ela é terrível!","Zero is... She's terrifying!{#Name=""Soldier F""}"
"Eu quero um mundo onde Lady Two possa sempre ser feliz!","I want a world where Lady Two can always be happy!{#Name=""Soldier G""}"
"Pare o demônio aqui e agora!","Stop the demon here and now!{#Name=""Soldier E""}"
"O tempo é agora! Lembre-se do seu treinamento, homens!","The time is now! Remember your training, men!{#Name=""Soldier F""}"
