"translation","source","can_modify"
"Não tenha medo, pois você não luta sozinho.{#Name=""Michael""}","Fear not, for you do not fight alone.{#Name=""Michael""}","0"
"A proteção do seu dragão deve ser uma coisa bem-vinda mesmo.{LF}Você deve agradecer a ele.{#Name=""Michael""}","Your dragon's protection must be a welcome thing indeed.{LF}You should thank him.{#Name=""Michael""}","0"
"Eu...estou sonhando novamente...{#Name=""Zero""}","I'm...dreaming again...{#Name=""Zero""}","0"
"Não todo dragão é como você, Michael.{LF}...Infelizmente.{#Name=""Zero""}","Not every dragon is like you, Michael.{LF}...Unfortunately.{#Name=""Zero""}","0"
"消去{#Name="" ""}","消去{#Name="" ""}","0"
"O vento da montanha se sente bem, não é?{#Name=""Dito""}","The mountain breeze feels good, doesn't it?{#Name=""Dito""}","0"
"É melhor do que todo aquele ar salgado e pegajoso grudando na sua pele.{#Name=""Dito""}","Beats all that sticky saltwater air clinging to your skin.{#Name=""Dito""}","0"
"...Ou o toque pegajoso e suado da Senhora Cinco.{LF}Deus, acho que vou vomitar.{#Name=""Dito""}","...Or the sticky, sweaty touch of Lady Five.{LF}God, I think I'm gonna gag.{#Name=""Dito""}","0"
"Ei, você não deve falar assim.{LF}Você é seu discípulo!{#Name=""Mikhail""}","Hey, you shouldn't talk like that.{LF}You're her disciple!{#Name=""Mikhail""}","0"
"Um discípulo deve ser gentil com sua Intonadora!{#Name=""Mikhail""}","A disciple's supposed to be nice to his Intoner!{#Name=""Mikhail""}","0"
"Heh. Como se eu me importasse.{#Name=""Dito""}","Heh. Like I give a good goddamn.{#Name=""Dito""}","0"
"Ol' Barrigão foi e bateu as botas, lembra?{LF}Ela não significa mais nada para mim.{#Name=""Dito""}","Ol' Blubber Bags went and kicked the bucket, remember?{LF}She doesn't mean squat to me anymore.{#Name=""Dito""}","0"
"Você viu isso mesmo, não foi?{#Name=""Dito""}","You saw it yourself, didn't you?{#Name=""Dito""}","0"
"A maneira como minha lâmina dividiu aqueles ridículos peitões{LF}limpamente em dois? Foi como arte fina!{#Name=""Dito""}","The way my blade split those ridiculous funbags{LF}clean in two? It was like fine art!{#Name=""Dito""}","0"
"消去{#Name="" ""}","消去{#Name="" ""}","0"
"消去{#Name="" ""}","消去{#Name="" ""}","0"
"消去{#Name="" ""}","消去{#Name="" ""}","0"
"Que maneira de ir, hein? Eu deveria ter sido um açougueiro.{LF}Ha ha ha ha ha!{#Name=""Dito""}","What a way to go, huh? I should've been a butcher.{LF}Ha ha ha ha ha!{#Name=""Dito""}","0"
"Ei, Zero? Nós realmente temos que ir matar a Quatro?{#Name=""Mikhail""}","Hey, Zero? Do we really have to go kill Four?{#Name=""Mikhail""}","0"
"Não dessa vez.{#Name=""Zero""}","Not this again.{#Name=""Zero""}","0"
"É só... Eu me senti muito mal pela Five, você sabe?{#Name=""Mikhail""}","It's just... I felt really bad for Five, you know?{#Name=""Mikhail""}","0"
"Ela estava chorando. Ela estava chorando muito,{LF}e você a matou mesmo assim.{#Name=""Mikhail""}","She was crying. She was crying a lot,{LF}and you killed her anyway.{#Name=""Mikhail""}","0"
"Você sabe que foi apenas uma atuação, certo?{#Name=""Zero""}","You know that was just an act, right?{#Name=""Zero""}","0"
"Sim, confie em mim—se há uma coisa que Cinco era boa,{LF}estava a fingir.{#Name=""Dito""}","Yeah, trust me—if there's one thing Five was good at,{LF}it was faking.{#Name=""Dito""}","0"
"Bem, eu não gosto disso. Eu ainda acho que você deveria parar de matar suas irmãs!{#Name=""Mikhail""}","Well, I don't like it. I still think you should stop killing your sisters!{#Name=""Mikhail""}","0"
"Uh-huh.{#Name=""Zero""}","Uh-huh.{#Name=""Zero""}","0"
"Família é família. Você deve se dar bem.{#Name=""Mikhail""}","Family is family. You're supposed to get along.{#Name=""Mikhail""}","0"
"Não há nada pior do que irmãs brigando umas com as outras.{#Name=""Mikhail""}","There's nothing worse than sisters fighting each other.{#Name=""Mikhail""}","0"
"Tudo bem, vamos fingir por um segundo.{LF}Imagine que há uma grande pilha de carne crua aqui, okay?{#Name=""Zero""}","All right, let's pretend for a second.{LF}Imagine there's a big pile of raw meat here, okay?{#Name=""Zero""}","0"
"Oooh! Delicioso!{#Name=""Mikhail""}","Oooh! Yummy!{#Name=""Mikhail""}","0"
"Agora, se você dividisse essa carne entre todos os dragões{LF}do mundo, você só obteria um pouco.{#Name=""Zero""}","Now, if you divided that meat among all the dragons{LF}in the world, you'd only get a little bit.{#Name=""Zero""}","0"
"Isso mesmo! Só um minúsculo bocadinho.{#Name=""Mikhail""}","That's right! Just one teeeny tiny bite.{#Name=""Mikhail""}","0"
"Mas você preferiria tê-lo tudo para si mesmo, certo?{#Name=""Zero""}","But you'd rather have it all to yourself, right?{#Name=""Zero""}","0"
"Bem, é! Eu gostaria de ter o monte inteiro!{#Name=""Mikhail""}","Well, yeah! I'd want the whole big pile!{#Name=""Mikhail""}","0"
"Bem, eu quero matar minhas irmãs para ter o mundo para mim mesma.{LF}...Faz sentido?{#Name=""Zero""}","Well, I want to kill my sisters so I can have the world to myself.{LF}...Make sense?{#Name=""Zero""}","0"
"Hum... Não, não entendi.{#Name=""Mikhail""}","Um... No, I don't get it.{#Name=""Mikhail""}","0"
"Não importa.{#Name=""Zero""}","Never mind.{#Name=""Zero""}","0"
"Vamos, vamos embora. Eu tenho uma irmã para assassinar.{#Name=""Zero""}","Come on, let's go. I've got a sister to murder.{#Name=""Zero""}","0"
"Okaaay...{#Name=""Mikhail""}","Okaaay...{#Name=""Mikhail""}","0"
"Depois de derrotar Cinco na Terra dos Mares,{#Name=""Accord""}","After defeating Five in the Land of Seas,{#Name=""Accord""}","0"
"Zero levou Dito, o discípulo de sua irmã, e seguiu para seu próximo destino.{#Name=""Accord""}","Zero took Dito, her sister's disciple, and made for her next destination.{#Name=""Accord""}","0"
"A Terra das Montanhas...{#Name=""Accord""}","The Land of Mountains...{#Name=""Accord""}","0"
"Lar de uma cidadela alpina inexpugnável{#Name=""Accord""}","Home to an impenetrable alpine citadel{#Name=""Accord""}","0"
"governada pela casta Intonadora conhecida como Quatro.{#Name=""Accord""}","governed by the chaste Intoner known as Four.{#Name=""Accord""}","0"
