"translation","source","can_modify"
"※Introduction to the Foggy Forest{#Name="" ""}","※霧の森の紹介{#Name="" ""}","1"
"I got lost, sorry about that!{#Name=""ミハイル""}","迷子になっててごめんよー{#Name=""ミハイル""}","1"
"Conversation 1{#Name=""ゼロ""}","会話1{#Name=""ゼロ""}","1"
"Conversation 2{#Name=""ミハイル""}","会話2{#Name=""ミハイル""}","1"
"Conversation 3{#Name=""ゼロ""}","会話3{#Name=""ゼロ""}","1"
"There's a bridge in the direction the stone statue is facing...{#Name=""ゼロ""}","石像が持っているランタンの向いてる方向に橋があるな……{#Name=""ゼロ""}","1"
"Zero! Zero! There's a dragon in the river!{#Name=""ミハイル""}","ゼロ！ゼロ！川の中にドラゴンが居るよ！{#Name=""ミハイル""}","1"
"Mikhail... that's your face{#Name=""ゼロ""}","ミハイル……それはキミの顔だ{#Name=""ゼロ""}","1"
"What's going on? I guess I can relax...{#Name=""ミハイル""}","なあんだ。じゃあ安心……{#Name=""ミハイル""}","1"
"Whoa! Zero!{#Name=""ミハイル""}","うわーっ！ゼローッ！{#Name=""ミハイル""}","1"
"Conversation about Mikhail being swept away{#Name=""デカード""}","流されたミハイルについての会話{#Name=""デカード""}","1"
"I can tell you that this is the Foggy Forest{#Name=""オクタ""}","ここが迷いの森である事を伝えられる。{#Name=""オクタ""}","1"
"There might be a hint in the direction the doll is facing{#Name=""オクタ""}","人形の向きに何かヒントがある的な台詞{#Name=""オクタ""}","1"
"Damn it! What's going on with this fog?!{#Name=""ゼロ""}","クソッ！どうなってるんだこの霧は！{#Name=""ゼロ""}","1"
"I guess I have to go in the direction that creepy doll is pointing...{#Name=""ゼロ""}","あの気持ち悪い人形の示す方向に行かないとダメっぽいな{#Name=""ゼロ""}","1"
"Damn it! I finally got out. This annoying forest!{#Name=""ゼロ""}","クソッ！ようやく出られた。忌々しい森がっ！{#Name=""ゼロ""}","1"
"You say ""damn it"" whether you get out or not, don't you?{#Name=""ディト""}","出られても出られなくても『クソッ』って言うんだね{#Name=""ディト""}","1"
"Conversation 1{#Name=""ゼロ""}","会話1{#Name=""ゼロ""}","1"
"Conversation 2{#Name=""ディト""}","会話2{#Name=""ディト""}","1"
"Conversation 3{#Name=""ゼロ""}","会話3{#Name=""ゼロ""}","1"
"Conversation 4{#Name=""ディト""}","会話4{#Name=""ディト""}","1"
"Conversation 5{#Name=""ゼロ""}","会話5{#Name=""ゼロ""}","1"
"Conversation 6{#Name=""ディト""}","会話6{#Name=""ディト""}","1"
"Damn it! I finally got out. This annoying forest!{#Name=""ゼロ""}","クソッ！ようやく出られた。忌々しい森がっ！{#Name=""ゼロ""}","1"
"You say ""damn it"" whether you get out or not, don't you? (Temporary){#Name=""デカート""}","出られても出られなくても『クソッ』って言うのですね（仮）{#Name=""デカート""}","1"
"Conversation 1{#Name=""ゼロ""}","会話1{#Name=""ゼロ""}","1"
"Conversation 2{#Name=""デカート""}","会話2{#Name=""デカート""}","1"
"Conversation 3{#Name=""ゼロ""}","会話3{#Name=""ゼロ""}","1"
"Conversation 4{#Name=""デカート""}","会話4{#Name=""デカート""}","1"
"Conversation 5{#Name=""ゼロ""}","会話5{#Name=""ゼロ""}","1"
"Conversation 6{#Name=""デカート""}","会話6{#Name=""デカート""}","1"
"Damn it! I finally got out. This annoying forest!{#Name=""ゼロ""}","クソッ！ようやく出られた。忌々しい森がっ！{#Name=""ゼロ""}","1"
"You say ""damn it"" whether you get out or not, don't you? (Temporary){#Name=""オクタ""}","出られても出られなくても『クソッ』っと言うのですじゃな（仮）{#Name=""オクタ""}","1"
"Conversation 1{#Name=""ゼロ""}","会話1{#Name=""ゼロ""}","1"
"Conversation 2{#Name=""オクタ""}","会話2{#Name=""オクタ""}","1"
"Conversation 3{#Name=""ゼロ""}","会話3{#Name=""ゼロ""}","1"
"Conversation 4{#Name=""オクタ""}","会話4{#Name=""オクタ""}","1"
"Conversation 5{#Name=""ゼロ""}","会話5{#Name=""ゼロ""}","1"
"Conversation 6{#Name=""オクタ""}","会話6{#Name=""オクタ""}","1"
"Zero's stressed-out lines in the forest{#Name=""ゼロ""}","森でストレスまみれのゼロの台詞{#Name=""ゼロ""}","1"
"Entertain me!{#Name=""ゼロ""}","楽しませてくれよ{#Name=""ゼロ""}","1"
"Lines while looking up at the Landmark Tree{#Name=""ゼロ""}","ランドマークツリーを見上げながら、台詞{#Name=""ゼロ""}","1"
" {#Name=""ゼロ""}"," {#Name=""ゼロ""}","1"
"#Name=""Zero""}"," {#Name=""ゼロ""}","1"
"#Name=""Zero""}"," {#Name=""ゼロ""}","1"
"#Name=""Zero""}"," {#Name=""ゼロ""}","1"
"#Name=""Zero""}"," {#Name=""ゼロ""}","1"
"Derrote os Mortos-Vivos!{#Name=""Explicação""}","Defeat the Undead!{#Name=""説明文""}","1"
"Derrote o Centauro!{#Name=""Explicação""}","Defeat the Centaur!{#Name=""説明文""}","1"
"Escape da Floresta Perdida.{#Name=""Explicação""}","Escape the Lost Forest.{#Name=""説明文""}","1"
"Merda! Isso aqui não é a entrada?!{#Name=""Zero""}","クソッ！ここは入口じゃないかっ！{#Name=""ゼロ""}","1"
"Cuidado! A visibilidade é ruim!{#Name=""Soldado A""}","Be careful! Visibility is poor!{#Name=""Soldier A""}","1"
"Droga, como vou mirar com toda essa névoa!?{#Name=""Soldado B""}","Dammit, how am I supposed to aim in all this fog!?{#Name=""Soldier B""}","1"
"Nossos inimigos também estão tendo dificuldade. Mantenha o foco!{#Name=""Soldado E""}","Our foes have it just as bad. Stay focused!{#Name=""Soldier E""}","1"
"Vou morrer aqui... E nunca vou realizar meu sonho de dormir com Lady Three!{#Name=""Soldado C""}","I'm gonna die here... And I'll never fulfill my dream of sleeping with Lady Three!{#Name=""Soldier C""}","1"
"Eu...Eu queria Octa...{#Name=""Soldado D""}","I...I wanted Octa...{#Name=""Soldier D""}","1"
"O que? Isso é um péssimo momento para sair, cara!{#Name=""Soldado C""}","What? This is a hell of a time to come out, man!{#Name=""Soldier C""}","1"
"Lá! Lá à direita!{#Name=""Soldado F""}","There! Over on the right!{#Name=""Soldier F""}","1"
"Ahhhhh! Ela é muito rápida!{#Name=""Soldado G""}","Ahhhh! She's too fast!{#Name=""Soldier G""}","1"
