"translation","source"
"Description","説明文"
"(Reserve)","（リザーブ）"
"Soldier B","Soldier B"
"Soldier C","Soldier C"
"Soldier D","Soldier D"
"Soldier E","Soldier E"
"Soldier F","Soldier F"
"Soldier G","Soldier G"
"Soldier A","Soldier A"
"199","199"
"397","397"
"Soldier F","兵士Ｆ"
"523","523"
"379","379"
"145","145"
"163","163"
"307","307"
"Mikhail","Mikhail"
"Zero","Zero"
"Dito","Dito"
"Decadus","Decadus"
"Soldier B","兵士Ｂ"
"Soldier A","兵士Ａ"
"Soldier D","兵士Ｄ"
"Soldier E","兵士Ｅ"
"Dito","ディト"
"Octa","Octa"
"127","127"
"253","253"
"217","217"
