"translation","source"
"Parece que este quarto está trancado.{#Name=""Zero""}","Seems like this room is locked.{#Name=""Zero""}"
"Há um mapa aqui perto.{#Name=""Dito""}","There's a map over here.{#Name=""Dito""}"
"Acho que precisamos de uma chave, hein?{#Name=""Dito""}","Guess we need a key, huh?{#Name=""Dito""}"
"A última coisa que eu preciso é de alguma busca estúpida.{#Name=""Zero""}","The last thing I need is some stupid fetch quest.{#Name=""Zero""}"
"Olhe todas as salas lá embaixo...{LF}Aposto que este lugar está cheio de tesouros!{#Name=""Dito""}","Look at all the rooms down there...{LF}I bet this place is crammed with loot!{#Name=""Dito""}"
"É, ou um calabouço fetichista.{#Name=""Zero""}","Yeah, or a fetish dungeon.{#Name=""Zero""}"
"Huh? O que é um calabouço fetichista?{#Name=""Mikhail""}","Huh? What's a fetish dungeon?{#Name=""Mikhail""}"
"Não se preocupe com isso.{#Name=""Zero""}","Don't worry about it.{#Name=""Zero""}"
"Não podemos descer sem uma chave.{#Name=""Zero""}","We can't get down below without a key.{#Name=""Zero""}"
"Estou certo de que uma chave aparecerá eventualmente.{#Name=""Dito""}","I'm sure one'll turn up eventually.{#Name=""Dito""}"
"Você acha que há algum cadáver escondido nesse airship?{#Name=""Dito""}","You think there are any corpses hidden on this airship?{#Name=""Dito""}"
"Provavelmente estaria aqui há um tempo, o que significa{LF}que eles estariam todos decompostos e caindo aos pedaços.{#Name=""Dito""}","Probably would've been here for a while, which means{LF}they'd be all decayed and falling apart.{#Name=""Dito""}"
"Aposto que eles cheiram TERRÍVEL, também. Cadáveres incham, você sabe.{LF}Eles se enchem de gás e então...bleah! Aposto que você vomitaria na hora.{#Name=""Dito""}","I bet they smell TERRIBLE, too. Corpses bloat, you know.{LF}They fill with gas and then...bleah! I bet you'd hurl on the spot.{#Name=""Dito""}"
"...Eu GOSTO de cadáveres? Claro que não!{LF}Coisas feias me dão nojo.{#Name=""Dito""}","...Do I LIKE corpses? Of course not!{LF}Ugly things disgust me.{#Name=""Dito""}"
"Urgh... Lady Four jaz derrotada, e eu sou pouco mais{LF}do que um servo submisso.{#Name=""Decadus""}","Urgh... Lady Four lies defeated, and I am little more{LF}than a subservient wretch.{#Name=""Decadus""}"
"É demais...em muitos sentidos...{#Name=""Decadus""}","It's too much...in so many ways...{#Name=""Decadus""}"
"Ei, o que você tem preso ao seu braço?{#Name=""Zero""}","Hey, what's that thing you've got strapped to your arm?{#Name=""Zero""}"
"Isso? É uma arma de artes marciais.{#Name=""Decadus""}","This? It's a martial-arts weapon.{#Name=""Decadus""}"
"Me dê.{#Name=""Zero""}","Gimme.{#Name=""Zero""}"
"Eu...não posso...{#Name=""Decadus""}","I...I couldn't...{#Name=""Decadus""}"
"ME DÊ!{#Name=""Zero""}","GIMME.{#Name=""Zero""}"
"Suas demandas são tão... dolorosas...{#Name=""Decadus""}","Your demands are so...painful...{#Name=""Decadus""}"
