"translation","source","can_modify"
"Zero","ゼロ","1"
"Octa","オクタ","1"
"Decart","デカート","1"
"Explanation","説明文","1"
"Soldier G","Soldier G","1"
"Soldier B","Soldier B","1"
"Soldier A","Soldier A","1"
"Soldier E","Soldier E","1"
"Soldier C","Soldier C","1"
"Soldier D","Soldier D","1"
"Soldier F","Soldier F","1"
"Soldier A","兵士Ａ","1"
"Soldier B","兵士Ｂ","1"
"Soldier C","兵士Ｃ","1"
"Soldier G","兵士Ｇ","1"
"Soldier E","兵士Ｅ","1"
"Ditto","Dito","1"
"Cent","Cent","1"
"Octa","Octa","1"
"Cent","セント","1"
"Decadus","Decadus","1"
"Ditto","ディト","1"
"Zero","Zero","1"
"Mikhail","Mikhail","1"
