"translation","source"
"Não...","No...{#Name=""Zero""}"
"Não, não...{#Name=""Zero""}","No, d-don't...{#Name=""Zero""}"
"Por favor, não me deixe!{#Name=""Zero""}","Please... Don't leave me!{#Name=""Zero""}"
"Michael!{#Name=""Zero""}","Michael!{#Name=""Zero""}"
"Malditos pesadelos.{#Name=""Zero""}","...Damn nightmares.{#Name=""Zero""}"
"Eu continuo sonhando com ele.{#Name=""Zero""}","It's been an entire year, and I'm still dreaming of him.{#Name=""Zero""}"
"Michael...{#Name=""Zero""}","Michael...{#Name=""Zero""}"
" {#Name=""ゼロ""}"," {#Name=""ゼロ""}"
" {#Name=""ゼロ""}"," {#Name=""ゼロ""}"
"Maldita dor nos olhos.{#Name=""Zero""}","My eye hurts like a bitch.{#Name=""Zero""}"
"ダミー{#Name=""ゼロ""}","ダミー{#Name=""ゼロ""}"
"ダミー{#Name=""ゼロ""}","ダミー{#Name=""ゼロ""}"
"ダミー{#Name=""ゼロ""}","ダミー{#Name=""ゼロ""}"
"Eu demorei muito pra me curar...{#Name=""Zero""}","I can't believe how long it took my wounds to heal.{#Name=""Zero""}"
"Mas agora é a hora.{#Name=""Zero""}","But now, it's finally time.{#Name=""Zero""}"
"ダミー{#Name=""ゼロ""}","ダミー{#Name=""ゼロ""}"
"ダミー{#Name=""ゼロ""}","ダミー{#Name=""ゼロ""}"
"Meu braço está pronto.{#Name=""Zero""}","My new arm seems good to go.{#Name=""Zero""}"
"Não é a melhor das soluções, mas qualquer{LF}coisa serve.{#Name=""Zero""}","Not the most elegant of solutions, but hey,{LF}I've never been picky.{#Name=""Zero""}"
"ダミー{#Name=""ゼロ""}","ダミー{#Name=""ゼロ""}"
"ダミー{#Name=""ゼロ""}","ダミー{#Name=""ゼロ""}"
"Deseja sair lá fora?{#Name="" ""}","Open the door and head outside?{#Name="" ""}"
"Que barulheira é essa?{#Name="" ""}","...Huh? What's that racket?{#Name=""Zero""}"
"Um ano depois{#Name="" ""}","一年後{#Name="" ""}"
"Seis irmãs, uma história{#Name=""Accord""}","This is a story of six sisters{#Name=""Accord""}"
"num mundo protegido pelo poder da canção:{#Name=""Accord""}","in a world protected by the power of song:{#Name=""Accord""}"
"A Terra dos Mares...{#Name=""Accord""}","The Land of Seas...{#Name=""Accord""}"
"A Terra das Montanhas...{#Name=""Accord""}","The Land of Mountains...{#Name=""Accord""}"
"A Terra das Florestas...{#Name=""Accord""}","The Land of Forests...{#Name=""Accord""}"
"A Terra das Areias...{#Name=""Accord""}","The Land of Sands...{#Name=""Accord""}"
"E a Cidade da Catedral.{#Name=""Accord""}","And the Cathedral City.{#Name=""Accord""}"
"Uma dessas irmãs quer trazer ruína ao mundo,{#Name=""Accord""}","But one of these sisters seeks to bring about the world's ruin,{#Name=""Accord""}"
"e ela não descansará até matar suas irmãs.{#Name=""Accord""}","and she won't rest until all the others are dead.{#Name=""Accord""}"
"A Intoner traidora chama-se Zero...{#Name=""Accord""}","The traitorous Intoner is called Zero...{#Name=""Accord""}"
"Ela fugiu para a Terra dos Mares, onde se cura... e aguarda.{#Name=""Accord""}","And she has fled to the Land of Seas, where she heals...and waits.{#Name=""Accord""}"
