"translation","source"
"Zero","ゼロ"
"Zero","Zero"
"Dito","Dito"
" "," "
"Mikhail","ミハイル"
"Tomo","トウモ"
"Explanation","説明文"
"Soldier B","Soldier B"
"Soldier C","Soldier C"
"Soldier F","Soldier F"
"Soldier G","Soldier G"
"Soldier A","Soldier A"
"Soldier D","Soldier D"
"Soldier E","Soldier E"
"Soldier B","兵士B"
"325","325"
"289","289"
"415","415"
"Soldier G","兵士G"
"451","451"
"127","127"
"343","343"
"109","109"
"Dito","ディト"
"307","307"
"649","649"
"Mikhail","Mikhail"
"433","433"
"163","163"
"379","379"
"Soldier A","兵士A"
"Test","テスト"
