"translation","source","can_modify"
"初回会話{#Name=""ディト""}","初回会話{#Name=""ディト""}","1"
"ループ会話{#Name=""ディト""}","ループ会話{#Name=""ディト""}","1"
"初回会話{#Name=""デカート""}","初回会話{#Name=""デカート""}","1"
"ループ会話{#Name=""デカート""}","ループ会話{#Name=""デカート""}","1"
"初回会話{#Name=""オクタ""}","初回会話{#Name=""オクタ""}","1"
"ループ会話{#Name=""オクタ""}","ループ会話{#Name=""オクタ""}","1"
"次のステージが最後である説明。{#Name=""セント""}","次のステージが最後である説明。{#Name=""セント""}","1"
"ループ会話{#Name=""セント""}","ループ会話{#Name=""セント""}","1"
"初回会話{#Name=""ミハイル""}","初回会話{#Name=""ミハイル""}","1"
"ループ会話{#Name=""ミハイル""}","ループ会話{#Name=""ミハイル""}","1"
"次のミッションに移動しますか？{#Name="" ""}","次のミッションに移動しますか？{#Name="" ""}","1"
"みんなで一つの場所に集まるデモ{#Name="" ""}","みんなで一つの場所に集まるデモ{#Name="" ""}","1"
