"translation","source"
"Prosseguir para a próxima missão?{#Name="" ""}","Proceed to the next mission?{#Name="" ""}"
"Todos se reunem em um lugar de demonstração{#Name="" ""}","みんなで一つの場所に集まるデモ{#Name="" ""}"
"Então essa garota Three é outra irmã sua?{#Name=""Dito""}","So this Three chick is another sister of yours?{#Name=""Dito""}"
"Infelizmente.{#Name=""Zero""}","Unfortunately.{#Name=""Zero""}"
"Ela era assim estranha quando era jovem?{LF}Ou é algo novo?{#Name=""Dito""}","Was she this weird when she was young?{LF}Or is that a new thing?{#Name=""Dito""}"
"Não sei. Não é meu problema.{#Name=""Zero""}","No idea. Not my problem.{#Name=""Zero""}"
"Nossa. Agora eu realmente sinto pena dela.{#Name=""Dito""}","Wow. Now I actually feel sorry for her.{#Name=""Dito""}"
"Você sabe, não nos vemos muito ultimamente.{LF}Você não...me sente falta?{#Name=""Dito""}","You know, we haven't seen much of each other lately.{LF}Don't you...miss me?{#Name=""Dito""}"
"......{#Name=""Decadus""}","......{#Name=""Decadus""}"
"Alô?{#Name=""Zero""}","Hello?{#Name=""Zero""}"
"Oh! Meus pedidos, minha senhora! Eu não pretendia ignorá-la.{#Name=""Decadus""}","Oh! My apologies, my lady! I did not mean to ignore you.{#Name=""Decadus""}"
"Sobre o que você estava fantasiando dessa vez?{#Name=""Zero""}","What were you fantasizing about this time?{#Name=""Zero""}"
"N-Nada, minha senhora. Só...pensando na Lady Four. {#Name=""Decadus""}","N-Nothing, my lady. Just...thinking about Lady Four. {#Name=""Decadus""}"
"Oh? Você se importa o suficiente para se lembrar dela, huh?{#Name=""Zero""}","Oh? You care enough to remember her, huh?{#Name=""Zero""}"
"Não se preocupe, minha senhora. Meu coração é seu único.{#Name=""Decadus""}","Worry not, my lady. My heart is yours alone.{#Name=""Decadus""}"
"Ela estava agindo muito estranha, huh?{#Name=""Zero""}","She was acting pretty weird, huh?{#Name=""Zero""}"
"Eu suponho que você significa Lady Three?{#Name=""Octa""}","I assume you mean Lady Three?{#Name=""Octa""}"
"Para ser honesto, não estou certo.{LF}Ela sempre foi um pouco estranha.{#Name=""Octa""}","To be honest, I'm not sure.{LF}She always was a bit of an odd duck.{#Name=""Octa""}"
"Embora uma coisa tenha despertado minha curiosidade...{#Name=""Octa""}","Though one thing did pique my curiosity...{#Name=""Octa""}"
"O que é isso?{#Name=""Zero""}","What's that?{#Name=""Zero""}"
"Normalmente, meu amor truncheon subiria{LF}à atenção ao avistar Lady Three.{#Name=""Octa""}","Normally, my love truncheon would rise{LF}to attention at the sight of Lady Three.{#Name=""Octa""}"
"Mas quando eu a vi dessa vez, não se mexeu um centímetro!{#Name=""Octa""}","But when I beheld her this time, it didn't stir an inch!{#Name=""Octa""}"
"Meu chapéu está tirado para você, Lady Zero,{LF}por domesticar um desejo tão voraz como o meu!{#Name=""Octa""}","My hat is off to you, Lady Zero,{LF}for taming a lust as voracious as mine!{#Name=""Octa""}"
"É um elogio?{#Name=""Zero""}","Is that a compliment?{#Name=""Zero""}"
"Em qualquer caso, Lady Three nos deixou com{LF}algumas palavras muito importantes, mmm?{#Name=""Octa""}","In any case, Lady Three did leave us with{LF}some rather important words, mmm?{#Name=""Octa""}"
"Você está muito quieto. O que há de errado?{#Name=""Zero""}","You're awfully quiet. What's wrong?{#Name=""Zero""}"
"Two... Algo sobre esse nome me incomoda.{#Name=""Cent""}","Two... Something about that name bothers me.{#Name=""Cent""}"
"Eu frequentemente dou pouca atenção aos outros.{LF}Mas algo sobre essa tal de Two apenas...{#Name=""Cent""}","I often pay scant attention to others.{LF}But something about this Two person just...{#Name=""Cent""}"
"É realmente um mistério tão grande?{#Name=""Zero""}","Is it really that much of a mystery?{#Name=""Zero""}"
"Você e Two devem estar trabalhando juntos,{LF}afinal.{#Name=""Zero""}","You and Two are supposed to be working together,{LF}after all.{#Name=""Zero""}"
"Eu? Two? Trabalhando? Juntos?{#Name=""Cent""}","Me? Two? Working? Together?{#Name=""Cent""}"
