"translation","source","can_modify"
"初回会話{#Name=""ディト""}","初回会話{#Name=""ディト""}","0"
"ループ会話{#Name=""ディト""}","ループ会話{#Name=""ディト""}","0"
"初回会話{#Name=""デカート""}","初回会話{#Name=""デカート""}","0"
"ループ会話{#Name=""デカート""}","ループ会話{#Name=""デカート""}","0"
"初回会話{#Name=""オクタ""}","初回会話{#Name=""オクタ""}","0"
"ループ会話{#Name=""オクタ""}","ループ会話{#Name=""オクタ""}","0"
"次のステージが最後である説明。{#Name=""セント""}","次のステージが最後である説明。{#Name=""セント""}","0"
"ループ会話{#Name=""セント""}","ループ会話{#Name=""セント""}","0"
"初回会話{#Name=""ミハイル""}","初回会話{#Name=""ミハイル""}","0"
"ループ会話{#Name=""ミハイル""}","ループ会話{#Name=""ミハイル""}","0"
"次のミッションに移動しますか？{#Name="" ""}","次のミッションに移動しますか？{#Name="" ""}","0"
"みんなで一つの場所に集まるデモ{#Name="" ""}","みんなで一つの場所に集まるデモ{#Name="" ""}","0"
