"translation","source","can_modify"
"Cruze o deserto iluminado pela lua.{#Name=""説明文""}","Cross the moonlit desert.{#Name=""説明文""}","1"
"Derrote os soldados inimigos!{#Name=""説明文""}","Defeat the enemy soldiers!{#Name=""説明文""}","1"
"Derrote os inimigos que bloqueiam seu caminho!{#Name=""説明文""}","Defeat the enemies blocking your way!{#Name=""説明文""}","1"
"Derrote os inimigos que bloqueiam seu caminho!{#Name=""説明文""}","Defeat the enemies blocking your way!{#Name=""説明文""}","1"
"Derrote os inimigos que bloqueiam seu caminho!{#Name=""説明文""}","Defeat the enemies blocking your way!{#Name=""説明文""}","1"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}","1"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}","1"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}","1"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}","1"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}","1"
"É ela! Zero está aqui!{#Name=""Soldier A""}","It's her! Zero's here!{#Name=""Soldier A""}","1"
"Ataque! Ataque!{#Name=""Soldier B""}","Attack! Attack!{#Name=""Soldier B""}","1"
"Uh...ah... Ahhhhhhh!{#Name=""Soldier G""}","Uh...ah... Ahhhhhhh!{#Name=""Soldier G""}","1"
"A escuridão é nossa aliada, homens! Nós conhecemos o terreno!{#Name=""Soldier E""}","The darkness is our ally, men! We know the lay of this land!{#Name=""Soldier E""}","1"
"Não podemos deixar que nada aconteça com a Lady Two!{#Name=""Soldier C""}","We can't let anything happen to Lady Two!{#Name=""Soldier C""}","1"
"Certo! Nós paramos Zero aqui, não importa o que!{#Name=""Soldier D""}","Right! We stop Zero here, no matter what!{#Name=""Soldier D""}","1"
"Maldição! Esses bastardos são imortais!?{#Name=""Soldier F""}","Dammit! Are these bastards immortal!?{#Name=""Soldier F""}","1"
"Chame um médico aqui! Médico!{#Name=""Soldier B""}","Get a medic over here! Mediiic!{#Name=""Soldier B""}","1"
"Quem estamos aqui para proteger?{#Name=""Soldier A""}","Who are we here to protect?{#Name=""Soldier A""}","1"
"Lady Two, senhor!{#Name=""Soldiers C/D""}","Lady Two, sir!{#Name=""Soldiers C/D""}","1"
"E qual é nossa missão final?{#Name=""Soldier A""}","And what is our ultimate mission?{#Name=""Soldier A""}","1"
"Vitória, senhor!{#Name=""Soldiers C/D""}","Victory, sir!{#Name=""Soldiers C/D""}","1"
"Avante! Vamos!{#Name=""Soldier A""}","Forward! Get a move on!{#Name=""Soldier A""}","1"
"M-Mas, senhor, está tão c-c-cold...{#Name=""Soldier G""}","B-But sir, it's so c-cold...{#Name=""Soldier G""}","1"
"Você se chama um soldado, novato!?{#Name=""Soldier A""}","You call yourself a soldier, rookie!?{#Name=""Soldier A""}","1"
"Aaah! Está mais frio que um titânio de latão aqui fora!{#Name=""Soldier D""}","Augh! It's colder than a brass tit out here!{#Name=""Soldier D""}","1"
"Ei, você foi ferido! Só sente-se quieto, okay?{#Name=""Soldier E""}","Hey, you've been injured! Just sit still, okay?{#Name=""Soldier E""}","1"
"Poxa. Não quero morrer nessa escuridão...{#Name=""Soldier D""}","Goddammit. I don't want to die in this darkness...{#Name=""Soldier D""}","1"
"Pela Lady Twooooo!{#Name=""Soldier F""}","For Lady Twooooo!{#Name=""Soldier F""}","1"
"Não vou perder! Não vou perder! Não vou perder! {#Name=""Soldier G""}","I'm not gonna lose! I'm not gonna lose! I'm not gonna loooose! {#Name=""Soldier G""}","1"
"É mais agradável aqui à noite, huh?{#Name=""Zero""}","It's nicer here at night, huh?{#Name=""Zero""}","1"
"É. Eu tenho areia em todos os lugares, embora.{#Name=""Dito""}","Yeah. I got sand everywhere though.{#Name=""Dito""}","1"
"Difícil acreditar que estava tão quente mais cedo.{#Name=""Zero""}","Hard to believe it was so hot earlier.{#Name=""Zero""}","1"
"No meu cabelo. Nos meus vãos...{LF}Muita areia nos meus vãos.{#Name=""Dito""}","In my hair. In my cracks...{LF}Lots of sand in my cracks.{#Name=""Dito""}","1"
"Chega! E se eu enterrar você{LF}na sua areia preciosa, huh?{#Name=""Zero""}","Enough already! How about I bury you{LF}in your precious sand, huh?{#Name=""Zero""}","1"
"Lady Zero.{#Name=""Decadus""}","Lady Zero.{#Name=""Decadus""}","1"
"É?{#Name=""Zero""}","Yeah?{#Name=""Zero""}","1"
