"translation","source"
"Prosseguir?{#Name="" ""}","Proceed to the next mission?{#Name="" ""}"
"Todos se reunem em um lugar de demonstração{#Name="" ""}","みんなで一つの場所に集まるデモ{#Name="" ""}"
"É mesmo muito quieto agora que todos foram embora.{#Name=""Mikhail""}","It sure is quiet now that everyone's gone.{#Name=""Mikhail""}"
"Sentindo-se solitário, é?{#Name=""Octa""}","Feeling lonely, are we?{#Name=""Octa""}"
"Sim. Sinto falta de conversar com todos antes de dormir.{#Name=""Mikhail""}","Yeah. I miss chatting with everyone before bedtime.{#Name=""Mikhail""}"
"Não há ponto em pensar nisso agora. Vá dormir.{#Name=""Zero""}","No point thinking about it now. Go to sleep.{#Name=""Zero""}"
"Eu realmente gostava de ter todos conosco, você sabe?{#Name=""Mikhail""}","I really liked having everyone with us, you know?{#Name=""Mikhail""}"
"Por que a cara longa, Octa?{LF}Atrasado para a cerimônia de medição noturna?{#Name=""Zero""}","Why the long face, Octa?{LF}Late for your nightly measuring ceremony?{#Name=""Zero""}"
"Ah, sim...{#Name=""Octa""}","Ah, yes...{#Name=""Octa""}"
"Eu lhe digo, é realmente muito estranho...{#Name=""Octa""}","I tell you, it is really quite strange...{#Name=""Octa""}"
"O pequeno patife não se levanta para mim esta noite.{LF}Nem um único tremor!{#Name=""Octa""}","The little scamp won't rise for me tonight.{LF}Not a single twitch!{#Name=""Octa""}"
"Isso é incomum.{#Name=""Zero""}","That's unusual.{#Name=""Zero""}"
"Então, para a grande carreira ilustre de Octa, eh?{LF}Oh ho ho ho!{#Name=""Octa""}","So much for the great Octa's illustrious career, eh?{LF}Oh ho ho ho!{#Name=""Octa""}"
"E justo quando eu tinha sua atenção exclusiva, também.{LF}Que pena...{#Name=""Octa""}","And just when I had your exclusive attentions, too.{LF}Such a shame...{#Name=""Octa""}"
"Vamos embora.{#Name=""Zero""}","Let's get going.{#Name=""Zero""}"
"Minha senhora, se eu posso...{#Name=""Octa""}","My lady, if I may...{#Name=""Octa""}"
"Eu acho que chegou a hora de você me contar{LF}sobre sua flor.{#Name=""Octa""}","I think the time has come for you to tell me{LF}about your flower.{#Name=""Octa""}"
"......{#Name=""Zero""}","......{#Name=""Zero""}"
"Perdoe-me, minha senhora. Eu ultrapassei meus limites?{#Name=""Octa""}","Forgive me, my lady. Have I overstepped my bounds?{#Name=""Octa""}"
"Não. Suponho que seja hora.{#Name=""Zero""}","No. I suppose it's about time.{#Name=""Zero""}"
"Tudo começou há dois anos atrás...{#Name=""Zero""}","It all started two years ago...{#Name=""Zero""}"
