"translation","source"
"・Zero está montando Mikhail de repente, então vamos explicar.{#Name=""ゼロ""}","・ゼロがいきなりミハイルに騎乗しているので、その説明。{#Name=""ゼロ""}"
"予備{#Name=""ゼロ""}","予備{#Name=""ゼロ""}"
"予備{#Name=""ゼロ""}","予備{#Name=""ゼロ""}"
"・Zero está montando Mikhail de repente, então vamos explicar.{#Name=""ゼロ""}","・ゼロがいきなりミハイルに騎乗しているので、その説明。{#Name=""ゼロ""}"
"・Há uma árvore com rosto humano, então vamos explicar.{#Name=""ゼロ""}","・人面木があるのでその説明。{#Name=""ゼロ""}"
"予備{#Name=""ゼロ""}","予備{#Name=""ゼロ""}"
"・Faça um close-up da grande árvore e dê uma dica de que você pode sair daqui.{#Name=""ゼロ""}","・大きな樹のウロをパンアップし、「ここから出る」という示唆を。{#Name=""ゼロ""}"
"予備{#Name=""ゼロ""}","予備{#Name=""ゼロ""}"
"予備{#Name=""ゼロ""}","予備{#Name=""ゼロ""}"
"・Passe por uma ponte coberta de hera.{#Name=""ゼロ""}","・蔦に覆われた橋などを通過。{#Name=""ゼロ""}"
"予備{#Name=""ゼロ""}","予備{#Name=""ゼロ""}"
"予備{#Name=""ゼロ""}","予備{#Name=""ゼロ""}"
"※Avance destruindo a hera.{#Name=""ゼロ""}","※蔦を破壊しながら進行。{#Name=""ゼロ""}"
"予備{#Name=""ゼロ""}","予備{#Name=""ゼロ""}"
"予備{#Name=""ゼロ""}","予備{#Name=""ゼロ""}"
"・Fique preso na última área de canhão.{#Name=""ゼロ""}","・最後の砲台エリアに閉じ込められる。{#Name=""ゼロ""}"
"予備{#Name=""ゼロ""}","予備{#Name=""ゼロ""}"
"予備{#Name=""ゼロ""}","予備{#Name=""ゼロ""}"
"・Batalha na área de canhão.{#Name=""ゼロ""}","・砲台エリアでの戦闘。{#Name=""ゼロ""}"
"予備{#Name=""ゼロ""}","予備{#Name=""ゼロ""}"
"予備{#Name=""ゼロ""}","予備{#Name=""ゼロ""}"
