"translation","source"
"Prosseguir para a próxima missão?{#Name=""ディト""}","Proceed to the next mission?{#Name=""ディト""}"
"Todos se reunem em um lugar de demonstração{#Name=""ディト""}","みんなで一つの場所に集まるデモ{#Name=""ディト""}"
"Não posso...aguentar mais isso... Zzz...{#Name=""Dito""}","Can't...take this anymore... Zzz...{#Name=""Dito""}"
"Ensopado... Tão agradável e quente... Zzz...{#Name=""Dito""}","Stew... So nice and warm... Zzz...{#Name=""Dito""}"
"Zzz... Mmmngh... H-Huh? Oh, meu!{#Name=""Decadus""}","Zzz... Mmmngh... H-Huh? Oh, my!{#Name=""Decadus""}"
"Zzz... Unnngh... Geleia...toda no rosto...{#Name=""Decadus""}","Zzz... Unnngh... Jam...all over...face...{#Name=""Decadus""}"
"Oh ho ho... Veja meu...tronco massivo... Zzzzzz...{#Name=""Octa""}","Oh ho ho... Behold my...massive trunk... Zzzzzz...{#Name=""Octa""}"
"Oh... Você ainda não...viu nada... Zzzzzz...{#Name=""Octa""}","Oh... You haven't...seen anything yet... Zzzzzz...{#Name=""Octa""}"
"Zzz... Mrrmm... Yum...meu...{#Name=""Mikhail""}","Zzz... Mrrmm... Yum...my...{#Name=""Mikhail""}"
"Zzz... Mrrmm... Zero... Zero...{#Name=""Mikhail""}","Zzz... Mrrmm... Zero... Zero...{#Name=""Mikhail""}"
"Isso não era para acontecer... *murmurando...*{#Name=""セント""}","こんなハズでは……ムニャムニャ{#Name=""セント""}"
"Como... estranho... Zzz...{#Name=""Cent""}","How...strange... Zzz...{#Name=""Cent""}"
"Zzz... Huh? Você vai...dormir...Lady Zero?{#Name=""Cent""}","Zzz... Huh? You're...going to sleep...Lady Zero?{#Name=""Cent""}"
"Pegar um sono muito necessário?{#Name="" ""}","Get some much-needed sleep?{#Name="" ""}"
"Tudo bem, em seguida...temos essa gravação da Rota B.{#Name=""Accord""}","All right, next up...we've got this recording from Branch B.{#Name=""Accord""}"
"Não, não é essa—essa é a Rota C!{#Name=""Accord""}","No, not that one—that's Branch C!{#Name=""Accord""}"
"E ISSO é a Rota A! Vamos!{#Name=""Accord""}","And THAT'S Branch A! Come on!{#Name=""Accord""}"
"Lá vamos nós. Isso é a Rota B! Finalmente...{#Name=""Accord""}","There we go. That's Branch B! Finally...{#Name=""Accord""}"
"Ok então! Vamos dar uma olhada na gravação M2410_E0005_FL...{#Name=""Accord""}","Okay then! Let's have a look at recording M2410_E0005_FL...{#Name=""Accord""}"
