"translation","source"
"Estar alto assim é legal, né?{#Name=""Mikhail""}","Being high up like this is nice, huh?{#Name=""Mikhail""}"
"Se você gosta de congelar.{#Name=""Zero""}","If you like freezing.{#Name=""Zero""}"
"Sério? Você está com frio? Isso me parece incrível.{#Name=""Mikhail""}","Really? You're cold? It feels great to me.{#Name=""Mikhail""}"
"É, bem, eu não estou coberto de escamas e gordura.{#Name=""Zero""}","Yeah, well, I'm not covered in scales and blubber.{#Name=""Zero""}"
"Uuurp... Isso é ruim...{#Name=""Zero""}","Uuurp... This is bad...{#Name=""Zero""}"
"O que há de errado, Zero, um wyvern pegou você?{LF}...Wyverns estúpidos!{#Name=""Mikhail""}","What's wrong, Zero, did a wyvern get you?{LF}...Stupid wyverns!{#Name=""Mikhail""}"
"Não. Você cheira tão mal que eu acho{LF}que vou vomitar meu almoço.{#Name=""Zero""}","No. You smell so bad, I think{LF}I'm gonna horf my lunch.{#Name=""Zero""}"
"Tudo bem vomitar em mim, Zero!{LF}Eu não me importo!{#Name=""Mikhail""}","It's okay to barf on me, Zero!{LF}I don't mind!{#Name=""Mikhail""}"
"Você está brincando comigo?{#Name=""Zero""}","Are you kidding me?{#Name=""Zero""}"
"Não é de se espantar que você cheire tão mal.{#Name=""Zero""}","No wonder you reek so bad.{#Name=""Zero""}"
"Ha ha! Obrigado!{#Name=""Mikhail""}","Ha ha! Thanks!{#Name=""Mikhail""}"
"Isso não foi um elogio!{#Name=""Zero""}","That wasn't a compliment!{#Name=""Zero""}"
"Nossa. Você está realmente segurando seu{LF}próprio contra esses wyverns.{#Name=""Dito""}","Wow. You're actually holding your{LF}own against these wyverns.{#Name=""Dito""}"
"Quem, eu? Você está me elogiando!?{#Name=""Mikhail""}","Who, me? Are you complimenting me!?{#Name=""Mikhail""}"
"Acho que dragões são mesmo fortes, né?{#Name=""Dito""}","I guess dragons are pretty strong after all, huh?{#Name=""Dito""}"
"Hee heeeeee! Você está certo!{#Name=""Mikhail""}","Hee heeeeee! You got that right!{#Name=""Mikhail""}"
"Ei! Pare de balançar sua cauda!{LF}Você vai perder o equilíbrio.{#Name=""Zero""}","Hey! Quit wagging your tail!{LF}You'll go off-balance.{#Name=""Zero""}"
"E Dito, cala a boca lá embaixo!{LF}Você não está ajudando.{#Name=""Zero""}","And Dito, shut the hell up down there!{LF}You're not helping.{#Name=""Zero""}"
"Há há há há há há!{#Name=""Dito""}","Ha ha ha ha ha ha!{#Name=""Dito""}"
"Caramba, essas são nuvens muito grossas lá adiante.{#Name=""Mikhail""}","Boy, those are some thick clouds up ahead.{#Name=""Mikhail""}"
"Estranho. ...Um pouco DEMASIADO estranho.{#Name=""Zero""}","Weird. ...A little TOO weird.{#Name=""Zero""}"
"Zero! Está nevando muito forte para ver lá adiante!{#Name=""Mikhail""}","Zero! It's snowing too hard to see up ahead!{#Name=""Mikhail""}"
"Nnngh...{#Name=""Zero""}","Nnngh...{#Name=""Zero""}"
"Devemos tentar contornar isso?{LF}O que fazemos, Zero? ...Zero!?{#Name=""Mikhail""}","Should we try going around it?{LF}What do we do, Zero? ...Zero!?{#Name=""Mikhail""}"
"Agh! ...Droga. Está tão frio,{LF}Acho que meu cérebro acabou de congelar.{#Name=""Zero""}","Agh! ...Dammit. It's so cold,{LF}I think my brain just froze.{#Name=""Zero""}"
"Bem, acorde! Ainda temos{LF}wyverns sujos e fedidos para matar!{#Name=""Mikhail""}","Well, snap out of it! We've still got{LF}dirty stinking wyverns to kill!{#Name=""Mikhail""}"
"Ei, bobo... Por que você está voando{LF}com a boca aberta?{#Name=""Zero""}","Hey, dummy... Why are you flying{LF}with your mouth open?{#Name=""Zero""}"
"Hum...porque então a neve entra lá?{#Name=""Mikhail""}","Um...because then the snow goes in there?{#Name=""Mikhail""}"
"...E?{#Name=""Zero""}","...And?{#Name=""Zero""}"
"E, hum...está frio e é gostoso e é...divertido?{#Name=""Mikhail""}","And, um...it's cold and it's yummy and it's...fun?{#Name=""Mikhail""}"
"...E?{#Name=""Zero""}","...AND?{#Name=""Zero""}"
"Eu...Eu sinto muito! Vou me concentrar na batalha!{#Name=""Mikhail""}","I...I'm sorry! I'll focus on the battle!{#Name=""Mikhail""}"
"Droga, não consigo ver nada aqui...{#Name=""Zero""}","Dammit, I can't see anything out here...{#Name=""Zero""}"
"あ。ゼロさん、あぶない！{#Name=""ディト""}","あ。ゼロさん、あぶない！{#Name=""ディト""}"
"ふー。間一髪か……。空中戦は気配を察することが難しいな{#Name=""ゼロ""}","ふー。間一髪か……。空中戦は気配を察することが難しいな{#Name=""ゼロ""}"
"Acho que vamos ver a Four em breve, né?{#Name=""Mikhail""}","I guess we'll be seeing Four soon, huh?{#Name=""Mikhail""}"
"Sim. Ela não tem mais para onde fugir.{#Name=""Zero""}","Yeah. She's got nowhere left to run.{#Name=""Zero""}"
"Bem, tente falar com ela, okay?","Well, try to talk to her, okay?{#Name=""Mikhail""}"
"O quê?","What?{#Name=""Zero""}"
"Vocês são irmãs! Se vocês conversarem, podem entender uma à outra melhor!","You're sisters! If you guys talk, you might{LF}be able to understand each other better!{#Name=""Mikhail""}"
"Não precisamos entender uma à outra melhor.","We don't NEED to understand each other better.{#Name=""Zero""}"
"Four vai estar com seu discípulo, certo?","Four's gonna be with her disciple, right?{#Name=""Dito""}"
"Provavelmente.","Probably.{#Name=""Zero""}"
"Imagino que cara tenha problemas sérios.","I imagine that guy's got some serious issues.{#Name=""Zero""}"
"Não sei, você acha? Talvez ele seja apenas forçado a estar lá como eu estava.","I dunno, you think? Maybe he's just{LF}forced to be there like I was.{#Name=""Dito""}"
"Talvez ele esteja junto com Utahime como eu estava.","僕みたいに{LF}しぶしぶウタヒメと一緒にいるのかもよ？{#Name=""ディト""}"
"...Sim, mas você fez isso com Five, certo?","...Yeah, but you did the deed with Five, right?{#Name=""Zero""}"
"Uuuuh...","Uuuugh...{#Name=""Dito""}"
"Foi horrível, ser espancado por aquelas bolsas de pancada gigantes todas as noites...","It was awful, being knocked around by{LF}those giant punching bags every night...{#Name=""Dito""}"
"Mentiroso. Você amou.","Liar. You loved it.{#Name=""Zero""}"
"Você amou tê-la de joelhos, implorando por mais. Está escrito em todo o seu rosto.","You loved having her on her knees, begging you{LF}for more. It's written all over your face.{#Name=""Zero""}"
"Bobagem!","Bullshit it is!{#Name=""Dito""}"
"Heh... Ele tem um temperamento, eh?","Heh... He's got a temper, eh?{#Name=""Zero""}"
"Por que você está brava com a Four, Zero? É pessoal?","Why are you mad at Four, Zero? Is it personal?{#Name=""Mikhail""}"
"Pessoal?","Personal?{#Name=""Zero""}"
"Tipo, ela roubou seu sorvete quando você era criança ou algo assim?","Like, did she steal your ice cream{LF}as a kid or whatever?{#Name=""Mikhail""}"
"Não é sobre isso. Eu só quero ela morta.","It's not about that. I just want her dead.{#Name=""Zero""}"
"Mas por quê!?","But why!?{#Name=""Mikhail""}"
"Todas as irmãs querem se matar.{LF}A maioria só não segue em frente.","All sisters want to kill each other.{LF}Most just don't follow through.{#Name=""Zero""}"
"Sério? É isso o daemon de Four?","Seriously? THAT'S Four's daemon?{#Name=""Zero""}"
"Parece mais um castelo maldito.","Looks more like a goddamn castle.{#Name=""Zero""}"
"Olhe todos esses canhões na perímetro...","Look at all those cannons on the perimeter...{#Name=""Zero""}"
"Circule em volta de baixo!","Circle in from below!{#Name=""Zero""}"
"Não posso! Não posso!","I can't! I can't!{#Name=""Mikhail""}"
"Por que não!?","Why not!?{#Name=""Zero""}"
"Aqueles anéis quadrados são mágicos!","Those square ring thingies are magic!{#Name=""Mikhail""}"
"O poder da canção dela está me tornando difícil voar!","Her song's power is making it hard for me to fly!{#Name=""Mikhail""}"
"Está me puxando para dentro!","It's pulling me in!{#Name=""Mikhail""}"
"Ótimo. Agora temos que tirar{LF}todos esses canhões loucos...","Great. Now we gotta take out{LF}all these freaking cannons...{#Name=""Zero""}"
"Você só ama me zoar,{LF}não é, Four!","You just love messing with me,{LF}don't you, Four!{#Name=""Zero""}"
"Por quê, minha irmã? Por que você me odeia tanto?","Why, my sister? Why do you hate me so?{#Name=""Four""}"
"Eu não odeio você. Eu só quero matá-la.","I don't hate you. I just want to kill you.{#Name=""Zero""}"
"Mas, por quê!? Não entendo!","But, why!? I don't understand!{#Name=""Four""}"
"Sinto um pouco de pena dela...","I feel kinda bad for her...{#Name=""Mikhail""}"
"Cale a boca, você!?{#Name=""Zero""}","Shut it, would you!?{#Name=""Zero""}"
"Zero, por favor! Volte ao normal!{#Name=""Four""}","Zero, please! Snap out of this!{#Name=""Four""}"
"Onde está a Zero gentil e amável que eu conhecia?{#Name=""Four""}","Where's the kind, gentle Zero I once knew?{#Name=""Four""}"
"Não sei. Eu sempre fui assim.{#Name=""Zero""}","Beats me. I've always been like this.{#Name=""Zero""}"
"Pare com isso já, Zero!{#Name=""Four""}","Just stop this already, Zero!{#Name=""Four""}"
"Desculpe. Não posso fazer.{#Name=""Zero""}","Sorry. No can do.{#Name=""Zero""}"
"Não posso lutar contra você, Zero.{LF}Não quero lutar contra você!{#Name=""Four""}","I can't fight you, Zero.{LF}I don't want to fight you!{#Name=""Four""}"
"Tudo bem por mim. Então vou matá-lo sem lutar.{#Name=""Zero""}","Fine by me. Then I'll kill you without a fight.{#Name=""Zero""}"
"Oh, Deus... Alguém, por favor...{LF}Acordem-me desse pesadelo...{#Name=""Four""}","Oh, God... Someone, please...{LF}Wake me from this nightmare...{#Name=""Four""}"
"Four e Decadus parecem pessoas boas...{LF}Não quero matá-los.{#Name=""Mikhail""}","Four and Decadus both seem like good people...{LF}I don't want to kill them.{#Name=""Mikhail""}"
"Poupe isso para alguém que se importa.{#Name=""Zero""}","Save it for someone who gives a shit.{#Name=""Zero""}"
"Não, sério! Olhe para nós! Se alguém{LF}é o cara ruim aqui, somos nós!{#Name=""Mikhail""}","No, really! Look at us! If anyone's{LF}a bad guy here, it's us!{#Name=""Mikhail""}"
"Então, o quê? Posso apenas matar pessoas más agora?{LF}É isso que você está dizendo?{#Name=""Zero""}","So, what? I can only kill evil people now?{LF}Is that what you're saying?{#Name=""Zero""}"
"Adivinhe o quê? Na vida real,{LF}os caras ruins sempre ganham.{#Name=""Zero""}","Guess what? In real life,{LF}bad guys win all the time.{#Name=""Zero""}"
"Então pare de reclamar sobre seu mundo{LF}feliz de fantasia antes que eu o mate também.{#Name=""Zero""}","So quit bitching about your happy{LF}fantasy world before I kill you, too.{#Name=""Zero""}"
"うらあああっ！フォウ、どこだァ？出てこい！{#Name=""ゼロ""}","うらあああっ！フォウ、どこだァ？出てこい！{#Name=""ゼロ""}"
"A artilharia é um incômodo! É um incômodo! É um incômodo!{LF} É um incômodo! É um incômodo! É um incômodo～～～ッ！{#Name=""ゼロ""}","砲台は邪魔だ！邪魔だ！邪魔だ！{LF}邪魔だ！邪魔だ！邪魔だ～～～ッ！{#Name=""ゼロ""}"
"Até onde você vai fugir para se sentir seguro？{#Name=""ゼロ""}","どんだけ逃げりゃ気がすむんだ？{#Name=""ゼロ""}"
"Morra quieto！{#Name=""ゼロ""}","おとなしく死ねッ！{#Name=""ゼロ""}"
"Quase lá!{#Name=""Mikhail""}","Almost there!{#Name=""Mikhail""}"
"Fique parado, Irmã. Não há mais lugar para fugir!{#Name=""Zero""}","Sit still, Sister. There's nowhere left to run!{#Name=""Zero""}"
"Céu acima da montanha{#Name=""説明文""}","ナントカ山上空{#Name=""説明文""}"
"Destrua todos os olhos de Armaros!{#Name=""説明文""}","Destroy all of Armaros' eyes!{#Name=""説明文""}"
"Derrote Armaros!{#Name=""説明文""}","Defeat Armaros!{#Name=""説明文""}"
"Destruí todos os olhos de Armaros！{#Name=""説明文""}","全てのアルマロスの瞳を撃破した！{#Name=""説明文""}"
"Derrotei Armaros！{#Name=""説明文""}","アルマロスを撃破した！{#Name=""説明文""}"
"Ah. Ah! Fo está fugindo！{#Name=""ゼロ""}","お。おい！フォウが逃げるぞ！{#Name=""ゼロ""}"
"Não vai dar certo！Zero！Não podemos derrotar Armaros！{#Name=""ミハイル""}","ダメだよ！ゼロ！アルマロスが倒せない！{#Name=""ミハイル""}"
"Reserva{#Name=""予備""}","予備{#Name=""予備""}"
"Zero！{#Name=""ミハイル""}","ゼロッ！{#Name=""ミハイル""}"
"Bom, é suficiente até aqui。{#Name=""ゼロ""}","よし、ここまでで充分だ。{#Name=""ゼロ""}"
"Eh？ Zero！ Onde você vai？！{#Name=""ミハイル""}","えっ？　ゼロ！　どこへ行く気！？{#Name=""ミハイル""}"
"Zero... Finalmente, minha irmã desobediente chega.{#Name=""Four""}","Zero... At last, my wayward sister finally arrives.{#Name=""Four""}"
"Sim, demorou um pouco.{#Name=""Zero""}","Yeah, it took a while.{#Name=""Zero""}"
"Toda sua correria não ajudou.{LF}Fique parado para que eu possa matá-lo rapidamente.{#Name=""Zero""}","All your chickenshit running around didn't help.{LF}Sit still so I can kill you quick.{#Name=""Zero""}"
"Eu... Eu não quero lutar contra você, Irmã.{#Name=""Four""}","I...I have no wish to fight you, Sister.{#Name=""Four""}"
"Ah？{#Name=""Zero""}","Oh?{#Name=""Zero""}"
"Você não sabe quanto eu admiro você, Zero? Eu sempre admirei!{#Name=""Four""}","Don't you know how much I admire you, Zero? I always have!{#Name=""Four""}"
"Isso não pode acabar em derramamento de sangue! Não pode!{#Name=""Four""}","This can't end in bloodshed! It can't!{#Name=""Four""}"
"Você pode apostar que sim! Você acha que eu vim{LF}até aqui para um piquenique?{#Name=""Zero""}","You bet your ass it can! You think I came{LF}all the way here for a fucking picnic?{#Name=""Zero""}"
"Não vou sair até que eu tenha espalhado suas vísceras virgens por toda a neve maldita!","I'm not leaving until I've strewn your{LF}virgin guts all over the goddamned snow!{#Name=""Zero""}"
"Você não pode... Você não pode...","You can't... You can't...{#Name=""Four""}"
"Você não podeeeee!","You caaaaaaaaaaaan't!{#Name=""Four""}"
"Contemple a quarta canção:","Behold the fourth song:{#Name=""Decadus""}"
"Escudo Impenetrável da Antiguidade!","Impenetrable Shield of Antiquity!{#Name=""Decadus""}"
"O poder raro concedido aos nossos...","The rare power granted to our own...{#Name=""Decadus""}"
"A cidadela forte que nos protege...","The stout citadel that protects us...{#Name=""Decadus""}"
"Lance seus pecados amaldiçoados sobre esses céus!","Cast your blighted sins upon these very skies!{#Name=""Decadus""}"
"Eu, Decadus, te convoque em meu nome...","I, Decadus, summon thee in my name...{#Name=""Decadus""}"
"Armaros, sustente!","Armaros, uphold!{#Name=""Decadus""}"
"Lembre-se de quando aqueles garotos me bullying, Zero?","Remember when those boys used to bully me, Zero?{#Name=""Four""}"
"Eu chorava, e você ficava comigo até que eu me sentisse melhor...","I would cry, and you'd stay with me{LF}until I felt better...{#Name=""Four""}"
"Acho que você pegou a garota errada.","I think you got the wrong girl.{#Name=""Zero""}"
"Não! É quem você realmente é! Você deve se lembrar!","No! That's who you really are! You must remember!{#Name=""Four""}"
"Devemos encontrar um jeito de fazer as pazes! Por causa daquele dragão precioso, se não for por nada mais.","We must find a way to make peace!{LF}For that precious dragon's sake, if nothing else.{#Name=""Four""}"
" "," {#Name=""フォウ""}"
"Você vai calar a boca já!?","Will you shut up already!?{#Name=""Zero""}"
"Se eu morrer aqui, meu discípulo logo seguirá.","If I die here, my disciple will soon follow.{#Name=""Four""}"
"Uma Intoner e sua discípula{LF}são unidas por um vínculo místico!","An Intoner and her disciple{LF}are united by a mystical bond!{#Name=""Four""}"
"Um vínculo místico? Isso é chamado de sexo.{LF}Não há nada místico sobre isso.","A mystical bond? It's called sex.{LF}There's nothing mystical about it.{#Name=""Zero""}"
" "," {#Name=""Four""}"
"Não... Não diga essas coisas para mim, Irmã!","Don't... Don't say such things to me, Sister!{#Name=""Four""}"
"Além disso, seu discípulo estará bem.{LF}Depois que você morrer, eu apenas vou fazer sexo com ele.","Besides, your disciple will be fine.{LF}After you die, I'll just ball his brains out.{#Name=""Zero""}"
"Pareeeeeee!","Stooooooppp iiitttttt!{#Name=""Four""}"
"Quanto tempo você planeja continuar fugindo, Four?","How long do you plan to keep running, Four?{#Name=""Zero""}"
"Já desista e morra logo!","Just lay down and die already!{#Name=""Zero""}"
"Você nunca pode me derrotar, Irmã!","You can never defeat me, Sister!{#Name=""Four""}"
"Sério? Você está dizendo que não tem NENHUM ponto fraco?","Really? You saying you don't have ANY weaknesses?{#Name=""Zero""}"
"Oh, todos nós temos pontos fracos.{LF}Mas eu nunca revelarei os meus.","Oh, all of us have weaknesses.{LF}But I will never reveal mine.{#Name=""Four""}"
"Isso é porque eu posso me manter{LF}calmo...ao contrário de você.","That's because I can keep myself{LF}calm...unlike you.{#Name=""Four""}"
"Veremos sobre isso, você pequena puritana.","We'll see about that, you little prude.{#Name=""Zero""}"
"O quê!?","Wha!?{#Name=""Four""}"
"Diga-me, você está se salvando?{LF}Ou você simplesmente fede lá embaixo?","Tell me, are you saving yourself?{LF}Or do you just stink down there?{#Name=""Zero""}"
"Pare! Pare! Não diga isso!{LF}Não diga essas coisas!","Stop! Stop it! Don't say that!{LF}Don't say such things!{#Name=""Four""}"
"Ótimo! Destruí tudo!","よしっ！全部破壊したなっ！{#Name=""ゼロ""}"
"Ela está escapando!{#Name=""Zero""}","She's getting away!{#Name=""Zero""}"
"Pelo amor de Deus, ela é teimosa!{#Name=""Zero""}","Goddamn, she's stubborn!{#Name=""Zero""}"
"O tempo acabou, Four.{#Name=""Zero""}","Time's up, Four.{#Name=""Zero""}"
"Se você quiser dizer algo antes de ir, agora é a hora.{#Name=""Zero""}","If you want to say a little something before you go, now's the time.{#Name=""Zero""}"
"{06}>{#Name=""Four""}","{06}>{#Name=""Four""}"
"Eu...Eu não vou deixar você machucar Lady Four!{#Name=""Decadus""}","I...I won't let you harm Lady Four!{#Name=""Decadus""}"
"{06}>{#Name=""Zero""}","{06}>{#Name=""Zero""}"
"Pare... P-Pare... Eu tenho que...matar ela!{#Name=""Zero""}","Stop... S-Stop... I have to...kill her!{#Name=""Zero""}"
"N-Não...{#Name=""Zero""}","N-No...{#Name=""Zero""}"
"Não saia... Não agora...{#Name=""Zero""}","Don't come out... Not now...{#Name=""Zero""}"
"{06}>{#Name=""Zero""}","{06}>{#Name=""Zero""}"
"...Onde estou?{#Name=""Zero""}","...Where am I?{#Name=""Zero""}"
"Z-Zero?{#Name=""Four""}","Z-Zero?{#Name=""Four""}"
"Four?{#Name=""Zero""}","Four?{#Name=""Zero""}"
