"translation","source"
"Faça seu caminho por essa floresta tóxica.","Make your way through this toxic forest.{#Name=""説明文""}"
"Derrote os Trolls!","Defeat the Trolls!{#Name=""説明文""}"
"Derrote o Titã Arqueiro!","Defeat the Arch Titan!{#Name=""説明文""}"
"Derrote o Centauro!","Defeat the Centaur!{#Name=""説明文""}"
"（リザーブ）","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）","（リザーブ）{#Name=""（リザーブ）""}"
"Bem, isso é estranho.","Well, this is odd.{#Name=""Octa""}"
"O quê?","What?{#Name=""Zero""}"
"Há supostamente fadas nesta área.","There are supposed to be faeries in this area.{#Name=""Octa""}"
"Não vejo nada.","I don't see anything.{#Name=""Zero""}"
"Ah HA! Veja? O gás venenoso matou todos os últimos—","Ah HA! See? The poison gas has killed every last—{#Name=""Cent""}"
"Por favor, feche a boca.","Please shut up.{#Name=""Dito""}"
"Céus! São trolls?","Good heavens. Are those trolls?{#Name=""Octa""}"
"Ugh. Trolls. Feios, fedorentos e burros...{LF}Eles merecem morrer.","Ugh. Trolls. Ugly, smelly, and dumb...{LF}They deserve to die.{#Name=""Dito""}"
"Isso é um julgamento um tanto quanto.","That's rather judgmental of you.{#Name=""Decadus""}"
"Você está absolutamente certo em julgar!","You're damn right it's judgmental!{#Name=""Dito""}"
"Inferno, estamos fazendo um FAVOR a esses idiotas{LF}ao matá-los!","Hell, we're doing these jackasses{LF}a FAVOR by killing 'em!{#Name=""Dito""}"
"Quero dizer, não é como se eles fossem fazer{LF}alguma coisa útil com suas vidas.","I mean, it's not like they're gonna do{LF}anything worthwhile with their lives.{#Name=""Dito""}"
"Confie em mim. Eles serão muito mais felizes{LF}uma vez que estejam mortos.","Trust me. They'll be much happier{LF}once they're dead.{#Name=""Dito""}"
"Eu me pergunto o que a Lady Three estava{LF}tentando nos dizer mais cedo.{#Name=""Decadus""}","I wonder what Lady Three was{LF}trying to tell us earlier.{#Name=""Decadus""}"
"Ela disse que a Lady One está nesta floresta, sim?{#Name=""Decadus""}","She said Lady One is in this forest, yes?{#Name=""Decadus""}"
"E que ela detém um segredo de algum tipo?{#Name=""Decadus""}","And that she holds a secret of some sort?{#Name=""Decadus""}"
"Os mistérios se multiplicam entre si...{#Name=""Decadus""}","The mysteries multiply amongst themselves...{#Name=""Decadus""}"
"Eu também tenho considerado{LF}essa pergunta por algum tempo.{#Name=""Octa""}","I, too, have been considering{LF}this question at some length.{#Name=""Octa""}"
"Mas ai, sempre que penso na Lady Three,{LF}minha mente é distraída por imagens{LF}nossa épica noite de carneação...{#Name=""Octa""}","But alas, whenever I think of Lady Three,{LF}my mind is distracted by non-stop images{LF}of our epic late-night fleshmongering...{#Name=""Octa""}"
"Você nem mesmo está tentando, está?{#Name=""Zero""}","You aren't even trying, are you?{#Name=""Zero""}"
"Lady Zero, cuidado!{#Name=""Decadus""}","Lady Zero, look out!{#Name=""Decadus""}"
"Um titã? Aqui? Isso é um pouco...inesperado.{#Name=""Cent""}","A titan? Here? That's a bit...unexpected.{#Name=""Cent""}"
