"translation","source"
"Faça seu caminho em direção à fortaleza de Four.{#Name=""説明文""}","Make your way toward Four's fortress.{#Name=""説明文""}"
"Derrote os soldados inimigos!{#Name=""説明文""}","Defeat the enemy soldiers!{#Name=""説明文""}"
"Derrote os Ogros!{#Name=""説明文""}","Defeat the Ogres!{#Name=""説明文""}"
"Derrote os Gigas!{#Name=""説明文""}","Defeat the Gigas!{#Name=""説明文""}"
"Derrote os soldados inimigos!{#Name=""説明文""}","Defeat the enemy soldiers!{#Name=""説明文""}"
"a{#Name=""a""}","a{#Name=""a""}"
"a{#Name=""a""}","a{#Name=""a""}"
"a{#Name=""a""}","a{#Name=""a""}"
"a{#Name=""a""}","a{#Name=""a""}"
"a{#Name=""a""}","a{#Name=""a""}"
"Droga! Não desista! Carregue a próxima salva!{#Name=""Soldado A""}","Dammit! Don't let up! Load the next volley!{#Name=""Soldier A""}"
"M-Minhas mãos estão tremendo... Alguém me substitua!{#Name=""Soldado F""}","M-My hands are shaking... Someone fill in for me!{#Name=""Soldier F""}"
"Ajuda... Ajude-me, Mãe...{#Name=""Soldado G""}","Help... Help me, Mother...{#Name=""Soldier G""}"
"Zero está se aproximando! Todos os homens, desembainhem suas espadas!{#Name=""Soldado A""}","Zero's approaching! All men, draw your swords!{#Name=""Soldier A""}"
"Como podemos possivelmente resistir a uma Intoner?{#Name=""Soldado E""}","How can we possibly stand against an Intoner?{#Name=""Soldier E""}"
"Você pode ponderar sobre isso quando ela estiver morta!{#Name=""Soldado B""}","You can ponder it all you like when she's dead!{#Name=""Soldier B""}"
"Chaaarge!{#Name=""Soldado C""}","Chaaarge!{#Name=""Soldier C""}"
"Vamos todos morrer...{#Name=""Soldado D""}","We're all gonna die...{#Name=""Soldier D""}"
"Aaaargh! A flor! Tire-a de mim! Aaaargh!{#Name=""Soldado G""}","Aaaugh! The flower! Get it away from me! Aaaargh!{#Name=""Soldier G""}"
"Ele enlouqueceu...{#Name=""Soldado F""}","He's gone mad...{#Name=""Soldier F""}"
"Eles ainda estão nos atingindo! Atire de volta!{#Name=""Soldado B""}","They're still hitting us! Fire back!{#Name=""Soldier B""}"
"Ngh! Tão forte! E rápido!{#Name=""Soldado C""}","Ngh! So strong! And fast!{#Name=""Soldier C""}"
"Você viu o olho da Zero?{#Name=""Soldado F""}","Did you see Zero's eye?{#Name=""Soldier F""}"
"Eu vi? Como eu poderia perder isso?{#Name=""Soldado A""}","Did I? How could I miss it?{#Name=""Soldier A""}"
"Isso não é uma Intoner. Isso é um monstro!","That's no Intoner. That's a monster!{#Name=""Soldier F""}"
"Vamos! Atire! Atire AGORA!","Go on! Fire! Fire NOW!{#Name=""Soldier B""}"
"Estamos apenas desperdiçando munição!","We'd just be wasting ammo!{#Name=""Soldier E""}"
"Cale-se, covarde! Não vamos saber até tentar!","Shut up, coward! We won't know until we try!{#Name=""Soldier B""}"
"Não preciso de alguém que acabou de mijar nas calças de medo me chamando de covarde!","I don't need someone who just pissed his pants in fear calling me a coward!{#Name=""Soldier E""}"
"A esse ritmo, a grande nação da Lady Four será reduzida a escombros!","At this rate, Lady Four's great nation will be smashed to rubble!{#Name=""Soldier C""}"
"Você é um idiota! Abra os olhos! Não desista!","You damn idiot! Open your eyes! Don't give up!{#Name=""Soldier B""}"
"Não, VOCÊ abra os olhos! Vamos todos morrer aqui!","No, YOU open your eyes! We're all gonna die here!{#Name=""Soldier D""}"
"Você é quem deve acordar e ver a realidade!","あんたこそ目覚まして、現実見ろよ{#Name=""兵士D""}"
"O sangue flui hoje...","The blood flows this day...{#Name=""Soldier G""}"
"E em terra da Lady Four, não menos. Malditos!","And on Lady Four's land, no less. Damn them!{#Name=""Soldier E""}"
"Estamos atingindo nossos alvos?","Are we striking our targets?{#Name=""Soldier A""}"
"Verificando agora!","Checking now!{#Name=""Soldier G""}"
"Se for pela Lady Four,","If it be for Lady Four,{#Name=""Soldier B""}"
"Eu entregarei minha própria vida com prazer!","I'll gladly surrender my own life!{#Name=""Soldier B""}"
"Ela vai nos esmagar!","She's going to run right over us!{#Name=""Soldier A""}"
"Não se preocupe. Nossa Lady ainda tem Decadus com ela.","Don't worry. Our Lady still has Decadus with her.{#Name=""Soldier F""}"
"Decadus... Dizem que cara pode aguentar qualquer dor, não importa quão penosa seja!","Decadus... They say that guy can withstand any pain, no matter how grueling!{#Name=""Soldier A""}"
"Dragão. O que você acha de ir queimar algumas coisas?","Dragon. What say you go burn some shit?{#Name=""Zero""}"
"Huh? Mas... todos vão pegar fogo.","Huh? But...they'll all catch on fire.{#Name=""Mikhail""}"
"Thaaat's a ideia.","Thaaat's the idea.{#Name=""Zero""}"
"Gyaaaaaa! Fogo! Estou em chamas!","Gyaaaaaa! Fire! I'm on fiiiire!{#Name=""Soldier B""}"
"Yaaah! Está nos atacando!","Yaaah! It's attacking us!{#Name=""Soldier D""}"
"Apague isso! Apague isso!","Put it out! Put it oooooout!{#Name=""Soldier A""}"
"Ah ha ha! Você ouve isso?","Ah ha ha! You hear that?{#Name=""Dito""}"
"Ouça eles! Esses pobres tolos estão queimando!","Listen to 'em! Those poor fools are burning up!{#Name=""Dito""}"
"Os cheiros, os gritos...{LF}Cara, vou dormir muito bem hoje à noite!","The smells, the screams...{LF}Man, I'm gonna sleep great tonight!{#Name=""Dito""}"
"Você é bem fodido, não é?","You're pretty fucked up, aren't you?{#Name=""Zero""}"
"Heh... Você realmente sabe como elogiar um cara.","Heh... You really know how to compliment a fella.{#Name=""Dito""}"
"É a Zero!","It's Zero!{#Name=""Soldier A""}"
"Mate a maldita Intoner!","Kill the accursed Intoner!{#Name=""Soldier A""}"
"Heh. Alguém é um trabalho árduo.","Heh. Someone's an eager beaver.{#Name=""Zero""}"
"Ei, bobo. Por que não vai mostrar a eles quem é o chefe?","Hey, dummy. Why don't you go show 'em who's boss?{#Name=""Zero""}"
