"translation","source"
"Faça seu caminho em direção à Catedral.{#Name=""説明文""}","Make your way toward the Cathedral.{#Name=""説明文""}"
"Derrote os Lanceiros!{#Name=""説明文""}","Defeat the Lancers!{#Name=""説明文""}"
"Derrote o Titã!{#Name=""説明文""}","Defeat the Titan!{#Name=""説明文""}"
"Derrote os Gólems!{#Name=""説明文""}","Defeat the Golems!{#Name=""説明文""}"
"Ataque inimigo! Ataque inimigo!{#Name=""Soldier A""}","Enemy attack! Enemy attack!{#Name=""Soldier A""}"
"Todos os homens, tomem posição agora!{#Name=""Soldier B""}","All men, take position now!{#Name=""Soldier B""}"
"Fiquem fortes! Não os deixem passar!{#Name=""Soldier C""}","Stay strong! Don't let 'em through!{#Name=""Soldier C""}"
"Somos a última linha de defesa...{#Name=""Soldier D""}","We're the last line of defense...{#Name=""Soldier D""}"
"Velocidade total! Movam! Nós os cobrimos!{#Name=""Soldier B""}","Full speed ahead! Move! We got you covered!{#Name=""Soldier B""}"
"Vamos lá!{#Name=""Soldier E""}","Here goes!{#Name=""Soldier E""}"
"Inimigos reportados se aproximando!{#Name=""Soldier G""}","Incoming enemies reported!{#Name=""Soldier G""}"
"Entendido. Localizar e perseguir!{#Name=""Soldier F""}","Understood. Locate and pursue!{#Name=""Soldier F""}"
"Que a Lady One herde o mundo!{#Name=""Soldier C""}","May Lady One inherit the world!{#Name=""Soldier C""}"
"Vitória para nossa líder!{#Name=""Soldier D""}","Victory to our leader!{#Name=""Soldier D""}"
"Protejam nossa Intoner! Protejam-na até o fim!{#Name=""Soldier B""}","Protect our Intoner! Protect her until the end!{#Name=""Soldier B""}"
"Carga! Velocidade total!{#Name=""Soldier E""}","Charge! Full steam ahead!{#Name=""Soldier E""}"
"Você está sério?{#Name=""Soldier A""}","Are you serious?{#Name=""Soldier A""}"
"Claro que estou! Se não for agora, quando então?{#Name=""Soldier E""}","Of course I am! If not now, then when?{#Name=""Soldier E""}"
"Isso é a Zero? Ela é...tão...forte... {#Name=""Soldier G""}","Th-That's Zero? She's...so...strong... {#Name=""Soldier G""}"
"Ei! Pare de resmungar e comece a lutar!{#Name=""Soldier F""}","Hey! Stop mumbling and start fighting!{#Name=""Soldier F""}"
"É matar ou morrer aqui!{#Name=""Soldier F""}","It's kill or be killed here!{#Name=""Soldier F""}"
"Ah... Aaaaahh! Yaaaahh!{#Name=""Soldier G""}","Ah... Aaaaahh! Yaaaahh!{#Name=""Soldier G""}"
"Quem puder empunhar uma arma, siga-me!{#Name=""Soldier A""}","Any who can wield a weapon, follow me!{#Name=""Soldier A""}"
"Espere! Não podemos deixar os feridos para trás!{#Name=""Soldier E""}","Wait! We can't leave the wounded behind!{#Name=""Soldier E""}"
"Podemos e vamos! Agora, ataque!{#Name=""Soldier A""}","We can and we will! Now charge!{#Name=""Soldier A""}"
"Continue atacando! Nós somos mais numerosos!{#Name=""Soldier B""}","Keep attacking! We outnumber them!{#Name=""Soldier B""}"
"Sim, senhor!{#Name=""Soldier G""}","Sir, yes, sir!{#Name=""Soldier G""}"
