"translation","source"
"Prossiga para a próxima missão?{#Name="" ""}","Proceed to the next mission?{#Name="" ""}"
"Todos se reunem em um lugar de demonstração{#Name="" ""}","みんなで一つの場所に集まるデモ{#Name="" ""}"
"Hmm... Eu posso sentir isso. Sim. Sinta isso.{#Name=""Octa""}","Hmm... I can feel it. Yeees. Feeeeeel it.{#Name=""Octa""}"
"Não agora, Octa. Eu estou com dor de cabeça.{#Name=""Zero""}","Not now, Octa. I've got a headache.{#Name=""Zero""}"
"Oh ho! Não, minha senhora — pela primeira vez, meus pensamentos estão em outro lugar.{LF}Dessa vez... Eu sinto que Mikhail foi amaldiçoado.{#Name=""Octa""}","Oh ho! No, my lady—for once, my thoughts are elsewhere.{LF}This time...I have a feeling Mikhail has been cursed.{#Name=""Octa""}"
"Você acha que uma maldição é responsável pela sua degeneração?{#Name=""Decadus""}","You think a curse is responsible for his devolution?{#Name=""Decadus""}"
"Filho de... Então quem é o bastardo responsável?{#Name=""Zero""}","Son of a... Then who's the bastard responsible?{#Name=""Zero""}"
"Bem, deixe-me pensar... Hmmm... HMMM...{#Name=""Dito""}","Well, lemme think... Hmmm... HMMM...{#Name=""Dito""}"
"Oh, eu não sei. Talvez...{LF}A INTONER QUE TIVEMOS TENTADO MATAR!?{#Name=""Dito""}","Oh, I dunno. Maybe...{LF}THE INTONER WE'VE BEEN TRYING TO KILL!?{#Name=""Dito""}"
"Two... Eu vou esmagá-la!{#Name=""Zero""}","Two... I'm gonna crush her!{#Name=""Zero""}"
"Agora, agora, mesmo eu faço uma pausa nos meus prazeres carnais{LF}de vez em quando. {#Name=""Octa""}","Now, now, even I take a break from fleshly pursuits{LF}from time to time. {#Name=""Octa""}"
"Huh. Sim. Fascinante. Eu acho que pode ter sido{LF}com a Lady Two em algum momento no passado.{#Name=""Cent""}","Huh. Yes. Fascinating. I think I may have been{LF}with Lady Two sometime in the past.{#Name=""Cent""}"
"Eu tive algum papel com ela.{LF}Como um servo. Ou talvez um mordomo.{#Name=""Cent""}","I had some kind of role with her.{LF}Like a servant. Or perhaps a butler.{#Name=""Cent""}"
"Ou um discípulo, talvez?{#Name=""Dito""}","Or a disciple, maybe?{#Name=""Dito""}"
"Oh yeah?{#Name=""Zero""}","Oh yeah?{#Name=""Zero""}"
"Bem, eu suponho que você possa dizer que sim, de certa forma?{#Name=""Cent""}","Well, I suppose you could kind of, sort of, maybe say that?{#Name=""Cent""}"
"Onde está Lady Two agora?{#Name=""Decadus""}","Where is Lady Two now?{#Name=""Decadus""}"
"Como diabos eu saberia?{#Name=""Cent""}","How on earth would I know?{#Name=""Cent""}"
"Eu a vi pela última vez nas ruínas do deserto, mas...{LF}meu Deus, foi há eras e eras atrás. {#Name=""Cent""}","I last saw her in the desert ruins, buuut...{LF}goodness, that was ages upon ages ago. {#Name=""Cent""}"
"Por que você a deixou?{#Name=""Zero""}","Why'd you leave her?{#Name=""Zero""}"
"Ah, você sabe! Todo pássaro tem que voar do{LF}cárcere da iniquidade e...coisas.{#Name=""Cent""}","Oh, you know! Every bird has to soar from{LF}the cage of iniquity and...things.{#Name=""Cent""}"
"Não entendo metade do que você diz.{#Name=""Zero""}","I don't understand half the crap you say.{#Name=""Zero""}"
"Meu Deus. Não pronunciei o nome{LF}""Lady Two"" há muito tempo...{#Name=""Cent""}","Goodness. I haven't uttered the name{LF}""Lady Two"" in quite some time...{#Name=""Cent""}"
"Ei, Mikhail! Você é mais um bebê grande agora do que nunca, hein?{#Name=""Dito""}","Hey, Mikhail! You're more of a big baby now than ever, huh?{#Name=""Dito""}"
"Não há necessidade de tanta crueldade, Dito.{#Name=""Decadus""}","There is no need for such cruelty, Dito.{#Name=""Decadus""}"
"Eu estou de volta a ser inútil?{#Name=""Mikhail""}","Am I back to being useless?{#Name=""Mikhail""}"
"De forma alguma. Você só precisa descansar.{#Name=""Decadus""}","Not at all. You just need rest.{#Name=""Decadus""}"
"Bleh. Você está me fazendo vomitar aqui!{#Name=""Dito""}","Bleh. You're makin' me puke over here!{#Name=""Dito""}"
"Simpática como essa só acaba{LF}fazendo as pessoas se sentirem pior.{#Name=""Dito""}","Empty sympathy like that just ends up{LF}making people feel worse.{#Name=""Dito""}"
"181{#Name=""181""}","181{#Name=""181""}"
"343{#Name=""343""}","343{#Name=""343""}"
"Eu estava congelando de frio mais cedo, mas alguém{LF}se preocupou com o velho Dito? Nãoooooo...{#Name=""Dito""}","I was freezin' to death earlier, but did anyone{LF}worry about ol' Dito? Noooooo...{#Name=""Dito""}"
"Isso tudo é um tanto preocupante.{#Name=""Decadus""}","This is all a tad worrisome.{#Name=""Decadus""}"
"O que é?{#Name=""Zero""}","What is?{#Name=""Zero""}"
"A situação com o pobre Mikhail...{#Name=""Decadus""}","The situation with poor Mikhail...{#Name=""Decadus""}"
"361{#Name=""361""}","361{#Name=""361""}"
"271{#Name=""271""}","271{#Name=""271""}"
"163{#Name=""163""}","163{#Name=""163""}"
"163{#Name=""163""}","163{#Name=""163""}"
"Sinto muito por você, minha lady. Farei tudo em meu poder para salvar Mikhail.{#Name=""Decadus""}","I feel for you, my lady. I will do all in my power to save Mikhail.{#Name=""Decadus""}"
"Zero, sinto muito. Sinto mesmo muito.{#Name=""Mikhail""}","Zero, I'm sorry. I'm really sorry.{#Name=""Mikhail""}"
"Pare de se desculpar. Se você se sente mal sobre isso, apenas melhore.{#Name=""Zero""}","Quit apologizing. If you feel bad about it, just get better.{#Name=""Zero""}"
"Ok. Quero ser melhor, Zero.{LF}Melhor e mais forte. Eu realmente quero.{#Name=""Mikhail""}","Okay. I want to be better, Zero.{LF}Better and stronger. I really do.{#Name=""Mikhail""}"
"Eu odeio ser fraco assim...{#Name=""Mikhail""}","I hate being weak like this...{#Name=""Mikhail""}"
"Eu só quero proteger você, Zero. Eu realmente, realmente odeio isso!{#Name=""Mikhail""}","I just want to protect you, Zero. I really, really hate this!{#Name=""Mikhail""}"
"...Vá dormir.{#Name=""Zero""}","...Go to sleep.{#Name=""Zero""}"
"Sinto muito. ...Sinto mesmo muito.{#Name=""Mikhail""}","I'm sorry. ...I'm really sorry.{#Name=""Mikhail""}"
"É hora de ir.{#Name=""Zero""}","It's time to go.{#Name=""Zero""}"
