"translation","source"
"Dummy{#Name=""Dummy""}","ダミー{#Name=""ダミー""}"
"Dummy{#Name=""Dummy""}","ダミー{#Name=""ダミー""}"
"Dummy{#Name=""Dummy""}","ダミー{#Name=""ダミー""}"
"Dummy{#Name=""Dummy""}","ダミー{#Name=""ダミー""}"
"Dummy{#Name=""Dummy""}","ダミー{#Name=""ダミー""}"
"Dummy{#Name=""Dummy""}","ダミー{#Name=""ダミー""}"
"Dummy{#Name=""Dummy""}","ダミー{#Name=""ダミー""}"
"Dummy{#Name=""Dummy""}","ダミー{#Name=""ダミー""}"
"Dummy{#Name=""Dummy""}","ダミー{#Name=""ダミー""}"
"Dummy{#Name=""Dummy""}","ダミー{#Name=""ダミー""}"
"Dummy{#Name=""Dummy""}","ダミー{#Name=""ダミー""}"
"Que diabos é isso?{#Name=""Zero""}","What the hell is that?{#Name=""Zero""}"
"Dummy{#Name=""Dummy""}","ダミー{#Name=""ダミー""}"
"Dummy{#Name=""Dummy""}","ダミー{#Name=""ダミー""}"
"Vá para o Templo dos Mares.{#Name=""Explanation""}","Make your way toward the Shrine of Seas.{#Name=""説明文""}"
"Derrote os soldados inimigos!{#Name=""Explanation""}","Defeat the enemy soldiers!{#Name=""説明文""}"
"Derrote os soldados inimigos!{#Name=""Explanation""}","Defeat the enemy soldiers!{#Name=""説明文""}"
"Derrote o Gigas!{#Name=""Explanation""}","Defeat the Gigas!{#Name=""説明文""}"
"4 inimigos restantes!{#Name=""Explanation""}","敵残り 4 体！{#Name=""説明文""}"
"Aaaah! Ela vai me matar!{#Name=""Soldier G""}","Ah! Aaaah! She's gonna get me!{#Name=""Soldier G""}"
"Aguente firme!{#Name=""Soldier A""}","Stand firm!{#Name=""Soldier A""}"
"Não podemos deixá-la enconstar na Five!{#Name=""Soldier B""}","We won't let her lay a finger on Lady Five!{#Name=""Soldier B""}"
"Eu queria poder encostar nela...{#Name=""Soldier E""}","I'd like to lay somethin' on Lady Five...{#Name=""Soldier E""}"
"Que diabos? Tá crescendo uma flor no olho dela!{#Name=""Soldier C""}","What the hell? An eye socket is no place to be growin' a flower!{#Name=""Soldier C""}"
"She gets points for originality...{#Name=""Soldier D""}","She gets points for originality...{#Name=""Soldier D""}"
"Dummy{#Name=""Dummy""}","ダミー{#Name=""ダミー""}"
"Você já era!{#Name=""Soldier B""}","I'll tear you apart!{#Name=""Soldier B""}"
