"translation","source"
"Persiga Three.{#Name=""Explicação""}","Pursue Three.{#Name=""説明文""}"
"Derrote os inimigos que bloqueiam seu caminho!{#Name=""Explicação""}","Defeat the enemies blocking your way!{#Name=""説明文""}"
"Destrua as Estátuas de Three!{#Name=""Explicação""}","Destroy the Three Statues!{#Name=""説明文""}"
"Derrote o Cérbero Cinzento!{#Name=""Explicação""}","Defeat the Gray Cerberus!{#Name=""説明文""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"Quando as lágrimas da andorinha dourada transbordam...{LF}o espelho do mundo se quebrará em um{LF}arco-íris de cores.{#Name=""Three""}","When the golden swallow's tears overflow...{LF}the world's mirror will shatter into a{LF}rainbow of color.{#Name=""Three""}"
"Ugh. Como se eu precisasse disso agora.{#Name=""Zero""}","Ugh. Like I need this nonsense right now.{#Name=""Zero""}"
"O cinzento corre pela madeira.{LF}A escuridão passa. Uma cortina se abre...{#Name=""Three""}","Gray runs through the wood.{LF}Darkness passes. A curtain parts...{#Name=""Three""}"
"O que isso significa, hein? O que isso significa?{#Name=""Mikhail""}","What's that mean, huh? What's it mean?{#Name=""Mikhail""}"
"Não se preocupe com isso. Duvido que signifique algo.{#Name=""Zero""}","Don't worry about it. I doubt it means anything.{#Name=""Zero""}"
"O vermelho corre pelo céu.{LF}A escada da alma se estende até a estrela da noite...{#Name=""Three""}","Red runs through the sky.{LF}The soul's stairway spans the evening star...{#Name=""Three""}"
"...A escada da alma o quê agora?{#Name=""Zero""}","...The soul's what now?{#Name=""Zero""}"
"O azul corre pelas areias.{LF}Um coelho de um braço persegue um lagarto do futuro.{#Name=""Three""}","Blue runs through the sands.{LF}A one-armed rabbit chases a future lizard.{#Name=""Three""}"
"......{#Name=""Zero""}","......{#Name=""Zero""}"
"Você tem alguma reação a esses poemas, minha senhora?{#Name=""Octa""}","Have you any reaction to these poems, my lady?{#Name=""Octa""}"
"Estou cansado disso. É assim?","I'm tired of this shit. How's that?{#Name=""Zero""}"
"...O que é isso? Você finalmente terminou?","...What is it? You finally done?{#Name=""Zero""}"
"O cão ágil surge do submundo,{LF}soando um tambor desde a grama...","The nimble dog arises from the underworld,{LF}sounding a drumbeat from the grass...{#Name=""Three""}"
"Eu sabia que isso estava vindo.","I knew that was coming.{#Name=""Zero""}"
"Os pés de uma donzela calcam a grama,{LF}cedendo lugar a espinhos.","A maiden's footpads trample grass,{LF}giving way to thorns.{#Name=""Three""}"
"Dança. Dança! As brasas incandescentes{LF}dançam até a terra prometida.","Dance. Dance! The fiery embers{LF}dance up to the promised land.{#Name=""Three""}"
"As visões em sua mente são apenas fantasmas.{LF}Elas voam e retornam ao túmulo.","The visions in your mind are but phantoms.{LF}They soar and return to the grave.{#Name=""Three""}"
"O hálito da andorinha se torna um grilhão,{LF}enterrando morangos gêmeos nas profundezas do mundo.","The swallow's breath becomes a shackle,{LF}burying twin strawberries in the world's depths.{#Name=""Three""}"
"Three...","Three...{#Name=""Zero""}"
"Zero... Eu errei...","Zero... I screwed up...{#Name=""Three""}"
"Eu convidei One para a floresta... para que eu pudesse matá-la, mas...","I invited One to the forest...so I could kill her, but...{#Name=""Three""}"
"Ela está... Tenha cuidado...","She's... Be careful...{#Name=""Three""}"
"Ela está morta? Ela está totalmente morta!","Is she dead? She's totally dead!{#Name=""Dito""}"
"O que diabos está acontecendo aqui?","What the hell is going on here?{#Name=""Zero""}"
"Atualizar","Update{#Name=""60""}"
"A divergência desencadeada pela singularidade conhecida como Zero","The divergence triggered by the singularity known as Zero{#Name=""307""}"
"levou a uma ampla gama de anomalias observadas.","has led to a wide range of observed anomalies.{#Name=""235""}"
"A floresta mudou, e seus inimigos são mais violentos. Além disso,","The forest has changed, and its foes are more violent. Furthermore,{#Name=""307""}"
"a singularidade conhecida como Two, e seu discípulo, Cent,","the singularity known as Two, and her disciple, Cent,{#Name=""325""}"
"agora estão agindo independentemente um do outro.","are now acting independently of one another.{#Name=""469""}"
"M3240_E0010_QV: Iniciar Gravação","M3240_E0010_QV: Begin Recording{#Name=""361""}"
"Estátuas de Lady Three, parece.","Statues of Lady Three, it would seem.{#Name=""Octa""}"
"Ela nunca fez sentido algum.","She never did make any goddamn sense.{#Name=""Zero""}"
"A saída não abriu.","The exit hasn't opened up.{#Name=""Zero""}"
"Há algo escondido dentro das estátuas de Lady Three, talvez?","Is there something hidden within{LF}Lady Three's statues, perhaps?{#Name=""Octa""}"
"Parem de latir, vocês são uns idiotas!","Quit your yapping, you stupid mutts!{#Name=""Dito""}"
"Pedaços de merda precisam se apressar e morrer!","Pieces of shit need to hurry up and die!{#Name=""Dito""}"
"Pedaços de merda? Tão previsíveis.{LF}Talvez tentem bolhas purulentas na próxima vez?","Pieces of shit? So predictable.{LF}Maybe try pus-encrusted boils next time?{#Name=""Cent""}"
"Posso trocar vocês por um novo grupo?","Can I swap you guys out for a new party?{#Name=""Zero""}"
"É isso...um cérbero?","Is that a...a cerberus?{#Name=""Decadus""}"
