"translation","source"
"Prossiga para a próxima missão?{#Name="" ""}","Proceed to the next mission?{#Name="" ""}"
"Todos se reunem em um lugar de demonstração{#Name="" ""}","みんなで一つの場所に集まるデモ{#Name="" ""}"
"Parece que Lady Two deposita uma confiança enorme em seu discípulo.{#Name=""Decadus""}","It appears Lady Two places enormous trust in her disciple.{#Name=""Decadus""}"
"Por que você está dizendo isso na frente da Zero? Ciúme?{#Name=""Dito""}","Why ya sayin' that in front of Zero? Jealous?{#Name=""Dito""}"
"N-Não! Foi pouco minha intenção implicar isso—{#Name=""Decadus""}","N-No! It was hardly my intention to imply that—{#Name=""Decadus""}"
"Eu realmente não me importo.{#Name=""Zero""}","I really don't care.{#Name=""Zero""}"
"...Oh. Bem, então.{#Name=""Decadus""}","...Oh. Very well then.{#Name=""Decadus""}"
"Que pena, freak. Nenhum chute de bola para você hoje!{LF}Ha ha ha ha!{#Name=""Dito""}","Too bad, freak. No ball kicks for you today!{LF}Ha ha ha ha!{#Name=""Dito""}"
"Uuungh...{#Name=""Decadus""}","Uuungh...{#Name=""Decadus""}"
"Para seus soldados e para seu discípulo, uma Intoner é uma presença divina.{#Name=""Decadus""}","To her soldiers and to her disciple, an Intoner is a godlike presence.{#Name=""Decadus""}"
"Como é estranho que Mikhail seja sua queda...{#Name=""Octa""}","How odd that Mikhail is to be your downfall...{#Name=""Octa""}"
"Nunca acredite no que seu inimigo lhe diz.{#Name=""Zero""}","Never believe what your enemy tells you.{#Name=""Zero""}"
"Mas todos vimos o que ele fez com Lady Three, uma Intoner colega.{#Name=""Octa""}","But we all saw what he did to Lady Three, a fellow Intoner.{#Name=""Octa""}"
"Vá dormir já, você?{#Name=""Zero""}","Go to sleep already, would you?{#Name=""Zero""}"
"O comportamento do dragão não é uma perda de controle?{#Name=""オクタ""}","竜の行為は暴走ではないと？{#Name=""オクタ""}"
"……já vá dormir{#Name=""ゼロ""}","……もう寝ろ{#Name=""ゼロ""}"
"Você pode descartar, mas minhas preocupações sobre Mikhail são genuínas...{#Name=""Octa""}","You may dismiss it, but my concerns about Mikhail are genuine...{#Name=""Octa""}"
"Ei, então você não está preocupado em absoluto?{LF}Sobre o aviso do Cent, quero dizer?{#Name=""Dito""}","Hey, so you're not worried at all?{LF}About Cent's warning, I mean?{#Name=""Dito""}"
"Eu nem lembro o que ele disse.{#Name=""Zero""}","I don't even remember what he said.{#Name=""Zero""}"
"Ele disse que o dragão bobo seria sua queda!{#Name=""Dito""}","He said that dumb dragon would be your downfall!{#Name=""Dito""}"
"Não, eu não estou preocupado. ...Você está?{#Name=""Zero""}","No, I'm not worried. ...Are you?{#Name=""Zero""}"
"Eu? Inferno, não. Minha queda começou no dia em que eu te conheci!{#Name=""Dito""}","Me? Hell, no. My downfall started the day I met you!{#Name=""Dito""}"
"Fofo.{#Name=""Zero""}","Cute.{#Name=""Zero""}"
"Ninguém se importa, mas eu preciso de um banho desesperadamente...{#Name=""Dito""}","Not that anyone cares, but I need a bath something fierce...{#Name=""Dito""}"
"Então quem sabe onde está o Santuário das Areias?{LF}...Alguém? ...Mostra de mãos?{LF}...Isso é o que eu pensei.{#Name=""Dito""}","So who knows where the Shrine of Sands is?{LF}...Anyone? ...Show of hands?{LF}...Thaaat's what I thought.{#Name=""Dito""}"
"Acho que vamos ter que vaguear como idiotas{LF}até encontrarmos por acaso.{#Name=""Zero""}","Guess we'll just have to wander around like idiots{LF}until we stumble into it.{#Name=""Zero""}"
"Ouvi dizer que as ruínas subterrâneas próximas estão sendo usadas como quartéis para as tropas inimigas.{#Name=""Decadus""}","I heard tell the nearby underground ruins are{LF}being used as barracks for the enemy troops.{#Name=""Decadus""}"
"Bom o suficiente. Vamos começar por lá.{#Name=""Zero""}","Good enough. We'll start there.{#Name=""Zero""}"
"O que eu devo fazer?{#Name=""Mikhail""}","So what should I do?{#Name=""Mikhail""}"
"Você voa e espiona à frente, certo?{#Name=""Zero""}","You fly up and scout ahead, yeah?{#Name=""Zero""}"
"Você conseguiu, Zero! Você conseguiu!{#Name=""Mikhail""}","You got it, Zero! You got it!{#Name=""Mikhail""}"
"Então, vamos começar por lá.{#Name=""ゼロ""}","じゃあ、まずはそこからかな{#Name=""ゼロ""}"
"O que eu devo fazer?{#Name=""ミハイル""}","ボクはどうすればいいの？{#Name=""ミハイル""}"
"Você é responsável por coletar informações do alto.{#Name=""ゼロ""}","キミは上空からの情報収集を頼む{#Name=""ゼロ""}"
"Entendi! Entendi!{#Name=""ミハイル""}","了解だよ！了解だよ！{#Name=""ミハイル""}"
"Conversa inicial{#Name="" ""}","初回会話{#Name="" ""}"
"Conversa em loop{#Name="" ""}","ループ会話{#Name="" ""}"
"Eu acabei de lembrar de algo. Um golem me disse{LF}que a Two está no Santuário das Areias!{#Name=""Mikhail""}","I just remembered something. A golem told me{LF}that Two is in the Shrine of Sands!{#Name=""Mikhail""}"
"Um golem ""contou"" para você? Golens não podem falar, idiota.{LF}Eles são de pedra.{#Name=""Zero""}","A golem ""told"" you? Golems can't talk, dummy.{LF}They're stone.{#Name=""Zero""}"
"Bem, ele não falou ou coisa assim.{LF}Foi mais como sua alma falou comigo.{#Name=""Mikhail""}","Well, he didn't talk or whatever.{LF}It was more like his soul spoke to me.{#Name=""Mikhail""}"
"Não há tal coisa como uma alma.{#Name=""Zero""}","There's no such thing as a soul.{#Name=""Zero""}"
"Eu acabei de lembrar de algo. Um golem me disse{LF}que a Two está no Santuário das Areias!{#Name=""Mikhail""}","I just remembered something. A golem told me{LF}that Two is in the Shrine of Sands!{#Name=""Mikhail""}"
"Cent afirmou que o dragão da Zero seria sua queda.{#Name=""Accord""}","Cent claimed Zero's dragon would be her downfall.{#Name=""Accord""}"
"Qual foi o significado por trás dessa profecia ominosa?{#Name=""Accord""}","What was the meaning behind this ominous prophecy?{#Name=""Accord""}"
"Em busca de informações, Zero viajou para{LF}as ruínas abaixo da Terra das Areias...{#Name=""Accord""}","In search of information, Zero traveled to{LF}the ruins beneath the Land of Sands...{#Name=""Accord""}"
