"translation","source","can_modify"
"Prossiga para a próxima missão?{#Name=""ミハイル""}","Proceed to the next mission?{#Name=""ミハイル""}","0"
"Conversa de demonstração para todos{#Name=""ミハイル""}","みんなで話すデモ{#Name=""ミハイル""}","0"
"Agora, vocês dois. Posso ter um momento?{#Name=""Zero""}","Now, you two. Can I have a moment?{#Name=""Zero""}","0"
"Sim.{#Name=""Decadus/Octa""}","Yes.{#Name=""Decadus/Octa""}","0"
"Bom. Porque vocês dois precisam ouvir isso.{#Name=""Zero""}","Good. Because you both need to hear this.{#Name=""Zero""}","0"
"...Sim?{#Name=""Decadus/Octa""}","...Yes?{#Name=""Decadus/Octa""}","0"
"Não vou perder tempo aqui.{#Name=""Zero""}","I'm not going to mince words here.{#Name=""Zero""}","0"
"É sobre nossas... atividades noturnas.{#Name=""Zero""}","It's about our...nighttime activities.{#Name=""Zero""}","0"
"Seu desempenho tem sido abismal.{#Name=""Zero""}","Your performance has been abysmal.{#Name=""Zero""}","0"
"Absurdo!{#Name=""Octa""}","Preposterous!{#Name=""Octa""}","0"
"Meu controle gigantesco é o assunto de tavernas em todo o mundo—{#Name=""Octa""}","My gargantuan joy-stick is the talk of the town in taverns the world—{#Name=""Octa""}","0"
"Tamanho não é sinônimo de ""alegria"" nesse caso.{#Name=""Zero""}","Size doesn't equate to ""joy"" in this case.{#Name=""Zero""}","0"
"Hã?{#Name=""Octa""}","Huh?{#Name=""Octa""}","0"
"Olhe. Não é sobre quantas vezes você continua...{#Name=""Zero""}","Look. It's not about how many times you continue...{#Name=""Zero""}","0"
"É sobre aproveitar ao máximo sua sessão de jogo.{#Name=""Zero""}","It's about making the most of your play session.{#Name=""Zero""}","0"
"Apenas ser ""gigantesco"" é inútil.{#Name=""Zero""}","Just being ""gargantuan"" is worthless.{#Name=""Zero""}","0"
"Então, melhore suas habilidades ou estamos terminados. Entendeu?{#Name=""Zero""}","So either level up your skills, or we're done. Got it?{#Name=""Zero""}","0"
"S-Sim, minha senhora! Terribly sorry, minha senhora!{#Name=""Octa""}","Y-Yes, my lady! Terribly sorry, my lady!{#Name=""Octa""}","0"
"Quanto a você, Decadus. Francamente, você sempre foi{LF}um cavalheiro perfeito para mim.{#Name=""Zero""}","As for you, Decadus. Frankly, you've always been{LF}a perfect gentleman to me.{#Name=""Zero""}","0"
"Procuro apenas servi-la em todas as coisas, minha senhora.","I seek only to serve you in all things, my lady.{#Name=""Decadus""}","0"
"Mas suas...preferências são um pouco...extremas.","But your...preferences are a bit...extreme.{#Name=""Zero""}","0"
"Não podemos passar cinco minutos sem você me pedir{LF}para puni-la de alguma forma.","We can't go five minutes without you begging me{LF}to punish you somehow.{#Name=""Zero""}","0"
"Uuunnngh...","Uuunnngh...{#Name=""Decadus""}","0"
"Esse tipo de coisa é bom de vez em quando, mas se{LF}fizermos isso todas as vezes, perde seu impacto.","That kind of stuff is fine on occasion, but if we{LF}do it every single time, it loses its impact.{#Name=""Zero""}","0"
"Mil desculpas, minha senhora.","A thousand apologies, my lady.{#Name=""Decadus""}","0"
"Ótimo, então. Estou feliz que tivemos essa conversa.{LF}Aula encerrada.","Great, then. I'm glad we had this talk.{LF}Class dismissed.{#Name=""Zero""}","0"
"Sim, minha senhora!","Yes, my lady!{#Name=""Decadus/Octa""}","0"
"A propósito, Octa. Você já considerou apenas...{LF}satisfazer-se?","By the way, Octa. Do you ever consider just...{LF}you know. Satisfying yourself?{#Name=""Zero""}","0"
"Oh ho! E por que eu faria isso quando tenho{LF}o mundo todo como meu amante?","Oh ho! And why would I do that when I have{LF}the whole world as my lover?{#Name=""Octa""}","0"
"O mundo... Espere, o quê?","The whole... Wait, what?{#Name=""Zero""}","0"
"Bem, um Intonador é o melhor, é claro.{LF}Mas se não estiver disponível, um humano servirá.","Well, an Intoner is best, of course.{LF}But if one's not available, a human will suffice.{#Name=""Octa""}","0"
"Se nenhum desses estiver disponível, ****** vai servir. ***** estão bem,{LF}também—inclusive, eu tenho gostado muito de ******* ultimamente!","If neither of those are available, ****** will do. ***** are all right,{LF}too—in fact, I've been really enjoying ******* lately!{#Name=""Octa""}","0"
"Isso é simplesmente maravilhoso.{#Name=""Zero""}","That's just wonderful.{#Name=""Zero""}","0"
"Você sabe, o que eu realmente gostaria de tentar algum dia? Um ******!{#Name=""Octa""}","You know, what I'd really like to try sometime? A ******!{#Name=""Octa""}","0"
"Vocês nunca dormem? Eu sempre ouço os três de vocês{LF}gritando e fazendo barulhos estranhos à noite...{#Name=""Mikhail""}","Do you guys ever sleep? I always hear the three of you{LF}yelling and making weird noises at night...{#Name=""Mikhail""}","0"
"Nós estamos apenas brincando antes de irmos para a cama.{#Name=""Zero""}","We're just playing around before we go to bed.{#Name=""Zero""}","0"
"Você está brincando? Ah, não é justo! Eu quero brincar também!{#Name=""Mikhail""}","You're playing? Aw, no fair! I wanna play too!{#Name=""Mikhail""}","0"
"Hum...sim, não. Isso não vai funcionar.{#Name=""Zero""}","Um...yeah, no. That's not going to work.{#Name=""Zero""}","0"
"Posso brincar quando eu crescer? Hein? Por favor!?{#Name=""Mikhail""}","Can I play when I grow up? Huh? Pleeease!?{#Name=""Mikhail""}","0"
"Nós vamos falar sobre isso mais tarde.{#Name=""Zero""}","We'll talk about it later.{#Name=""Zero""}","0"
"Menino, eu espero ansiosamente crescer logo.{LF}Não posso esperar para brincar com vocês todos à noite!{#Name=""Mikhail""}","Boy, I sure hope I grow up soon.{LF}I can't wait to play with you guys all night!{#Name=""Mikhail""}","0"
"Tendo dificuldade para dormir, minha senhora?{#Name=""Decadus""}","Having trouble sleeping, my lady?{#Name=""Decadus""}","0"
"Não estou cansada, acho.{#Name=""Zero""}","Not tired, I guess.{#Name=""Zero""}","0"
"Imagino que não. Só um louco poderia dormir{LF}em um mundo como este.{#Name=""Decadus""}","I imagine not. Only a madman could sleep{LF}in a world such as this.{#Name=""Decadus""}","0"
"Ainda assim, por favor tente dormir. Você precisa descansar.{#Name=""Decadus""}","Still, please try to sleep. You need your rest.{#Name=""Decadus""}","0"
"O que você é, minha mãe?{#Name=""Zero""}","What are you, my mother?{#Name=""Zero""}","0"
"Não. Eu sou seu discípulo.{#Name=""Decadus""}","No. I am your disciple.{#Name=""Decadus""}","0"
"Jurei servir você por toda a eternidade.{LF}Jurei dar minha vida em seu nome se necessário.{#Name=""Decadus""}","I swore to serve you for eternity.{LF}I swore to give my life in your name if needs be.{#Name=""Decadus""}","0"
"Tudo bem, tudo bem. Se eu precisar de algo, eu aviso.{#Name=""Zero""}","All right, all right. If I need something, I'll let you know.{#Name=""Zero""}","0"
"Espero ansiosamente suas ordens.{#Name=""Decadus""}","I eagerly await your orders.{#Name=""Decadus""}","0"
"Suponho que Lady Três nunca esteve na floresta afinal.{#Name=""Decadus""}","I suppose Lady Three was never in the forest after all.{#Name=""Decadus""}","0"
"Ho ho! A Terra de Areias, então?{LF}Ou talvez a Cidade da Catedral?{#Name=""Octa""}","Ho ho! The Land of Sands, then?{LF}Or perhaps the Cathedral City?{#Name=""Octa""}","0"
"Melhor lidar com ambos.{LF}Um e Três têm que estar escondidos em algum lugar.{#Name=""Zero""}","Better tackle them both.{LF}One and Three have to be hiding somewhere.{#Name=""Zero""}","0"
"Você voa e procura de cima.{LF}Os três de nós vamos verificar as ruínas subterrâneas.{#Name=""Zero""}","You fly up and search from above.{LF}The three of us'll check the underground ruins.{#Name=""Zero""}","0"
"Ok!{#Name=""Mikhail""}","Okay!{#Name=""Mikhail""}","0"
"Muito bem, minha senhora.{#Name=""Octa""}","Very well, my lady.{#Name=""Octa""}","0"
"Entendido.{#Name=""Decadus""}","Understood.{#Name=""Decadus""}","0"
"......{#Name=""Zero""}","......{#Name=""Zero""}","0"
"............{#Name=""Zero""}","............{#Name=""Zero""}","0"
"Minha senhora?{#Name=""Octa""}","My lady?{#Name=""Octa""}","0"
"Isso parece... estranho, de alguma forma.{#Name=""Zero""}","This feels...off, somehow.{#Name=""Zero""}","0"
"Talvez porque Dito não está aqui para reclamar do plano...{#Name=""Octa""}","Perhaps because Dito isn't here to complain about the plan...{#Name=""Octa""}","0"
"E Cent não está inventando fatos que não poderiam ser verdadeiros.{#Name=""Octa""}","And Cent's not making up facts that couldn't possibly be true.{#Name=""Octa""}","0"
"Sim, eu suponho que você esteja certo.{#Name=""Zero""}","Yeah, I suppose you're right.{#Name=""Zero""}","0"
"Hmm...{#Name=""Zero""}","Hmm...{#Name=""Zero""}","0"
"Ah ah! Então parece que os discípulos sempre foram destinados{LF}a serem emparelhados com certos Intonadores...?{#Name=""Octa""}","Oh ho! So it seems disciples were always meant{LF}to be paired with certain Intoners...?{#Name=""Octa""}","0"
"É.{#Name=""Zero""}","Yep.{#Name=""Zero""}","0"
"Bem, isso explica muito.{#Name=""Octa""}","Well, this explains a lot.{#Name=""Octa""}","0"
"Então Dito e Cent reverteram para suas formas originais{#Name=""Octa""}","So Dito and Cent reverted to their original forms{#Name=""Octa""}","0"
"como pagamento por invocar anjos sem o poder dos Intonadores...{#Name=""Octa""}","as payment for summoning angels without their Intoners' power...{#Name=""Octa""}","0"
"Leva muita energia para invocar um anjo.{LF}Sem o poder de uma canção,{#Name=""Zero""}","It takes a lot of energy to summon an angel.{LF}Without the power of a song,{#Name=""Zero""}","0"
"não havia como eles manterem suas formas humanas.{#Name=""Zero""}","there was no way for them to keep their human forms.{#Name=""Zero""}","0"
"Há há há... Bem, isso certamente bagunça as coisas agora, não é?{#Name=""Octa""}","Ho ho ho... Well, this certainly mucks up the works, now, doesn't it?{#Name=""Octa""}","0"
"E além disso, parece que Mikhail{LF}está tendo dificuldade em reprimir seu apetite.{#Name=""Octa""}","And on top of that, it looks like Mikhail{LF}is having trouble restraining his appetite.{#Name=""Octa""}","0"
"Você poderia dizer isso.{#Name=""Zero""}","You could say that.{#Name=""Zero""}","0"
"O que aquela garota do Acordo disse novamente?{#Name=""Octa""}","What did that Accord girl say again?{#Name=""Octa""}","0"
"É um instinto de dragão consumir a flor?{#Name=""Octa""}","It's a dragon's instinct to consume the flower?{#Name=""Octa""}","0"
"Não acho que ele possa controlar algo como isso tão facilmente...{#Name=""Octa""}","I don't think he can hold something like that in check so easily...{#Name=""Octa""}","0"
"Hmmm...{#Name=""Octa""}","Hmmm...{#Name=""Octa""}","0"
"Quando chegar a hora, vou alimentá-lo.{#Name=""Zero""}","When the time comes, I'll feed him.{#Name=""Zero""}","0"
"Ele pode ter me.{#Name=""Zero""}","He can have me.{#Name=""Zero""}","0"
"A propósito, Octa...{#Name=""Zero""}","By the way, Octa...{#Name=""Zero""}","0"
"Sim?{#Name=""Octa""}","Yes?{#Name=""Octa""}","0"
"Não é hora de você tomar um banho?{#Name=""Zero""}","Isn't it about time you had a bath?{#Name=""Zero""}","0"
"Mas eu pensei que você gostava do meu odor musky!{#Name=""Octa""}","But I thought you enjoyed my musky odor!{#Name=""Octa""}","0"
"Além disso, o doce toque de funk de homem realmente me coloca no clima...{#Name=""Octa""}","Besides, the sweet tang of man-funk really gets me in the mood...{#Name=""Octa""}","0"
"Lave-se ou saia.{#Name=""Zero""}","Wash up or get out.{#Name=""Zero""}","0"
"Bondade, isso é um dilema mesmo...{#Name=""Octa""}","Goodness, this is quite the dilemma indeed...{#Name=""Octa""}","0"
"...Sério?{#Name=""Zero""}","...Really?{#Name=""Zero""}","0"
"Se nenhum desses estiver disponível, plantas servirão. Árvores estão bem,{LF}também - na verdade, eu tenho gostado muito de mangos ultimamente!{#Name=""Octa""}","If neither of those are available, plants will do. Trees are all right,{LF}too—in fact, I've been really enjoying mangoes lately!{#Name=""Octa""}","0"
"Você sabe, o que eu realmente gostaria de tentar um dia? Um durian!{#Name=""Octa""}","You know, what I'd really like to try sometime? A durian!{#Name=""Octa""}","0"
"É incrível se perder em um deserto como esse...{#Name=""ゼロ""}","こんなクソみたいな砂漠で迷うとは……{#Name=""ゼロ""}","0"
"Nós somos Registros.{#Name=""Accord""}","We are Recorders.{#Name=""Accord""}","0"
"Nosso dever é observar.{#Name=""Accord""}","Our duty is to observe.{#Name=""Accord""}","0"
"Mas quando continuei a registrar a singularidade conhecida como Zero,{#Name=""Accord""}","But as I continued to record the singularity known as Zero,{#Name=""Accord""}","0"
"Comecei a me sentir preenchido com emoções muito estranhas...{#Name=""Accord""}","I began to find myself filled with very strange emotions...{#Name=""Accord""}","0"
