"translation","source"
"Faça seu caminho por essa floresta misteriosa.{#Name=""説明文""}","Make your way through this mysterious forest.{#Name=""説明文""}"
"Derrote os soldados inimigos!{#Name=""説明文""}","Defeat the enemy soldiers!{#Name=""説明文""}"
"Encaixe o Cubo Gárgola na porta!{#Name=""説明文""}","ガーゴイルキューブを門にはめろ！{#Name=""説明文""}"
"Encaixe 4 Cubos Gárgola na porta!{#Name=""説明文""}","ガーゴイルキューブ４体を門にはめろ！{#Name=""説明文""}"
"Encaixe 6 Cubos Gárgola na porta!{#Name=""説明文""}","ガーゴイルキューブ６体を門にはめろ！{#Name=""説明文""}"
"Encaixe 8 Cubos Gárgola na porta!{#Name=""説明文""}","ガーゴイルキューブ８体を門にはめろ！{#Name=""説明文""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"Alerta! Alerta! Octa se juntou ao inimigo!{#Name=""Soldier A""}","Alert! Alert! Octa has joined with the enemy!{#Name=""Soldier A""}"
"Um discípulo traindo sua própria Intoner? Inconcebível!{#Name=""Soldier B""}","A disciple betraying his own Intoner? Unthinkable!{#Name=""Soldier B""}"
"É verdade? Octa agora é nosso inimigo?{#Name=""Soldier C""}","It is true? Octa's our enemy now?{#Name=""Soldier C""}"
"Deve haver um motivo! Talvez ele seja um agente duplo.{#Name=""Soldier D""}","There must be a reason! Maybe he's actually a double-agent.{#Name=""Soldier D""}"
"Ei, sim... Sim! Isso DEVE ser verdade!{#Name=""Soldier C""}","Hey, yeah... Yeah! That MUST be it!{#Name=""Soldier C""}"
"Merda! Estou ferido!{#Name=""Soldier E""}","Shit! I'm wounded!{#Name=""Soldier E""}"
"Tudo bem— aqui, vou te apoiar. Você vai ficar bem! Temos que continuar lutando!{#Name=""Soldier G""}","It's all right—here, I'll prop you up. You're gonna be okay! We have to keep fighting!{#Name=""Soldier G""}"
"Não desista! Se você desistir, tudo estará perdido!{#Name=""Soldier F""}","Don't give up! If you do, it'll be over for sure!{#Name=""Soldier F""}"
"Um homem precisa de um espírito bravo para superar uma Intoner amaldiçoada. Dê tudo de si!{#Name=""Soldier B""}","A man needs a brave spirit to best a cursed Intoner. Give her all you've got!{#Name=""Soldier B""}"
"É inútil. Não há como podemos vencer. Até Octa abandonou seu posto!{#Name=""Soldier G""}","It's hopeless. There's no way we can win. Even Octa's abandoned his post!{#Name=""Soldier G""}"
"Não se preocupe com Octa! Você ainda está aqui, não é? Agora, volte à formação!{#Name=""Soldier C""}","Never mind Octa! You're still here, aren't ya? Now get back in formation!{#Name=""Soldier C""}"
"Então, Three parece um pouco bagunçada.{#Name=""Dito""}","So Three sounds kinda messed up.{#Name=""Dito""}"
"Ah ah ah. Não tanto bagunçada quanto...simplesmente... estranho.{#Name=""Octa""}","Oh ho ho. Not so much messed up as{LF}simply...odd.{#Name=""Octa""}"
"Verdade, ela é imprevisível e armada com tesouras gigantes. Mas quando ela se excita...grrawl!{#Name=""Octa""}","True, she's unpredictable and armed with giant{LF}scissors. But when she gets aroused...grrawl!{#Name=""Octa""}"
"Heh. Parece uma mão cheia.{#Name=""Dito""}","Heh. Sounds like a handful.{#Name=""Dito""}"
"Ah sim. Embora sua mente seja afiada. Quase tão afiada quanto suas lâminas! Ah ah ah!{#Name=""Octa""}","Oh yes. Though her mind is sharp.{LF}Almost as sharp as her blades! Ho ho ho!{#Name=""Octa""}"
"Ei, você viu o que-é-o-cara ultimamente?{#Name=""Zero""}","Hey, you seen what's-his-face lately?{#Name=""Zero""}"
"Suponho que você esteja se referindo a Mikhail? Não, não o vi.{#Name=""Decadus""}","I assume you mean Mikhail?{LF}No, I have not.{#Name=""Decadus""}"
"Você gostaria que eu voltasse e procurasse por ele, minha senhora?{#Name=""Decadus""}","Would you like me to turn back{LF}and look for him, my lady?{#Name=""Decadus""}"
"Não. Faça isso uma vez e ele esperará. O idiota provavelmente está perdido novamente.{#Name=""Zero""}","No. Do it once and he'll expect it.{LF}Dummy's probably just lost again.{#Name=""Zero""}"
"Você não sabe onde Mikhail está? Ele é um dragão bebê, afinal de contas!{#Name=""ディト""}","ミハイル知らない？お子ちゃまドラゴンなんだけど{#Name=""ディト""}"
"Ah é? Até mesmo Octa não fez nada com um dragão!{#Name=""オクタ""}","さあ？さすがのオクタも、ドラゴンとヤッたことはありませぬ{#Name=""オクタ""}"
"Não sei se ele fez ou não!{#Name=""ディト""}","ヤッたかどうかは聞いてないよ{#Name=""ディト""}"
"As coisas que não foram feitas são esquecidas em três passos. Ah ah ah!{#Name=""オクタ""}","ヤッたことのないモノのことは、３歩歩くと忘れます。ほっほっほ{#Name=""オクタ""}"
"Octa, é mesmo verdade que as tesouras de Lady Three{LF}podem cortar tudo?{#Name=""Decadus""}","Octa, is it true Lady Three's scissors{LF}can cut through anything?{#Name=""Decadus""}"
"É mesmo! Não sei quantas vezes ela{LF}tentou remover minha preciosa truta de calça.{#Name=""Octa""}","It is! You don't know how many times she{LF}tried to remove my precious trouser trout.{#Name=""Octa""}"
"Ugh... Apenas a ideia dele...{LF}Isso soa como um inferno vivo...{#Name=""Decadus""}","Uuungh... Just the thought of it...{LF}It sounds like a living hell...{#Name=""Decadus""}"
"Sim. Sem a pequena Octa,{LF}eu não teria nada para viver!{#Name=""Octa""}","Indeed. Without Little Octa,{LF}I'd have nothing to live for!{#Name=""Octa""}"
"Huh? O que é isso?{#Name=""Zero""}","Huh? What's this?{#Name=""Zero""}"
"Quando estou aberto, não estou aberto.{#Name=""Three""}","When I am open, I am not open.{#Name=""Three""}"
"Quando estou fechado, não estou fechado.{LF}...O que sou eu?{#Name=""Three""}","When I am closed, I am not closed.{LF}...What am I?{#Name=""Three""}"
"O que diabos foi aquilo?{#Name=""Zero""}","The hell was that about?{#Name=""Zero""}"
"Provavelmente são enigmas.{LF}Acredito que eles não tenham sentido.{#Name=""Octa""}","Riddles, most likely.{LF}I imagine they're meaningless.{#Name=""Octa""}"
"Lady Three sempre gostou de jogos de engenho.{#Name=""Octa""}","Lady Three always did enjoy her games of wit.{#Name=""Octa""}"
"Que incômodo. Essa garota está louca.{#Name=""Zero""}","What a pain. That girl is messed in the head.{#Name=""Zero""}"
"Uma descrição adequada, se perguntar eu!{LF}Ho ho ho!{#Name=""Octa""}","An apt description if I do say so myself!{LF}Ho ho ho!{#Name=""Octa""}"
"Então nós apenas destroemos essa caixa enquanto ela{LF}está aberta?{#Name=""Zero""}","So we just bash this box up while it's open?{#Name=""Zero""}"
