"translation","source"
"Prossiga para a próxima missão?{#Name="" ""}","Proceed to the next mission?{#Name="" ""}"
"Todos se reunem em um lugar{#Name="" ""}","みんなで一つの場所に集まるデモ{#Name="" ""}"
"O que você está fazendo com os dedos?{#Name=""Zero""}","What're you doing with your fingers?{#Name=""Zero""}"
"Contando todas as coisas ruins nesta floresta.{#Name=""Dito""}","Countin' all the bad stuff in this forest.{#Name=""Dito""}"
"Nós temos veneno... Nós temos os mortos-vivos...{LF}Nós temos trolls... Nós temos titãs...{#Name=""Dito""}","We got poison... We got the undead...{LF}We got trolls... We got titans...{#Name=""Dito""}"
"Isso é difícilmente minha ideia de um bom tempo.{#Name=""Dito""}","This is hardly my idea of a good time.{#Name=""Dito""}"
"Pensei que você gostava de matar coisas feias.{#Name=""Zero""}","I thought you enjoyed killing ugly things.{#Name=""Zero""}"
"Pensei que você estaria feliz como um porco no lixo agora.{#Name=""Zero""}","Figured you'd be happy as a pig in shit right now.{#Name=""Zero""}"
"...Pfft.{#Name=""Dito""}","...Pfft.{#Name=""Dito""}"
"Há algo... Não sei, cara.{LF}Há apenas algo errado sobre este lugar.{#Name=""Dito""}","There's something... I don't know, man.{LF}There's just something wrong about this place.{#Name=""Dito""}"
"Parece que esta floresta está se desintegrando.{LF}Como se tudo estivesse de alguma forma...perdendo coesão.{#Name=""Decadus""}","It feels like this forest is falling apart.{LF}As if everything is somehow...losing cohesion.{#Name=""Decadus""}"
"Certo? Isso está me fazendo sentir tudo doente e coisa.{#Name=""Dito""}","Right? It's making me feel all sick and stuff.{#Name=""Dito""}"
"Sim. Estou também atormentado com desconforto.{#Name=""Decadus""}","Indeed. I am wracked with discomfort as well.{#Name=""Decadus""}"
"Tanto desconforto...lindo desconforto... Nnnngh...{#Name=""Decadus""}","Such terrible...beautiful discomfort... Nnnngh...{#Name=""Decadus""}"
"Uh oh. Lá vai ele.{#Name=""Zero""}","Uh oh. There he goes.{#Name=""Zero""}"
"Sim!{#Name=""Octa""}","Indeed!{#Name=""Octa""}"
"O fim do mundo pode estar próximo, e ainda assim{LF}estamos aqui consumidos pela inação...{#Name=""Decadus""}","The end of the world may be nigh, and yet we{LF}sit here wracked with inaction...{#Name=""Decadus""}"
"Ah, como eu adoro essa frustração!{#Name=""Decadus""}","Oh, how I love to be frustrated so!{#Name=""Decadus""}"
"Você sente isso também, Octa?{#Name=""Zero""}","You feel it too, Octa?{#Name=""Zero""}"
"Ah, eu sinto alguma coisa, sim! Algo nas minhas calças!{#Name=""Octa""}","Oh, I feel something all right! Something in my trousers!{#Name=""Octa""}"
"Além disso.{#Name=""Zero""}","Besides that.{#Name=""Zero""}"
"Dito disse que sentiu algo... estranho acontecendo por aqui.{#Name=""Zero""}","Dito said he felt something...weird going on around here.{#Name=""Zero""}"
"Ah, isso. Bem, sim, o mundo realmente parece um pouco desequilibrado.{#Name=""Octa""}","Oh. That. Well, yes, the world does seem a tad out of balance. {#Name=""Octa""}"
"Embora isso possa ser só todo o sangue que está{LF}subindo para minha cabeça!{#Name=""Octa""}","Though that could just be all the blood that's currently{LF}rushing from my head!{#Name=""Octa""}"
"Talvez um rápido passeio no meu cavalo de pau{LF}me ajudasse a voltar ao normal. O que me diz?{#Name=""Octa""}","Perhaps a brief ride on my hobby horse would help{LF}make me right again. What do you say?{#Name=""Octa""}"
"Vamos ficar bem, Zero? Digo, com toda essa coisa...{LF}importante que vocês estão falando.{#Name=""Mikhail""}","Are we gonna be okay, Zero? I mean, with all this...{LF}important-sounding stuff you guys are talking about.{#Name=""Mikhail""}"
"Não se intrometa em assuntos que não entende.{#Name=""Zero""}","Don't butt in on things you don't understand.{#Name=""Zero""}"
"Ei, qual é! Eu também quero falar sobre coisas importantes!{#Name=""Mikhail""}","Hey, come on! I wanna talk about important-sounding stuff too!{#Name=""Mikhail""}"
"Ah...{#Name=""ミハイル""}","えっ{#Name=""ミハイル""}"
"Não acho que você consiga acompanhar a minha inteligência, maaas, sabe como é...{#Name=""セント""}","私の知能に追いつけるとは思わないけどぉお、そこはほらぁ{#Name=""セント""}"
"Eu posso ensinar se eu abaixar meu nível, é isso que significa ter verdadeira inteligência.{#Name=""セント""}","私がレベルをさげて教えられるしぃい、{LF}てか、それができるのが真の知性だしぃい{#Name=""セント""}"
"Ajude-me, Zero! Cent não para!{#Name=""ミハイル""}","助けて、ゼロ！　セントが止まらない！{#Name=""ミハイル""}"
"Eu só quero saber o que está acontecendo.{#Name=""Mikhail""}","I just want to know what's going on.{#Name=""Mikhail""}"
"Eu quero saber sobre todas as coisas...{#Name=""Mikhail""}","I want to know about all kinds of things...{#Name=""Mikhail""}"
"Hmm.... Quem é essa mulher que continua a pairar{LF}nos cantos da minha mente?{#Name=""Cent""}","Hmm.... Who is this woman that continues to flit about{LF}the corners of my mind?{#Name=""Cent""}"
"Ela tem cabelo azul curto e olhos travessos.{LF}Acho que ela está...me olhando.{#Name=""Cent""}","She has short blue hair and mischievous eyes.{LF}I think she's...looking at me.{#Name=""Cent""}"
"Parece com a Two.{#Name=""Zero""}","Sounds like Two.{#Name=""Zero""}"
"Two? Hmm. Então é Two, é isso?{#Name=""Cent""}","Two? Hmm. So that's Two, is it?{#Name=""Cent""}"
"Two? Hmm. Então é Two, é isso?{#Name=""Cent""}","Two? Hmm. So that's Two, is it?{#Name=""Cent""}"
"Isso é estranho. Por que não consigo tirar seu rosto da minha mente?{#Name=""Cent""}","That's odd. Why can't I get her face out of my mind?{#Name=""Cent""}"
"Então o que fazemos agora?{#Name=""Mikhail""}","So what do we do now?{#Name=""Mikhail""}"
"Vamos mais fundo na floresta. Não há outra escolha.{#Name=""Decadus""}","Go deeper into the forest. There is no other choice.{#Name=""Decadus""}"
"Precisamos encontrar Lady One ou Lady Three{LF}o mais rápido possível.{#Name=""Octa""}","We need to find Lady One or Lady Three{LF}as soon as possible.{#Name=""Octa""}"
"Talvez possamos encontrar os dois ao mesmo tempo.{LF}Isso certamente vai tornar as coisas mais fáceis.{#Name=""Zero""}","Maybe we can find 'em both at once.{LF}That'll certainly make things easier.{#Name=""Zero""}"
"Atualizar{#Name=""Accord""}","Update{#Name=""Accord""}"
"A divergência desencadeada pela singularidade conhecida como Zero{#Name=""Accord""}","The divergence triggered by the singularity known as Zero{#Name=""Accord""}"
"levou a uma ampla gama de anomalias observadas.{#Name=""Accord""}","has led to a wide range of observed anomalies.{#Name=""Accord""}"
"A floresta mudou, e seus inimigos são mais violentos. Além disso,{#Name=""Accord""}","The forest has changed, and its foes are more violent. Furthermore,{#Name=""Accord""}"
"a singularidade conhecida como Two, e seu discípulo, Cent,{#Name=""Accord""}","the singularity known as Two, and her disciple, Cent,{#Name=""Accord""}"
"agora estão agindo independentemente um do outro.{#Name=""Accord""}","are now acting independently of one another.{#Name=""Accord""}"
"M3240_E0010_QV: Iniciar Gravação{#Name=""Accord""}","M3240_E0010_QV: Begin Recording{#Name=""Accord""}"
