"translation","source"
"A Zero chegou! Pare-a agora!{#Name=""Soldier A""}","Zero's arrived! Stop her now!{#Name=""Soldier A""}"
"O futuro da Lady One está em nossas mãos!{#Name=""Soldier B""}","Lady One's future is in our hands!{#Name=""Soldier B""}"
"Velocidade máxima! Temos que pará-la!{#Name=""Soldier C""}","Full speed ahead! We have to stop her!{#Name=""Soldier C""}"
"Solicitando apoio na retaguarda!{#Name=""Soldier D""}","Requesting rear support!{#Name=""Soldier D""}"
"Não desista! Ainda estamos nessa!{#Name=""Soldier E""}","Don't give up! We're still in this!{#Name=""Soldier E""}"
"Inimigo avistado! ...Droga, eles são rápidos!{#Name=""Soldier F""}","Enemy sighted! ...Damn, they're fast!{#Name=""Soldier F""}"
"Preciso de apoio!{#Name=""Soldier G""}","I need backup!{#Name=""Soldier G""}"
"Pela Lady One!{#Name=""Soldier A""}","For Lady One!{#Name=""Soldier A""}"
"Pela Lady One!{#Name=""Soldier A""}","For Lady One!{#Name=""Soldier A""}"
"Pela Lady One!{#Name=""Soldier A""}","For Lady One!{#Name=""Soldier A""}"
"Quem nos concedeu salvação quando tudo parecia perdido!?{#Name=""Soldier B""}","Who granted us salvation when all seemed lost!?{#Name=""Soldier B""}"
"Lady One!{#Name=""Soldier G""}","Lady One!{#Name=""Soldier G""}"
"Vou entrar! Cubram-me!{#Name=""Soldier C""}","I'm going in! Cover me!{#Name=""Soldier C""}"
"Consegui!{#Name=""Soldier D""}","Got it!{#Name=""Soldier D""}"
"Não podemos deixar que eles passem por aqui!{#Name=""Soldier D""}","We can't let them past here!{#Name=""Soldier D""}"
"Nossa força combinada será a salvação da Lady One!{#Name=""Soldier E""}","Our combined might will be Lady One's salvation!{#Name=""Soldier E""}"
"O que aquele demônio nojento está planejando fazer com nossa Lady One!?{#Name=""Soldier E""}","What's that foul demon planning to do with our Lady One!?{#Name=""Soldier E""}"
"Eu hesito em sequer pensar nisso! Temos que pará-la!{#Name=""Soldier F""}","I hesitate to even think it! We must put a stop to her!{#Name=""Soldier F""}"
"A Lady One trará salvação ao mundo!{#Name=""Soldier F""}","Lady One will bring salvation to the world!{#Name=""Soldier F""}"
"Todos se ajoelharão diante da majestade da Lady One!{#Name=""Soldier B""}","All will bow the knee before Lady One's majesty!{#Name=""Soldier B""}"
"Por favor, proteja a Lady One para nós!{#Name=""Soldier G""}","Please protect Lady One for us!{#Name=""Soldier G""}"
"A oração sozinha não é suficiente. Levante-se e lute pelo seu salvador!{#Name=""Soldier C""}","Prayer alone won't cut it. Stand up and fight for your savior!{#Name=""Soldier C""}"
"Avante! Avante!{#Name=""Soldier B""}","Forward! Forwaaaaaard!{#Name=""Soldier B""}"
"A Lady One precisa da nossa ajuda!{#Name=""Soldier A""}","Lady One needs our help!{#Name=""Soldier A""}"
"Nós temos a bênção da Lady One do nosso lado!{#Name=""Soldier E""}","We have Lady One's blessing on our side!{#Name=""Soldier E""}"
"Você está certo! Não podemos perder agora!{#Name=""Soldier G""}","You're right! We can't lose now!{#Name=""Soldier G""}"
"Proteja-nos! Guie-nos!{#Name=""Soldier B""}","Protect us! Guide us!{#Name=""Soldier B""}"
"Os ventos da vitória estão soprando!{#Name=""Soldier D""}","The winds of victory are blowing!{#Name=""Soldier D""}"
"Então isso é a base da Lady One, é?{#Name=""Zero""}","So this is One's home base, is it?{#Name=""Zero""}"
"Estou bem! Vá pegar aquele cara! {#Name=""Zero""}","I'm fine! Go get that guy! {#Name=""Zero""}"
"Certo! Tenha cuidado, Zero! Tenha cuidado, okay?{#Name=""Mikhail""}","Right! Be careful, Zero! Be careful, okay?{#Name=""Mikhail""}"
"Pare de se repetir!{#Name=""Zero""}","Stop repeating yourself!{#Name=""Zero""}"
"Meu nome é Zero, a Intoner original, e a imortal—{#Name=""Zero""}","My name is Zero, the original Intoner, and the immortal—{#Name=""Zero""}"
"PARE COM ISSO! Estou tentando fazer um discurso aqui!{#Name=""Zero""}","KNOCK IT OFF! I'm trying to make a speech here!{#Name=""Zero""}"
"Agora... Uh...{#Name=""Zero""}","Now... Uh...{#Name=""Zero""}"
"Pelo amor de Deus! Agora eu perdi o meu lugar!{#Name=""Zero""}","Oh for fuck's sake! Now I lost my place!{#Name=""Zero""}"
"Acha que está pronto para mim!?{#Name=""Soldier A""}","Think you're ready for me!?{#Name=""Soldier A""}"
"Ha! Isso é tão fofo.{#Name=""Zero""}","Ha! That's so cute.{#Name=""Zero""}"
"A única maneira de passar por aqui é sobre nossos corpos mortos!{#Name=""Soldier B""}","The only way through here is over our dead bodies!{#Name=""Soldier B""}"
"Oh ho! Isso é mesmo o tipo de coisa que você{LF}quer dizer a uma Intoner e sua discípula?{#Name=""Octa""}","Oh ho! Is that really the kind of thing you{LF}want to say to an Intoner and her disciple?{#Name=""Octa""}"
"Segure-a o máximo que puder!{LF}Lady One está contando conosco!{#Name=""Soldier E""}","Hold her off as long as you can!{LF}Lady One's counting on us!{#Name=""Soldier E""}"
"Ela vai contar seus corpos em breve!{#Name=""Zero""}","She'll be counting your bodies soon!{#Name=""Zero""}"
"Não vou deixar que toquem nem um dedo na Lady One!{#Name=""兵士G""}","ワン様には指一本触れさせない！{#Name=""兵士G""}"
"Ela vai contar seus corpos em breve!{#Name=""Zero""}","She'll be counting your bodies soon!{#Name=""Zero""}"
"Nnngh...{#Name=""Zero""}","Nnngh...{#Name=""Zero""}"
"Você está bem, Zero? Você está bem!?{#Name=""Mikhail""}","Are you okay, Zero? Are you okay!?{#Name=""Mikhail""}"
"Pare de repetir coisas, droga!{#Name=""Zero""}","Stop repeating things, dammit!{#Name=""Zero""}"
"Mas sua flor...{#Name=""Mikhail""}","But your flower...{#Name=""Mikhail""}"
"Olhe. Você só se preocupe em matar One.{#Name=""Zero""}","Look. You just worry about killing One.{#Name=""Zero""}"
"Ela é um inimigo poderoso.{#Name=""Zero""}","She's a powerful foe.{#Name=""Zero""}"
"Ela mantém sua magia selada dentro{LF}ela mesma por pura vontade —{#Name=""Zero""}","She keeps her magic sealed inside{LF}her by pure will alone—{#Name=""Zero""}"
"É assim que ela conseguiu manter a sanidade.{#Name=""Zero""}","That's how she's managed to stay sane.{#Name=""Zero""}"
"E você não vai ser capaz de derrotá-la{LF}se continuar se distraindo!{#Name=""Zero""}","And you won't be able to beat her{LF}if you keep getting distracted!{#Name=""Zero""}"
"Mas—{#Name=""Mikhail""}","But—{#Name=""Mikhail""}"
"Não há mas!{#Name=""Zero""}","No buts!{#Name=""Zero""}"
"Ela... One é a mais forte de todas{#Name=""ゼロ""}","アイツ……ワンは最強なんだ{#Name=""ゼロ""}"
"Mais forte que você, Zero!?{#Name=""ミハイル""}","ゼロより強いの！？{#Name=""ミハイル""}"
"Claro que não! Ela é mais fraca que eu. Então, vai ficar tudo bem{#Name=""ゼロ""}","まさか！　私よりは弱い。弱いハズ。だから、大丈夫だ{#Name=""ゼロ""}"
"One!{#Name=""Zero""}","One!{#Name=""Zero""}"
"Você acha que é o única que pode consertar as coisas?{#Name=""One""}","You think you're the only one who can fix things?{#Name=""One""}"
"O mundo não precisa de Intoners!{#Name=""One""}","The world doesn't need Intoners!{#Name=""One""}"
"Heh. Eu concordo completamente.{#Name=""Zero""}","Heh. I completely agree.{#Name=""Zero""}"
"Então morra já!{#Name=""One""}","Then die already!{#Name=""One""}"
"Você primeiro, Irmã!{#Name=""Zero""}","You first, Sis!{#Name=""Zero""}"
"Posso erradicar as Intoners com a mesma facilidade que você!{#Name=""One""}","I can eradicate the Intoners as easily as you can!{#Name=""One""}"
"Como se eu pudesse confiar em você? Tenho que fazer isso sozinha!{#Name=""Zero""}","Like I can trust you? I have to do this myself!{#Name=""Zero""}"
"Você devia falar! Você deu à luz a essa maldição!{#Name=""One""}","You should talk! You gave birth to this curse!{#Name=""One""}"
"Seja qual for o nosso objetivo ou não,{#Name=""One""}","Whether we have the same goal or not,{#Name=""One""}"
"Juro pelas almas de minhas irmãs assassinadas...{#Name=""One""}","I swear by my murdered sisters' souls...{#Name=""One""}"
"Nunca vou perdoar você! Agora MORRA!{#Name=""One""}","I will never forgive you! Now DIE!{#Name=""One""}"
"Morra, morra, morra, MORRAAAA!{#Name=""One""}","Die, die, die, DIIIIIIE!{#Name=""One""}"
"Heh. Eu nunca pedi perdão.{#Name=""Zero""}","Heh. I never asked for forgiveness.{#Name=""Zero""}"
"Então pare de falar merda...{#Name=""Zero""}","So quit all your fucking yapping...{#Name=""Zero""}"
"e morra para mim já, One!{#Name=""Zero""}","and die for me already, One!{#Name=""Zero""}"
"Gravação: M5310_E0040_GM{#Name=""Accord""}","Recording: M5310_E0040_GM{#Name=""Accord""}"
"As defesas da flor criaram{LF}cinco irmãs do corpo de Zero.{#Name=""Accord""}","The flower's defenses created{LF}five sisters from Zero's body.{#Name=""Accord""}"
"No início, elas eram apenas cadáveres{LF}controlados pela flor.{#Name=""Accord""}","At first, they were simply corpses{LF}controlled by the flower.{#Name=""Accord""}"
"Mas logo, elas ganharam autoconsciência{LF}e começaram a agir por sua própria vontade.{#Name=""Accord""}","But soon, they gained self-awareness{LF}and began to act of their own free will.{#Name=""Accord""}"
"Se a flor não for destruída, a humanidade{LF}não tem futuro nessa ramificação.{#Name=""Accord""}","If the flower isn't destroyed, mankind{LF}has no future in this branch.{#Name=""Accord""}"
"Alguns de nós achamos que essa{LF}ramificação deve ser selada imediatamente,{#Name=""Accord""}","Some of us are of the opinion that this{LF}branch should be sealed off at once,{#Name=""Accord""}"
"mas eu discordo.{#Name=""Accord""}","but I disagree.{#Name=""Accord""}"
"Eu acho que pelo menos um deles{LF}poderia ser capaz de realizar isso...{#Name=""Accord""}","I think at least one of them{LF}might be able to accomplish it...{#Name=""Accord""}"
"...Não. Eu devia parar.{#Name=""Accord""}","...No. I should stop. {#Name=""Accord""}"
"Vou apagar essa entrada e passar a gravação{LF}para o próximo passo em seu estado atual.{#Name=""Accord""}","I'll erase this entry and hand the recording{LF}off to the next pass in its current state.{#Name=""Accord""}"
"Fim da Gravação.{#Name=""Accord""}","End Recording.{#Name=""Accord""}"
"Armisael, invada!{#Name=""Octa""}","Armisael, invade!{#Name=""Octa""}"
"Octa!{#Name=""Zero""}","Octa!{#Name=""Zero""}"
"Oh ho ho! Uma pena que não pudemos afiar a pedra de amolar uma última vez, minha senhora!{#Name=""Octa""}","Oh ho ho! A pity we couldn't grind the whetstone one last time, my lady!{#Name=""Octa""}"
"Veja? Mesmo em tempos de crise, minha espada-masculina é tão afiada quanto a de uma bruxa—{#Name=""Octa""}","See? Even in times of crisis, my man-sword is as sharp as a witch's—{#Name=""Octa""}"
"{06}>{#Name=""Zero""}","{06}>{#Name=""Zero""}"
"{06}>{#Name=""Zero""}","{06}>{#Name=""Zero""}"
"Ativar acelerador!{#Name=""Accord""}","Engage accelerator!{#Name=""Accord""}"
"Nossa, você é teimoso!{#Name=""Accord""}","Geez, you're stubborn!{#Name=""Accord""}"
"Alerta!{#Name=""Accord""}","Alert!{#Name=""Accord""}"
"Solicitando condição dois-três-oito{#Name=""Accord""}","Requesting condition two-dash-eight{#Name=""Accord""}"
"sob autoridade setecentos setenta e sete:{#Name=""Accord""}","under authority seven hundred seventy seven:{#Name=""Accord""}"
"Carregar o código seguinte!{#Name=""Accord""}","Load the following code!{#Name=""Accord""}"
"Zero! Daqui a 51,08 segundos, o escudo desaparecerá por 0,5 segundos!{#Name=""Accord""}","Zero! 51.08 seconds from now, the shield will vanish for 0.5 seconds!{#Name=""Accord""}"
"Accord...{#Name=""Zero""}","Accord...{#Name=""Zero""}"
"Certifique-se de que você está pronto!{#Name=""Accord""}","Just make sure you're ready!{#Name=""Accord""}"
"Se você morrer aqui, toda essa ramificação vai ser encerrada!{#Name=""Accord""}","If you die here, this entire branch is going to terminate!{#Name=""Accord""}"
"Então coloque seu dinheiro onde sua boca está e faça isso acontecer!{#Name=""Accord""}","So put your money where your mouth is and make this happen!{#Name=""Accord""}"
"...Entendido.{#Name=""Accord (lit: Cell Phone)""}","...Understood.{#Name=""Accord (lit: Cell Phone)""}"
"...Executando código.{#Name=""Accord (lit: Cell Phone)""}","...Executing code.{#Name=""Accord (lit: Cell Phone)""}"
"{06}>{#Name=""Zero""}","{06}>{#Name=""Zero""}"
"Accoooooord!{#Name=""Zero""}","Accoooooord!{#Name=""Zero""}"
"Eu pensei que você...não ia interferir.{#Name=""Zero""}","I thought you...weren't going to interfere.{#Name=""Zero""}"
"Sim...mas...{#Name=""Accord""}","Yes...but...{#Name=""Accord""}"
"Isso foi...um pouco diferente...do que eu havia planejado...{#Name=""Accord""}","This went...a little different...than I had planned...{#Name=""Accord""}"
"No entanto...{#Name=""Accord""}","However...{#Name=""Accord""}"
"Eu acho que dessa maneira foi...mais humano...não foi?{#Name=""Accord""}","I think this way was...more human...wasn't it?{#Name=""Accord""}"
"É. Eu acho.{#Name=""Zero""}","Yeah. I guess.{#Name=""Zero""}"
"Zero... Por favor...{#Name=""Accord""}","Zero... Please...{#Name=""Accord""}"
"Eu estou...um pouco...cansada.{#Name=""Accord""}","I'm...a little...tired.{#Name=""Accord""}"
"Boa noite, Accord. Diga ao Mundo Antigo que eu disse olá.{#Name=""Zero""}","Good night, Accord. Tell the Old World I said hi.{#Name=""Zero""}"
"Derrote One!{#Name=""説明文""}","Defeat One!{#Name=""説明文""}"
"A entrada final em minha gravação está se aproximando.{#Name=""Accord""}","The final entry in my recording draws near.{#Name=""Accord""}"
"Não importa qual seja a conclusão que nos aguarda no final desta ramificação,{#Name=""Accord""}","No matter what conclusion awaits us at the end of this branch,{#Name=""Accord""}"
"Eu sei que nunca esquecerei essa jornada...{#Name=""Accord""}","I know that I will never forget this journey...{#Name=""Accord""}"
"Mas... e você, Zero?{#Name=""Mikhail""}","But...what about you, Zero?{#Name=""Mikhail""}"
"Eu não quero matar você...{#Name=""Mikhail""}","I don't wanna kill you...{#Name=""Mikhail""}"
"Tudo bem.{#Name=""Zero""}","It's all right.{#Name=""Zero""}"
"Todo mundo morre em algum momento.{#Name=""Zero""}","Everybody dies at some point.{#Name=""Zero""}"
"...E tecnicamente, eu já estou morta.{#Name=""Zero""}","...And technically, I'm already dead.{#Name=""Zero""}"
"Então você está apenas me ajudando a fechar o livro.{#Name=""Zero""}","So you're just helping me close the book. {#Name=""Zero""}"
"Poxa...{#Name=""Mikhail""}","Aww man...{#Name=""Mikhail""}"
"Zero...{#Name=""Mikhail""}","Zero...{#Name=""Mikhail""}"
"Agora o quê? Não ouse se acovardar comigo...{#Name=""Zero""}","Now what? Don't you dare wuss out on me...{#Name=""Zero""}"
"Não, eu estou... Eu vou fazer isso, Zero.{#Name=""Mikhail""}","No, I'm... I'm gonna do this, Zero.{#Name=""Mikhail""}"
"Eu quero dizer, vou tentar muito.{#Name=""Mikhail""}","I mean, I'll try real hard.{#Name=""Mikhail""}"
"Eu não entendo isso, e{LF}não sei se está certo...{#Name=""Mikhail""}","I don't understand this, and{LF}I don't know if it's right...{#Name=""Mikhail""}"
"Mas vou tentar!{#Name=""Mikhail""}","But I'm gonna try!{#Name=""Mikhail""}"
"Eu quero dizer, eu... Eu pode nunca{LF}ver você novamente, certo?{#Name=""Mikhail""}","I mean, I...I may not ever{LF}see you again, right?{#Name=""Mikhail""}"
"Isso... Isso pode ser a última vez...{#Name=""Mikhail""}","This... This may be the last time...{#Name=""Mikhail""}"
"Isso pode ser a última vez que{LF}nós estivermos juntos...{#Name=""Mikhail""}","This may be the last time we{LF}ever get to be together...{#Name=""Mikhail""}"
"Então eu quero ajudar você, Zero. Eu quero ajudar...{#Name=""Mikhail""}","So I want to help you, Zero. I want to help...{#Name=""Mikhail""}"
"...Obrigada.{#Name=""Zero""}","...Thanks.{#Name=""Zero""}"
"Gabriella...{#Name=""Zero""}","Gabriella...{#Name=""Zero""}"
"Escute, Octa e eu vamos cuidar da One!{#Name=""Zero""}","Listen, Octa and I will take care of One!{#Name=""Zero""}"
"Mas enquanto isso, preciso que você{LF}elimine aquele dragão!{#Name=""Zero""}","But in the meantime, I need you{LF}to take out that dragon!{#Name=""Zero""}"
"Ok, Zero! Eu farei isso por você!{#Name=""Mikhail""}","Okay, Zero! I'll do it for you!{#Name=""Mikhail""}"
"Vê? Mesmo em tempos de crise, minha espada-homem é tão afiada quanto a de uma bruxa—{#Name=""Octa""}","See? Even in times of crisis, my man-sword is as sharp as a witch's—{#Name=""Octa""}"
"Zero...{#Name=""ミハイル""}","ゼロ……{#Name=""ミハイル""}"
"Conto com você...{#Name=""ゼロ""}","頼むぞ……{#Name=""ゼロ""}"
"Quando a flor tiver florescido, destrua-a.{#Name=""ゼロ""}","花が咲ききった時に、破壊してくれ。{#Name=""ゼロ""}"
"……entendi.{#Name=""ミハイル""}","……わかった。{#Name=""ミハイル""}"
"Tenho algo a lhe dizer antes de ir.{#Name=""ゼロ""}","最後に伝えておくことがある。{#Name=""ゼロ""}"
"O que é?{#Name=""ミハイル""}","なあに？{#Name=""ミハイル""}"
"Você cresceu muito... Mikhail.{#Name=""ゼロ""}","立派になったな……ミハイル。{#Name=""ゼロ""}"
"Idiota... Você é uma idiota, Zero……{#Name=""ミハイル""}","ばか……ゼロの、ばかぁ……{#Name=""ミハイル""}"
"Derrote os inimigos que bloqueiam seu caminho!{#Name=""説明文""}","Defeat the enemies blocking your way!{#Name=""説明文""}"
"Derrote os inimigos que bloqueiam seu caminho!{#Name=""説明文""}","Defeat the enemies blocking your way!{#Name=""説明文""}"
"Mate One.{#Name=""説明文""}","Kill One.{#Name=""説明文""}"
" {#Name=""説明文""}"," {#Name=""説明文""}"
" {#Name=""説明文""}"," {#Name=""説明文""}"
