"translation","source"
"Aaaaaarrrgh, meu corpo...meu corpo...errgh... (delírio insano){#Name=""Soldier A""}","Aaaaaarrrgh, my bo...my bodd...errgh... (insane ranting){#Name=""Soldier A""}"
"Meu...corpo... (delírio insano){#Name=""Soldier A""}","My...b-body... (insane ranting){#Name=""Soldier A""}"
"Para...frente... Para...{#Name=""Soldier A""}","For...ward... Forw...{#Name=""Soldier A""}"
"Meu corpo, corpo, corpo-oo-oodd-erraargh... (delírio insano){#Name=""Soldier A""}","My bo, bo, bo-oo-oodd-erraargh... (insane ranting){#Name=""Soldier A""}"
"Você morre... (delírio insano){#Name=""Soldier B""}","You d-die... (insane ranting){#Name=""Soldier B""}"
"V-Você...! (delírio insano){#Name=""Soldier B""}","Y-You...! (insane ranting){#Name=""Soldier B""}"
"D-Demônio...In...toner... (delírio insano){#Name=""Soldier B""}","D-De-mon...In...toner... (insane ranting){#Name=""Soldier B""}"
"V-Você...d-di...grnngnnn...oh... (delírio insano){#Name=""Soldier B""}","Y-You...d-di...grnngnnn...oh... (insane ranting){#Name=""Soldier B""}"
"Ah...ee... Eeeeee! (delírio insano){#Name=""Soldier C""}","Ah...ee... Eeeeee! (insane ranting){#Name=""Soldier C""}"
"A-yaaayaya! (delírio insano){#Name=""Soldier C""}","A-yaaayaya! (insane ranting){#Name=""Soldier C""}"
"Zero! (delírio insano){#Name=""Soldier C""}","Ze...ro! (insane ranting){#Name=""Soldier C""}"
"Gaaaaaiiiii! (delírio insano){#Name=""Soldier C""}","Gaaaaaiiiii! (insane ranting){#Name=""Soldier C""}"
"S-Sie... S-Sieeege... (delírio insano){#Name=""Soldier D""}","S-Sie... S-Sieeege... (insane ranting){#Name=""Soldier D""}"
"Siiiie... S-S-S-Siiieee... S-Sie... (delírio insano){#Name=""Soldier D""}","Siiiie... S-S-S-Siiieee... S-Sie... (insane ranting){#Name=""Soldier D""}"
"A Cidade Catedral está... (delírio insano){#Name=""Soldier D""}","The C-Cathedral C-City is... (insane ranting){#Name=""Soldier D""}"
"Un...Under...s-sie..ge... (delírio insano){#Name=""Soldier D""}","Un...Under...s-sie..ge... (insane ranting){#Name=""Soldier D""}"
"Hodfarrrrg! (delírio insano){#Name=""Soldier E""}","Hodfarrrrg! (insane ranting){#Name=""Soldier E""}"
"A Intoner... (delírio insano){#Name=""Soldier E""}","The Intoner... (insane ranting){#Name=""Soldier E""}"
"Graaaaah! (desvario insano){#Name=""Soldier E""}","Graaaaah! (insane ranting){#Name=""Soldier E""}"
"C-Cannot...lose... (desvario insano){#Name=""Soldier E""}","C-Can't...lose... (insane ranting){#Name=""Soldier E""}"
"Hodfarrrrrrrrger... (desvario insano){#Name=""Soldier E""}","Hodfarrrrrrrrger... (insane ranting){#Name=""Soldier E""}"
"Urrrrrghhh... (desvario insano){#Name=""Soldier F""}","Urrrrrghhh... (insane ranting){#Name=""Soldier F""}"
"F-Formação... la...la...lannnrrgh... (desvario insano){#Name=""Soldier F""}","F-Formation... la...la...lannnrrgh... (insane ranting){#Name=""Soldier F""}"
"Aterragem... (desvario insano){#Name=""Soldier F""}","Laaanding... (insane ranting){#Name=""Soldier F""}"
"Vamos lá! (desvario insano){#Name=""Soldier F""}","Get 'er! (insane ranting){#Name=""Soldier F""}"
"Oh...ngh...tch... (desvario insano){#Name=""Soldier G""}","Oh...ngh...tch... (insane ranting){#Name=""Soldier G""}"
"Oh...ohhh...grh... (desvario insano){#Name=""Soldier G""}","Oh...ohhh...grh... (insane ranting){#Name=""Soldier G""}"
"Ch-Church...ohhhhh... (desvario insano){#Name=""Soldier G""}","Ch-Church...ohhhhh... (insane ranting){#Name=""Soldier G""}"
"D-Don't...die... (desvario insano){#Name=""Soldier G""}","D-Don't...die... (insane ranting){#Name=""Soldier G""}"
"Nossa. Esses crânios realmente dão um toque de classe ao local.{#Name=""Zero""}","Wow. These skulls really class up the joint.{#Name=""Zero""}"
"Você não está com medo, certo, Zero?{LF}Você não está com medo disso?{#Name=""Mikhail""}","You're not scared, right, Zero?{LF}You're not scared of this?{#Name=""Mikhail""}"
"Não. Você?{#Name=""Zero""}","No. You?{#Name=""Zero""}"
"Não! Eu não estou com medo! Nem um pouco!{#Name=""Mikhail""}","Nope! I'm not scared! Not one little bit!{#Name=""Mikhail""}"
"Parece que você ficou mais forte.{#Name=""Zero""}","Seems like you've gotten stronger.{#Name=""Zero""}"
"Realmente!?{#Name=""Mikhail""}","Really!?{#Name=""Mikhail""}"
"Ei, fique focado! Olhos para frente.{#Name=""Zero""}","Hey, stay focused! Eyes forward.{#Name=""Zero""}"
"Mas, Zero! Você realmente acha{LF}que eu estou mais forte agora? Huh!?{#Name=""Mikhail""}","But, Zero! Do you really think{LF}I'm stronger now? Huh!?{#Name=""Mikhail""}"
"Talvez.{#Name=""Zero""}","Maybe.{#Name=""Zero""}"
"Nossa...{#Name=""Mikhail""}","Awww...{#Name=""Mikhail""}"
"Mas...eu definitivamente estaria em apuros sem você.{#Name=""Zero""}","But...I'd definitely be in trouble without you.{#Name=""Zero""}"
"Hã? Nossa! Diga isso novamente! Por favor!?{#Name=""Mikhail""}","Huh? Wow! Hey, say that again! Pleeease!?{#Name=""Mikhail""}"
"Pare de dançar em volta! Você vai se machucar.{#Name=""Zero""}","Quit dancing around! You'll hurt yourself.{#Name=""Zero""}"
"Se todas as Intoners morrerem, a canção que está{LF}impulsionando sua maldição também deve.{#Name=""Zero""}","If all the Intoners die, the song that's{LF}driving your curse should, too.{#Name=""Zero""}"
"Então esse mundo louco pode tentar se reparar.{#Name=""Zero""}","Then this batshit world can try to repair itself.{#Name=""Zero""}"
