"translation","source","can_modify"
"Nossa! Essa cidade é muito luxuosa, hein?","Wow! This city's really fancy, huh?{#Name=""Mikhail""}","1"
"Olhe todos esses prédios!{LF}Eles são altos! Muito altos!","Look at all these buildings!{LF}They're tall! Really tall!{#Name=""Mikhail""}","1"
"Talvez seja, mas a cidade ainda está morta.","Maybe so, but the city's still dead.{#Name=""Zero""}","1"
"E em breve estará novamente mergulhada em sangue.","And soon it'll be drenched in blood once more.{#Name=""Zero""}","1"
"Senhora Zero?","Lady Zero?{#Name=""Octa""}","1"
"Sim?","Yeah?{#Name=""Zero""}","1"
"Como vão as coisas lá em cima?","How are things proceeding up there?{#Name=""Octa""}","1"
"Você quer dizer além dos milhões e{LF}um idiotas tentando nos matar?","You mean besides the million and{LF}one assholes trying to kill us?{#Name=""Zero""}","1"
"Ah, sim. Nós sentimos muito o mesmo{LF}aqui embaixo no chão.","Ah, yes. We feel much the same{LF}down here on the ground.{#Name=""Octa""}","1"
"Essa é a guarda pessoal da Senhora Um.","This is Lady One's personal guard.{#Name=""Octa""}","1"
"Quanto mais eles atacam, mais perto{LF}estamos de nosso objetivo.","The fiercer they attack, the closer{LF}we must be to our goal.{#Name=""Octa""}","1"
"Bom saber.","Good to know.{#Name=""Zero""}","1"
"Um! Venha aqui! Vamos resolver isso!","One! Get over here! Let's settle this!{#Name=""Zero""}","1"
"Acalme-se. Tais gritos não lhe caem bem,{LF}Irmã. Posso ouvi-la perfeitamente.","Settle down. Such shouting doesn't become you,{LF}Sister. I can hear you fine.{#Name=""One""}","1"
"Você transformou seu dragão em um daemon.","You transformed your dragon into a daemon.{#Name=""Zero""}","1"
"......","......{#Name=""One""}","1"
"Onde está o discípulo que você usou{LF}para invocar essa coisa?","Where's the disciple you used{LF}to summon that thing?{#Name=""Zero""}","1"
"...Não tenho discípulo.","...I have no disciple.{#Name=""One""}","1"
"O quê?","What?{#Name=""Zero""}","1"
"Discípulos são pouco mais que ferramentas trágicas, {LF}patéticas.{#Name=""One""}","Disciples are little more than tragic,{LF}pitiful tools.{#Name=""One""}","1"
"Não tenho necessidade de coisas assim.{#Name=""One""}","I have no need for such things.{#Name=""One""}","1"
"Heh. A mesma One com sua mesma besteira.{#Name=""Zero""}","Heh. Same old One with her same old bullshit.{#Name=""Zero""}","1"
"325{#Name=""325""}","325{#Name=""325""}","1"
"Controlar um dragão sem um discípulo?{LF}Que tipo de truque é esse?{#Name=""Zero""}","Controlling a dragon without a disciple?{LF}What kind of trick is that?{#Name=""Zero""}","1"
"Ei! Leva mais que um truque{LF}para controlar um dragão!{#Name=""Mikhail""}","Hey! It takes more than a trick{LF}to control a dragon!{#Name=""Mikhail""}","1"
"Aposto que One e seu dragão são muito próximos, também!{#Name=""Mikhail""}","I bet One and her dragon are really close, too!{#Name=""Mikhail""}","1"
"Tipo você e eu, certo, Zero?{LF}Melhores amigos para sempre!{#Name=""Mikhail""}","Kinda like you and me, right, Zero?{LF}Best friends forever!{#Name=""Mikhail""}","1"
"Heh. O que eles são ligados não é amizade.{#Name=""Zero""}","Heh. What they're bound by isn't friendship.{#Name=""Zero""}","1"
"{06}>{#Name=""Zero""}","{06}>{#Name=""Zero""}","1"
"Legal.{#Name=""Zero""}","Nice.{#Name=""Zero""}","1"
"......{#Name=""Zero""}","......{#Name=""Zero""}","1"
"Onde diabos está One?{#Name=""Zero""}","Where the hell is One?{#Name=""Zero""}","1"
"Aquele lado! Ela foi embora naquela matilha de wyverns!{#Name=""Mikhail""}","That way! She took off into that flock of wyverns!{#Name=""Mikhail""}","1"
"Wyverns estúpidos! Bando de bastardos de baixa classe,{LF}ladrões de emprego!{#Name=""Mikhail""}","Stupid wyverns! Buncha low-class,{LF}job-stealin' bastards!{#Name=""Mikhail""}","1"
"Deixa eu ir atrás deles! Vou matar todos!{#Name=""Mikhail""}","Lemme at 'em! I'll kill 'em all!{#Name=""Mikhail""}","1"
"Essa coisa de wyvern sua é muito estranha.{#Name=""Zero""}","This wyvern thing of yours is really weird.{#Name=""Zero""}","1"
"Ha ha ha ha! Como vai lá em cima, Z?{#Name=""Dito""}","Ha ha ha ha! How's it goin' up there, Z?{#Name=""Dito""}","1"
