"translation","source"
"Zero! A ponte para atravessar está caindo!{#Name=""ミハイル""}","ゼロッ！先に渡るための橋が落ちてるよ！{#Name=""ミハイル""}"
"Chi... Mikhail vai primeiro! Vou procurar outro caminho!{#Name=""ゼロ""}","チッ……ミハイルは先に行け！私は他の道を探してみる！{#Name=""ゼロ""}"
"É um dragão! Zero está... Zero está atacando!{#Name=""敵兵Ａ""}","ドラゴンだ！ゼロがっ……ゼロが攻めてきたぞ！{#Name=""敵兵Ａ""}"
"Todas as unidades! Voltem às suas posições!{#Name=""敵兵Ｂ""}","総員！持ち場につけっ！{#Name=""敵兵Ｂ""}"
"Daqui em diante... parece que posso ir{#Name=""ゼロ""}","ここから……行けそうだな{#Name=""ゼロ""}"
"É Zero! Zero chegou!{#Name=""敵兵Ａ""}","ゼロだ！ゼロが来たぞっ！{#Name=""敵兵Ａ""}"
"Pela causa de Lady Four! Vamos segurar aqui!{#Name=""敵兵Ｂ""}","フォウ様の為にも！ここで食い止める！{#Name=""敵兵Ｂ""}"
"Mate! Mate a traidora Zero!{#Name=""敵兵Ａ""}","殺せ！裏切り者のゼロを殺すんだ！{#Name=""敵兵Ａ""}"
"Lady Four! Dê-nos poder...!{#Name=""敵兵Ｂ""}","フォウ様！私たちに力を……っ！{#Name=""敵兵Ｂ""}"
"{06}>{#Name=""Zero""}","{06}>{#Name=""Zero""}"
"Hmph.{#Name=""Zero""}","Hmph.{#Name=""Zero""}"
"Zero!{#Name=""Mikhail""}","Zero!{#Name=""Mikhail""}"
"Hmm?{#Name=""Zero""}","Hmm?{#Name=""Zero""}"
"{06}>{#Name=""Zero""}","{06}>{#Name=""Zero""}"
"{06}>{#Name=""Zero""}","{06}>{#Name=""Zero""}"
"{06}>{#Name=""Zero""}","{06}>{#Name=""Zero""}"
"Zero! Você está bem!?{#Name=""Mikhail""}","Zero! Are you okay!?{#Name=""Mikhail""}"
"{06}>{#Name=""Zero""}","{06}>{#Name=""Zero""}"
"{06}>{#Name=""Zero""}","{06}>{#Name=""Zero""}"
"Puta merda...{#Name=""Dito""}","Holy shit...{#Name=""Dito""}"
"Então... é assim que uma Intoner se regenera...?{#Name=""Dito""}","So...that's how an Intoner regenerates...?{#Name=""Dito""}"
"Isso não pode acabar... até que todos estejam mortos.{#Name=""Zero""}","This can't end...until all of them are dead.{#Name=""Zero""}"
"Isso não pode acabar.{#Name=""Zero""}","It can't end.{#Name=""Zero""}"
"Zero...{#Name=""Mikhail""}","Zero...{#Name=""Mikhail""}"
"Rompa as defesas inimigas.{#Name=""説明文""}","Break through the enemy's defenses.{#Name=""説明文""}"
"Derrote os soldados inimigos!{#Name=""説明文""}","Defeat the enemy soldiers!{#Name=""説明文""}"
"Derrote o Cérbero!{#Name=""説明文""}","Defeat the Cerberus!{#Name=""説明文""}"
"Derrote o Cérbero!{#Name=""説明文""}","Defeat the Cerberus!{#Name=""説明文""}"
"Ela está aqui! A Intoner demoníaca está aqui!{#Name=""Soldier C""}","She's here! The demon Intoner is here!{#Name=""Soldier C""}"
"Maldição. Eu sabia que ela viria. Nós todos deveríamos ter sabido!{#Name=""Soldier D""}","Dammit. I knew she'd come. We all should've known!{#Name=""Soldier D""}"
"Dragão!{#Name=""Soldier A""}","Dragon!{#Name=""Soldier A""}"
"Uma Intoner em cima de um dragão? Isso deve ser o fim do mundo!{#Name=""Soldier F""}","An Intoner atop a dragon? This must be the end of the world!{#Name=""Soldier F""}"
"Uma Intoner em cima de um dragão? {LF}Isso deve ser o fim do mundo!{#Name=""兵士B""}","An Intoner atop a dragon? {LF}This must be the end of the world!{#Name=""兵士B""}"
"Você nunca poderia entender o que Lady Four significa para nós!{#Name=""Soldier C""}","You could never understand what Lady Four means to us!{#Name=""Soldier C""}"
"Se fosse um inseto, não seria tão ruim, não é?{#Name=""兵士B""}","虫ならまだいいんじゃないか？{#Name=""兵士B""}"
"Nós temos que fazer tudo o que pudermos aqui!{#Name=""Soldier G""}","We've gotta do everything we can here!{#Name=""Soldier G""}"
"Sim, até o dragão nos esmagar em um mingau...{#Name=""Soldier E""}","Yeah, until the dragon stomps us into pudding...{#Name=""Soldier E""}"
"Lady Four está sitiada!{#Name=""Soldier G""}","Lady Four is under siege!{#Name=""Soldier G""}"
"O que podemos fazer...?{#Name=""Soldier F""}","What can we possibly do...?{#Name=""Soldier F""}"
"不憫なウタヒメ様だよな{#Name=""兵士B""}","不憫なウタヒメ様だよな{#Name=""兵士B""}"
"Nossa, dragões são ENORMES!{#Name=""Soldier D""}","Wow, dragons are HUGE!{#Name=""Soldier D""}"
"Cuidado com a cauda! Ela vai matar você com um único golpe!{#Name=""Soldier C""}","Watch the tail! It'll kill you in a single blow!{#Name=""Soldier C""}"
"Poupe seu fôlego! Aqui vem!{#Name=""Soldier A""}","Save your breath! Here it comes!{#Name=""Soldier A""}"
"Então, vamos todos ser grelhados. Nós todos vamos ser queimados até ficar pretos.{#Name=""兵士C""}","じゃあ、丸焼きか。俺ら全員、黒こげか{#Name=""兵士C""}"
"Se eu pudesse morrer queimado em um instante, seria melhor. Não quero uma doença grave e dolorosa.{#Name=""兵士D""}","一瞬で焼け死ねたらいいな。瀕死の重症とか嫌だよね{#Name=""兵士D""}"
"Lady Four conseguiu escapar em segurança?{#Name=""Soldier A""}","Did Lady Four get away safely?{#Name=""Soldier A""}"
"Não sei!{#Name=""Soldier B""}","I don't know!{#Name=""Soldier B""}"
"Isso é um desastre...{#Name=""Soldier E""}","This is such a disaster...{#Name=""Soldier E""}"
"Lady Four está com Decadus!?{#Name=""Soldier B""}","Is Lady Four with Decadus!?{#Name=""Soldier B""}"
"Provavelmente!{#Name=""Soldier E""}","Most likely!{#Name=""Soldier E""}"
"Se o senhor Decadus, com seu corpo gigante, estiver lá, então estou tranquilo.{#Name=""兵士B""}","あの巨体のデカート様がいりゃ安心だよな？{#Name=""兵士B""}"
"Como assim? O corpo gigante é muito visível, não é?{#Name=""兵士E""}","どうかな？巨体は目立つからな……{#Name=""兵士E""}"
"A Lady Four nunca toma uma decisão ruim...{#Name=""Soldier A""}","Lady Four never makes a poor decision...{#Name=""Soldier A""}"
"Agora devemos seguir os passos dela!{#Name=""Soldier A""}","Now we must follow in her footsteps!{#Name=""Soldier A""}"
"……o máximo possível{#Name=""兵士A""}","……可能なかぎりで{#Name=""兵士A""}"
"A Lady Four está com Decadus. Estou certo de que ela está segura.{#Name=""Soldier B""}","Lady Four's with Decadus. I'm sure she's safe.{#Name=""Soldier B""}"
"Espero que sim.{#Name=""Soldier C""}","Let's hope so.{#Name=""Soldier C""}"
"Vamos lá, demônio!{#Name=""Soldier D""}","Bring it on, demon!{#Name=""Soldier D""}"
"Maldita seja você, Zero... Maldita Intoner...{#Name=""Soldier E""}","Damn you, Zero... Damn the accursed Intoner...{#Name=""Soldier E""}"
"Estamos sob ataque! A demônio Intoner está aqui!{#Name=""Soldier F""}","We're under attack! The demon Intoner is here!{#Name=""Soldier F""}"
"Vamos todos morrer!{#Name=""Soldier G""}","We're all gonna dieeeee!{#Name=""Soldier G""}"
"Para onde devemos ir, Zero?{#Name=""Mikhail""}","Where should we go, Zero?{#Name=""Mikhail""}"
"Você me pegou.{#Name=""Zero""}","You got me.{#Name=""Zero""}"
"Huh?{#Name=""Mikhail""}","Huh?{#Name=""Mikhail""}"
"Como diabos eu saberia onde a Four está escondida? Ela pode estar em qualquer lugar.{#Name=""Zero""}","How the hell should I know where Four's holed up?{LF}She could be anywhere.{#Name=""Zero""}"
"Então você não sabe nem se este é o caminho certo?{#Name=""Mikhail""}","So you don't even know if this is the right path?{#Name=""Mikhail""}"
"Não.{#Name=""Zero""}","Nope.{#Name=""Zero""}"
"O que diabos, senhora!?{#Name=""Dito""}","What the hell, lady!?{#Name=""Dito""}"
"Ugh. De repente, minhas pernas se sentem dez libras mais pesadas...{#Name=""Dito""}","Ugh. All of a sudden, my legs feel ten pounds{LF}heavier...{#Name=""Dito""}"
"Quer que eu corte elas para você?{#Name=""Zero""}","Want me to chop 'em off for ya?{#Name=""Zero""}"
"...Tudo bem, tudo bem. Vou calar.{#Name=""Dito""}","...Fine, fine. I'll shut up.{#Name=""Dito""}"
"Vamos, saia os pés. Se você cortar um, vai ficar mais leve em um pé.{#Name=""ゼロ""}","さあ、足を出せ。どちらかぶった斬れば、片足分軽くなる{#Name=""ゼロ""}"
"……Vou ter cuidado{#Name=""ディト""}","……遠慮しとく{#Name=""ディト""}"
"Vou seguir em frente.{#Name=""Mikhail""}","I'm gonna go on ahead.{#Name=""Mikhail""}"
"Ei! Você não pode simplesmente voar embora enquanto estamos presos aqui!{#Name=""Dito""}","Hey! You can't just fly off while we're stuck{LF}hoofin' it!{#Name=""Dito""}"
"Por quê não? Eu só atrapalharia vocês lá embaixo!{#Name=""Mikhail""}","Why not? I'd just get in your way down there!{#Name=""Mikhail""}"
"E além disso, dessa forma eu posso explorar o que está à frente!{#Name=""Mikhail""}","And besides, this way I can scout out{LF}what's ahead!{#Name=""Mikhail""}"
"Hm. Bem, divirta-se sendo nosso isca.{#Name=""Dito""}","Huh. Well, have fun being our decoy.{#Name=""Dito""}"
"Ei, idiota? Se você revelar nossa localização, eu vou matá-lo.{#Name=""Zero""}","Hey, dummy? {LF}If you give away our location, I'll kill you.{#Name=""Zero""}"
"Eu...Eu sei disso...{#Name=""Mikhail""}","I...I know that...{#Name=""Mikhail""}"
"E além disso, dessa forma eu posso explorar o que está à frente!{#Name=""ミハイル""}","And besides, {LF}this way I can scout out what's ahead!{#Name=""ミハイル""}"
"Zero, olhe! Veja eu ir!{#Name=""Mikhail""}","Zero, check it out! Watch me go!{#Name=""Mikhail""}"
"Vou tentar com o dobro de esforço e mostrar a esses caras o que eu sou capaz!{#Name=""Mikhail""}","I'm gonna try double hard and show these{LF}guys just what I'm made of!{#Name=""Mikhail""}"
"Deus, ele é um punhado.{#Name=""Dito""}","God, he's a handful.{#Name=""Dito""}"
"Você nunca se cansa de babysitar ele?{#Name=""Dito""}","Don't you ever get tired of babysitting him?{#Name=""Dito""}"
"Claro. E agora eu tenho dois pirralhos para babysitar.{#Name=""Zero""}","Of course. And now I've got two brats to babysit.{#Name=""Zero""}"
"Qualquer coisa, Vovó.{#Name=""Dito""}","Whatever, Grandma.{#Name=""Dito""}"
"Você quer morrer?{#Name=""Zero""}","You wanna die?{#Name=""Zero""}"
"Pelo amor de Deus, Four...{LF}Me fazendo vir até aqui...{#Name=""Zero""}","Goddammit, Four...{LF}Making me come all the way out here...{#Name=""Zero""}"
"Você mal vale a pena se esconder{LF}em algum paraíso selvagem secreto...{#Name=""Zero""}","You're hardly worth hiding{LF}in some secret wild paradise...{#Name=""Zero""}"
"Toda essa caminhada vai me transformar{LF}em um freak musculoso.{#Name=""Dito""}","All this hiking is gonna turn me{LF}into a muscle-bound freak.{#Name=""Dito""}"
"Não estou a fim do look musculoso, macho.{LF}Isso me assusta.{#Name=""Dito""}","I'm not into the buff, macho look.{LF}Kinda creeps me out.{#Name=""Dito""}"
"Não quero ver isso em mim, não quero{LF}ver isso no meu parceiro...{#Name=""Dito""}","Don't wanna see it on me, don't wanna{LF}see it on my partner...{#Name=""Dito""}"
"Menos reclamações, mais escalada.{#Name=""Zero""}","Less bitching, more climbing.{#Name=""Zero""}"
"Ugh, quanto falta ainda? Esse trilho é horrível...{#Name=""Dito""}","Ugh, how much further is it? This trail sucks...{#Name=""Dito""}"
"Tenho certeza de que é melhor do que passar outra noite com Five.{#Name=""Zero""}","I'm sure it beats spending another night with Five.{#Name=""Zero""}"
"Você não tem ideia.{#Name=""Dito""}","You have no idea.{#Name=""Dito""}"
"Aquela freak nympho sempre me fazia{LF}tentar algum novo kink que ela havia ouvido falar.{#Name=""Dito""}","That nympho freak was always making me{LF}try some new kink she'd heard about.{#Name=""Dito""}"
"O que é um kink?{#Name=""Mikhail""}","What's a kink?{#Name=""Mikhail""}"
"Você não precisa saber.{#Name=""Zero""}","You don't need to know.{#Name=""Zero""}"
"Ela está aqui! É Zero!{#Name=""Soldier G""}","She's here! It's Zero!{#Name=""Soldier G""}"
"Ela tem um cara com ela!{#Name=""Soldier B""}","She's got some guy with her!{#Name=""Soldier B""}"
"Ela está tomando reféns agora? Droga!{#Name=""Soldier F""}","She's taking hostages now? Dammit!{#Name=""Soldier F""}"
"Espere. Aquele não é um refém. É um discípulo!{#Name=""Soldier A""}","Wait. That's no hostage. It's a disciple!{#Name=""Soldier A""}"
