"translation","source"
"Primeira conversa{#Name=""ディト""}","初回会話{#Name=""ディト""}"
"Conversa de loop{#Name=""ディト""}","ループ会話{#Name=""ディト""}"
"Primeira conversa{#Name=""デカート""}","初回会話{#Name=""デカート""}"
"Conversa de loop{#Name=""デカート""}","ループ会話{#Name=""デカート""}"
"Primeira conversa{#Name=""オクタ""}","初回会話{#Name=""オクタ""}"
"Conversa de loop{#Name=""オクタ""}","ループ会話{#Name=""オクタ""}"
"Explicação de que o próximo estágio é o último.{#Name=""セント""}","次のステージが最後である説明。{#Name=""セント""}"
"Conversa de loop{#Name=""セント""}","ループ会話{#Name=""セント""}"
"Primeira conversa{#Name=""ミハイル""}","初回会話{#Name=""ミハイル""}"
"Conversa de loop{#Name=""ミハイル""}","ループ会話{#Name=""ミハイル""}"
"Você deseja mover para a próxima missão?{#Name="" ""}","次のミッションに移動しますか？{#Name="" ""}"
"Demonstração de todos se reunindo em um lugar{#Name="" ""}","みんなで一つの場所に集まるデモ{#Name="" ""}"
