"translation","source"
" "," "
"595","595"
"60","60"
"253","253"
"307","307"
"379","379"
"487","487"
"271","271"
"433","433"
"415","415"
"109","109"
"オクタ","オクタ"
"649","649"
"235","235"
"ゼロ","ゼロ"
"181","181"
"127","127"
"325","325"
"217","217"
"Octa","Octa"
"Zero","Zero"
"Decadus","Decadus"
"Soldier B","Soldier B"
"Soldier A","Soldier A"
"Soldier G","Soldier G"
"Soldier F","Soldier F"
"デカート","デカート"
"兵士F","兵士F"
"Mikhail","Mikhail"
"Soldier E","Soldier E"
"Soldier C","Soldier C"
"Soldier D","Soldier D"
"Accord","Accord"
