"translation","source"
"235{#Name=""235""}","235{#Name=""235""}"
"60{#Name=""60""}","60{#Name=""60""}"
"343{#Name=""343""}","343{#Name=""343""}"
"325{#Name=""325""}","325{#Name=""325""}"
"397{#Name=""397""}","397{#Name=""397""}"
"Então...aquele braço esquerdo seu é falso, certo, Zero?{#Name=""Dito""}","So...that left arm of yours is fake, right, Zero?{#Name=""Dito""}"
"Sim.{#Name=""Zero""}","Yep.{#Name=""Zero""}"
"Então como você o move em volta, então?{#Name=""Dito""}","So how do you move it around, then?{#Name=""Dito""}"
"Há um parasita que o conecta ao meu corpo.{#Name=""Zero""}","There's a parasite that attaches it to my body.{#Name=""Zero""}"
"O quê? Não é uma máquina ou algo assim? Freaky.{LF}...Posso ver?{#Name=""Dito""}","What? Not a machine or anything? Freaky.{LF}...Can I see it?{#Name=""Dito""}"
"Outra hora.{#Name=""Zero""}","Some other time.{#Name=""Zero""}"
"Eu também! Quero ver, quero ver!{#Name=""Mikhail""}","Me too! I wanna see, I wanna see!{#Name=""Mikhail""}"
"Pare com isso!{#Name=""Zero""}","Knock it off!{#Name=""Zero""}"
"Tch...{#Name=""Dito""}","Tch...{#Name=""Dito""}"
"Excluir{#Name=""ゼロ""}","削除{#Name=""ゼロ""}"
"433{#Name=""433""}","433{#Name=""433""}"
"Excluir{#Name=""ゼロ""}","削除{#Name=""ゼロ""}"
"289{#Name=""289""}","289{#Name=""289""}"
"451{#Name=""451""}","451{#Name=""451""}"
"253{#Name=""253""}","253{#Name=""253""}"
"Você sabe, essa irmã sua é mais problema do que vale.{#Name=""Dito""}","You know, this sister of yours is more trouble than she's worth.{#Name=""Dito""}"
"Zero, aquele truque que você fez anteriormente foi muito legal!{#Name=""Mikhail""}","Zero, that trick you did earlier was really neat!{#Name=""Mikhail""}"
"Mas...por que você não faz um novo braço em vez de usar{LF}aquele braço falso?{#Name=""Mikhail""}","But...why don't you make a new arm instead of using{LF}that fake one?{#Name=""Mikhail""}"
"Tenho minhas razões....Razões de adulto.{#Name=""Zero""}","I have my reasons. ...Grown-up reasons.{#Name=""Zero""}"
"Cara, adultos têm mesmo uma vida difícil...{#Name=""Mikhail""}","Man, grown-ups sure have it tough...{#Name=""Mikhail""}"
"Sim. Agora cale-se.{#Name=""Zero""}","Yep. Now shut up.{#Name=""Zero""}"
"109{#Name=""109""}","109{#Name=""109""}"
"271{#Name=""271""}","271{#Name=""271""}"
"Você tem um braço falso, você pode regenerar seu corpo...{LF}Você é incrível, Zero!{#Name=""Mikhail""}","You got a fake arm, you can regrow your body...{LF}You're amazing, Zero!{#Name=""Mikhail""}"
"Tudo o que encontramos naquela região foi um cão miserável.{#Name=""Zero""}","All we wound up finding in that region was a lousy mutt.{#Name=""Zero""}"
"Ei, Zero!{#Name=""Mikhail""}","Hey, Zero!{#Name=""Mikhail""}"
"Eu estava voando por aí mais cedo, tentando ser útil e coisa e tal...{#Name=""Mikhail""}","I was flying around earlier, trying to be helpful and stuff...{#Name=""Mikhail""}"
"E acho que vi um santuário naquela direção!{#Name=""Mikhail""}","And I think I saw a shrine over in that direction!{#Name=""Mikhail""}"
"Parecia grande! Muito grande!{#Name=""Mikhail""}","It looked big! Really big!{#Name=""Mikhail""}"
"Ei, sim. Eu ouvi falar de algo sobre isso.{#Name=""Dito""}","Hey, yeah. I've heard something about that.{#Name=""Dito""}"
"Eles dizem que o santuário na Terra das Montanhas{LF}é espalhado como uma praça.{#Name=""Dito""}","They say the shrine in the Land of Mountains{LF}is spread out like a plaza.{#Name=""Dito""}"
"Então, o que? Norte, então?{LF}...Tudo bem, vamos.{#Name=""Zero""}","Sooo, what? North, then?{LF}...All right, let's go.{#Name=""Zero""}"
"Excluir{#Name=""ミハイル""}","削除{#Name=""ミハイル""}"
"Excluir{#Name=""ミハイル""}","削除{#Name=""ミハイル""}"
"O contra-ataque inimigo cresceu cada vez mais desesperado.{#Name=""アコール""}","The enemy's counterattack grew increasingly desperate.{#Name=""アコール""}"
"E o santuário onde a Four era para estar se escondendo{#Name=""アコール""}","And the shrine where Four was said to be hiding out{#Name=""アコール""}"
"estava escondida dentro de uma instalação defensiva maciça...{#Name=""アコール""}","was itself hidden within a massive defensive facility...{#Name=""アコール""}"
