"translation","source"
"{06}>{Nome=""Mikhail""}","{06}>{#Name=""Mikhail""}"
"Isso foi mesquinho, Zero! Isso foi mesquinho!{#Name=""Mikhail""}","That was mean, Zero! That was mean!{#Name=""Mikhail""}"
"{06}>{Nome=""Zero""}","{06}>{#Name=""Zero""}"
"Você pode reclamar comigo mais tarde.{#Name=""Zero""}","You can whine at me later.{#Name=""Zero""}"
"{06}>{Nome=""Octa""}","{06}>{#Name=""Octa""}"
"Three...{#Name=""Zero""}","Three...{#Name=""Zero""}"
"{06}>{Nome=""Zero""}","{06}>{#Name=""Zero""}"
"Hmm...? Zero?{#Name=""Three""}","Hmm...? Zero?{#Name=""Three""}"
"Senhora Three.{#Name=""Octa""}","Lady Three.{#Name=""Octa""}"
"Octa.{#Name=""Three""}","Octa.{#Name=""Three""}"
"Por favor. Vamos pôr um fim nisso aqui.{#Name=""Octa""}","Please. Let's put an end to this here.{#Name=""Octa""}"
"...Eu não entendo.{#Name=""Three""}","...I don't understand.{#Name=""Three""}"
"O que você está fazendo lá?{#Name=""Three""}","What are you doing over there?{#Name=""Three""}"
"Eu a traí.{#Name=""Octa""}","I betrayed you.{#Name=""Octa""}"
"É isso mesmo.{#Name=""Three""}","Is that so.{#Name=""Three""}"
"{06}>{Nome=""Three""}","{06}>{#Name=""Three""}"
"De qualquer maneira...{#Name=""Three""}","In any case...{#Name=""Three""}"
"Você pode querer prestar um pouco mais de atenção ao seu entorno, hmm?{#Name=""Three""}","You might want to pay a little more attention to your surroundings, hmm?{#Name=""Three""}"
"Octa.{#Name=""Three""}","Octa.{#Name=""Three""}"
"Sim, minha senhora?{#Name=""Octa""}","Yes, my lady?{#Name=""Octa""}"
"Por que você me traiu?{#Name=""Three""}","Why did you betray me?{#Name=""Three""}"
"Porque eu havia me cansado do seu comportamento, minha senhora.{#Name=""Octa""}","Because I had grown weary of your conduct, my lady.{#Name=""Octa""}"
"Do jeito que você experimentava em pessoas...{#Name=""Octa""}","The way you experimented on people...{#Name=""Octa""}"
"Do jeito que você brincava com suas vidas de forma impiedosa...{#Name=""Octa""}","The way you ruthlessly toyed with their lives...{#Name=""Octa""}"
"Eu simplesmente não podia mais suportar.{#Name=""Octa""}","I simply could not abide it any longer.{#Name=""Octa""}"
"Suas atividades recreativas{LF}me afastaram, minha senhora.{#Name=""Octa""}","Your recreational activities{LF}drove me away, my lady.{#Name=""Octa""}"
"Hmmm...{#Name=""Three""}","Hmmm...{#Name=""Three""}"
"Então essa é sua decisão final, Octa?","So this is your final decision, Octa?{#Name=""Three""}"
"É. Agora eu sirvo à Lady Zero em todas as coisas.","It is. I serve Lady Zero in all things now.{#Name=""Octa""}"
"Você não diz.","You don't say.{#Name=""Three""}"
"Minha lady, você deve pôr um fim a essas atrocidades—","My lady, you must put an end to these atrocities—{#Name=""Octa""}"
"{06}","{06}>{#Name=""Octa""}"
"Você parece estar um pouco confuso, Octa.","You seem to be somewhat confused, Octa.{#Name=""Three""}"
"Um discípulo não escolhe sua Intoner.","A disciple doesn't choose his Intoner.{#Name=""Three""}"
"Uma Intoner escolhe seu discípulo.","An Intoner chooses her disciple.{#Name=""Three""}"
"{06}","{06}>{#Name=""Octa""}"
"{06}","{06}>{#Name=""Octa""}"
"{06}","{06}>{#Name=""Three""}"
"{06}","{06}>{#Name=""Three""}"
"D-Droga você...","D-Damn you...{#Name=""Octa""}"
"Não...posso...parar...","Can't...stop...{#Name=""Octa""}"
"B-Contemple o terceiro canto:{","B-Behold the third song:{#Name=""Octa""}"
"Bonecos Antigos Acelerados!","Quickened Puppets of Antiquity!{#Name=""Octa""}"
"O olhar mortal do demônio enfurecido...","The raging demon's deathly gaze...{#Name=""Octa""}"
"O exército de hereges que rejeita o ciclo natural...","The army of heretics that rejects the natural cycle...{#Name=""Octa""}"
"Reduzam a cinzas os poderes da razão e da ordem!","Render into ash the powers of reason and order!{#Name=""Octa""}"
"Eu, Octa...chamo você em meu nome...","I, Octa...summon thee in my name...{#Name=""Octa""}"
"Armisael, invada!","Armisael, invade!{#Name=""Octa""}"
"Zero, isso foi maravilh—","Zero, that was wonderf—{#Name=""Three""}"
"{06}","{06}>{#Name=""Three""}"
"Você realmente pensou...algo como isso...iria terminar uma Intoner...?","Did you really think...something like that...would finish an Intoner...?{#Name=""Three""}"
"{06}>{Nome=""Mikhail""}","{06}>{#Name=""Mikhail""}"
"{06}>{Nome=""Mikhail""}","{06}>{#Name=""Mikhail""}"
"{06}>{Nome=""Zero""}","{06}>{#Name=""Zero""}"
"O que é isso...{#Name=""Zero""}","What the...{#Name=""Zero""}"
"Ele realmente fez isso?{#Name=""Dito""}","Did he really just do that?{#Name=""Dito""}"
"O dragão mostra suas verdadeiras cores...{#Name=""Decadus""}","The dragon shows his true colors...{#Name=""Decadus""}"
"É isso que os dragões são—{#Name=""Octa""}","Is this what dragons are—{#Name=""Octa""}"
"{06}>{Nome=""Dito""}","{06}>{#Name=""Dito""}"
"{06}>{Nome=""Decadus""}","{06}>{#Name=""Decadus""}"
"{06}>{Nome=""Octa""}","{06}>{#Name=""Octa""}"
"{06}>{Nome=""Zero""}","{06}>{#Name=""Zero""}"
"Oh! Bem, olá lá.{#Name=""???""}","Oh! Well, hello there.{#Name=""? ? ?""}"
"Então meu nome é Cent,{#Name=""???""}","So my name's Cent,{#Name=""? ? ?""}"
"e eu fui ""enviado"" aqui pela Lady Two.{#Name=""Cent""}","and I was ""sent"" here by Lady Two.{#Name=""Cent""}"
"Eu vim para tirar esse dragão horrível de suas mãos.{#Name=""Cent""}","I've come to take this horrid dragon off your hands.{#Name=""Cent""}"
"E-Espera...{#Name=""Zero""}","W-Wait...{#Name=""Zero""}"
"145{#Name=""145""}","145{#Name=""145""}"
"Ooh, desculpe. Sem tempo.{#Name=""Cent""}","Ooh, sorry. Out of time.{#Name=""Cent""}"
"Eu sou um cara muito ocupado, veja?{#Name=""Cent""}","I'm kind of a busy guy, see?{#Name=""Cent""}"
"Na verdade, eu só tive oito horas de sono ontem à noite!{#Name=""Cent""}","In fact, I only had eight hours of sleep last night!{#Name=""Cent""}"
"Se eu não fosse tão poderoso quanto sou...{#Name=""Cent""}","If I weren't as powerful as I am...{#Name=""Cent""}"
"Eu provavelmente estaria morto agora.{#Name=""Cent""}","I'd likely be dead by now.{#Name=""Cent""}"
"E isso seria uma pena de proporções épicas.{#Name=""Cent""}","And that would be a shame of epic proportions.{#Name=""Cent""}"
"Oh, mas ouça-me continuar!{#Name=""Cent""}","Oh, but listen to me go on!{#Name=""Cent""}"
"Eu vou ser atrasado, e então a Lady Two pode ficar brava.{#Name=""Cent""}","I'm going to be late, and then Lady Two might get angry.{#Name=""Cent""}"
"Não que eu esteja com medo dela ou coisa parecida. Ah, não, nada disso.{#Name=""Cent""}","Not that I'm scared of her or anything. Oh no, nothing like that.{#Name=""Cent""}"
"Não gostaria que você tivesse a ideia errada sobre mim.{#Name=""Cent""}","Wouldn't want you to get the wrong idea about me.{#Name=""Cent""}"
"De qualquer maneira.{#Name=""Cent""}","Anyway.{#Name=""Cent""}"
"Tenho que ir, crianças. Tchau por agora!{#Name=""Cent""}","Gotta go, kids. Ta-ta for now!{#Name=""Cent""}"
"Mik...hail...{#Name=""Zero""}","Mik...hail...{#Name=""Zero""}"
"145{#Name=""145""}","145{#Name=""145""}"
"Mikhail...{#Name=""Zero""}","Mikhail...{#Name=""Zero""}"
"73{#Name=""73""}","73{#Name=""73""}"
"Mikhail!{#Name=""Zero""}","Mikhail!{#Name=""Zero""}"
"Zerooo! Me ajudeeeee!{#Name=""Mikhail""}","Zerooo! Help meeeeee!{#Name=""Mikhail""}"
"Pelo amor de Deus. O que agora?{#Name=""Zero""}","Goddammit. What now?{#Name=""Zero""}"
"Liberem Mikhail.{#Name=""説明文""}","Free Mikhail.{#Name=""説明文""}"
"Derrotem os Soldados Aperfeiçoados!{#Name=""説明文""}","Defeat the Enhanced Soldiers!{#Name=""説明文""}"
"Derrotem o exército de Armisael!{#Name=""説明文""}","Defeat the army of Armisael!{#Name=""説明文""}"
"Mate Three.{#Name=""目的文""}","Kill Three.{#Name=""目的文""}"
"O quê? Como diabos eles fizeram isso?!{#Name=""Soldier F""}","What? How the hell did they make it this far!?{#Name=""Soldier F""}"
"Olhe! Octa em pessoa está com eles!{#Name=""Soldier E""}","Look! Octa himself is with them!{#Name=""Soldier E""}"
"Todos os homens, tomem posição! Repita, todos os homens, tomem posição!{#Name=""Soldier A""}","All men, take position! Repeat, all men, take position!{#Name=""Soldier A""}"
"Olhe! São os escravos noturnos da cantora amaldiçoada!{#Name=""Soldier C""}","Look! It's the accursed songstress's slaves of the night!{#Name=""Soldier C""}"
"Na verdade, são discípulos?{#Name=""Soldier D""}","Actually, they're disciples?{#Name=""Soldier D""}"
"É a mesma coisa, você idiota!{#Name=""Soldier C""}","It's the same thing, you idiot!{#Name=""Soldier C""}"
"Eu...eu vou proteger Lady Three até o fim!{#Name=""Soldier G""}","I...I will protect Lady Three to the very end!{#Name=""Soldier G""}"
"Bem dito, garoto! Você faz isso! Eu...vou apenas deixar você liderar, então...","Well said, kid! You do that! I'm...just gonna let you take the lead, then...{#Name=""Soldier B""}"
"Mantenha os olhos no chão.","Keep your eyes on the ground.{#Name=""Zero""}"
"Sim, não queremos tropeçar aqui.","Yes, we don't want to stumble here.{#Name=""Decadus""}"
"Não é isso. Olhar para aquele...dummy só me deixa puto.","It's not that. Looking at that{LF}dummy just pisses me off.{#Name=""Zero""}"
"Aquele bebê grande seu certamente...se prende muito.","That big baby of yours sure{LF}does get tied up a lot.{#Name=""Dito""}"
"Se Lady Three o pegar, ela...pode experimentar em seu corpo.","If Lady Three catches him, she{LF}may experiment on his body.{#Name=""Octa""}"
"Experimentos de corpo B? Ungh... Isso seria...delicioso... Er, quero dizer...detestável...","B-Body experiments? Ungh... That would{LF}be delectib... Er, I mean...detestable...{#Name=""Decadus""}"
"Desculpe eu ter estragado novamente, Zero. Eu serei melhor...","Sorry I messed up again, Zero. I'll be better...{#Name=""Mikhail""}"
"Você é muito reservado.","You're awfully reserved.{#Name=""Zero""}"
"Huh?","Huh?{#Name=""Mikhail""}"
"Você não está fazendo ""Aww!"" ou ""Eu tentei muito!""...","You're not going ""Aww!"" or ""I tried super hard!""{LF}or whatever.{#Name=""Zero""}"
"Oh, posso!? Ei, nesse caso, adivinha o quê?...Adivinha o quê, huh?","Oh, can I!? Hey, in that case, guess what?{LF}Guess what, huh?{#Name=""Mikhail""}"
"Cale a boca, dummy. A hera vai apenas cavar...mais fundo em você. Fique parado e quieto...até que eu possa cortá-lo.","Shut it, dummy. The ivy's just gonna dig{LF}deeper into you. Hold still and be quiet{LF}until I can cut you down.{#Name=""Zero""}"
"Não acho que você está dizendo a verdade.","I don't think you're telling the truth.{#Name=""Three""}"
"Minha lady, eu—","My lady, I—{#Name=""Octa""}"
"Você saiu porque seu desejo precisava{LF}de um parceiro mais ansioso.{#Name=""Three""}","You left because your lust needed{LF}a more eager partner.{#Name=""Three""}"
"Seu desejo ilimitado não causava mais{LF}meu mel a fluir...{#Name=""Three""}","Your limitless desire no longer{LF}caused my honey to flow...{#Name=""Three""}"
"E então você ficou inquieto.{#Name=""Three""}","And so you grew restless.{#Name=""Three""}"
"Isso... Bem, pode ter sido um motivo, mas...{#Name=""Octa""}","That's... Well, it may have been a reason, but...{#Name=""Octa""}"
"Então me diga, Three...{LF}O que faz o velho mel fluir esses dias?{#Name=""Zero""}","So tell me, Three...{LF}What does make the old honey flow these days?{#Name=""Zero""}"
"Hmm?{#Name=""Three""}","Hmm?{#Name=""Three""}"
"Oh, por favor. Não finja ser bobo comigo.{LF}Eu sei que você tem desejos.{#Name=""Zero""}","Oh, please. Don't play dumb with me.{LF}I know you have desires.{#Name=""Zero""}"
"Eu...{#Name=""Three""}","I...{#Name=""Three""}"
"Eu não sinto mais amor por meu discípulo.{LF}Meu amor é reservado para meus Soldiers agora.{#Name=""Three""}","I no longer hold any love for my disciple.{LF}My love is reserved for my soldiers now.{#Name=""Three""}"
"Meus queridos, amados soldadinhos.{#Name=""Three""}","My sweet, beloved little soldiers.{#Name=""Three""}"
"Você deve fugir imediatamente!{LF}Não podemos parar Lady Three agora!{#Name=""Octa""}","You must flee at once!{LF}We cannot stop Lady Three now!{#Name=""Octa""}"
"Pfft! Eu não tenho medo de alguma perdedora{LF}que se esconde no quarto fazendo bonecas o dia todo.{#Name=""Zero""}","Pfft! I'm not scared of some whack-job loser{LF}who hides in her room making dolls all day.{#Name=""Zero""}"
"Eles não são bonecas, minha senhora.{LF}São Soldiers que ela operou!{#Name=""Octa""}","They're not dolls, my lady.{LF}They're soldiers she's operated on!{#Name=""Octa""}"
"Qu-Quê?{#Name=""Decadus""}","Wh-What?{#Name=""Decadus""}"
"Oh, isso é terrível....EU AMO ISSO!{#Name=""Dito""}","Oh, that's terrible. ...I LOVE IT!{#Name=""Dito""}"
"Zero! Ei! Ouça!{#Name=""Mikhail""}","Zero! Hey! Listen!{#Name=""Mikhail""}"
"Shh. Estou no meio de algo agora.{#Name=""Zero""}","Hush. I'm in the middle of something right now.{#Name=""Zero""}"
