"translation","source"
"Prosseguir?{#Name="" ""}","Proceed to the next mission?{#Name="" ""}"
"Precisamos nos reunir e conversar.{#Name="" ""}","みんなで一つの場所に集まり話すデモ{#Name="" ""}"
"Não tinha ninguém na loja?{#Name=""Mikhail""}","So no one was in the shop, huh?{#Name=""Mikhail""}"
"Não. Idiotice deixá-la largada assim.{#Name=""Zero""}","Nope. Pretty stupid of 'em to leave it unguarded.{#Name=""Zero""}"
"Por que você não cuida da loja até o dono voltar?{#Name=""Mikhail""}","Why don't you stand in until the shopkeeper comes back?{#Name=""Mikhail""}"
"Péssima ideia.{#Name=""Zero""}","That's a terrible idea.{#Name=""Zero""}"
"Por quê? Você seria uma boa vendedora!{#Name=""Mikhail""}","Why? I bet you'd be a good shopkeeper!{#Name=""Mikhail""}"
"Heh. É mais fácil eu{LF}roubar tudo.{#Name=""Zero""}","Heh. I'm not sure I could keep myself from{LF}stealing everything.{#Name=""Zero""}"
"Você é tão malvada, Zero...{#Name=""Mikhail""}","You're pretty scary, Zero...{#Name=""Mikhail""}"
"Vamos.{#Name=""Zero""}","Let's go.{#Name=""Zero""}"
"Mas já? Não podemos descansar um pouco mais?{#Name=""Mikhail""}","Huh? Already? Can't we rest a little longer?{#Name=""Mikhail""}"
"Calado. Pra onde eu for, você vai.{#Name=""Zero""}","Shut it. I'm leaving, and so are you.{#Name=""Zero""}"
"Tá...{#Name=""Mikhail""}","Fine...{#Name=""Mikhail""}"
