"translation","source"
"Destrói todas as torres.{#Name=""説明文""}","Destroy all the towers.{#Name=""説明文""}"
"Torre sul destruída!{#Name=""説明文""}","Southern tower destroyed!{#Name=""説明文""}"
"Torre leste destruída!{#Name=""説明文""}","Eastern tower destroyed!{#Name=""説明文""}"
"Torre oeste destruída!{#Name=""説明文""}","Western tower destroyed!{#Name=""説明文""}"
"Torre norte destruída!{#Name=""説明文""}","Northern tower destroyed!{#Name=""説明文""}"
"Todas as torres destruídas!{#Name=""説明文""}","All towers destroyed!{#Name=""説明文""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"Inimigo à vista! Todas as equipes em posição!{#Name=""Soldier A""}","Enemy in sight! All teams into position!{#Name=""Soldier A""}"
"Isso não é um miragem, vocês idiotas! Isso é ela! A demônio Intoner!{#Name=""Soldier B""}","That's no mirage, you fools! That's her! The demon Intoner!{#Name=""Soldier B""}"
"Maldição! Essa areia está sempre entrando nos meus olhos!{#Name=""Soldier C""}","Dammit! This sand keeps getting in my eyes!{#Name=""Soldier C""}"
"砂埃でよく見えないぞ！{#Name=""兵士D""}","砂埃でよく見えないぞ！{#Name=""兵士D""}"
"3ª Esquadrilha aniquilada!{#Name=""Soldier E""}","3rd Squadron annihilated!{#Name=""Soldier E""}"
"Corram para as colinas! Não podemos possivelmente resistir a uma Intoner de verdade!{#Name=""Soldier F""}","Run for the hills! We can't possibly stand against an honest-to-God Intoner!{#Name=""Soldier F""}"
"Solicitando apoio de retaguarda!{#Name=""Soldier G""}","Requesting rear support!{#Name=""Soldier G""}"
"Não é possível... É mesmo ela!?{#Name=""Soldier A""}","No way... Is that really her!?{#Name=""Soldier A""}"
"Capitão, abaixe-se!{#Name=""Soldier C""}","Captain, get down!{#Name=""Soldier C""}"
"É muito perigoso aqui! Vamos embora!{#Name=""Soldier D""}","It's too dangerous here! Move it!{#Name=""Soldier D""}"
"Ataque! Ataque! Não recuar!{#Name=""Soldier B""}","Attack! Attack! No falling back!{#Name=""Soldier B""}"
"Que as almas de nossos grandes heróis nos guiem!{#Name=""Soldier E""}","May the souls of our great heroes guide us!{#Name=""Soldier E""}"
"Ah! Meus olhos!{#Name=""Soldier G""}","Gah! My eyes!{#Name=""Soldier G""}"
"Este é a terra natal de nossos ancestrais. Não devemos vacilar aqui!","This is the homeland of our ancestors. We mustn't waiver here!{#Name=""Soldier F""}"
