"translation","source","can_modify"
"Mikhail","Mikhail","1"
"Zero","Zero","1"
"Octa","Octa","1"
"Três","Three","1"
"Dito","Dito","1"
"Decadus","Decadus","1"
"? ? ?","? ? ?","1"
"Cento","Cent","1"
"145","145","1"
"73","73","1"
"Texto de explicação","説明文","1"
"Texto de objetivo","目的文","1"
"Soldado F","Soldier F","1"
"Soldado E","Soldier E","1"
"Soldado A","Soldier A","1"
"Soldado C","Soldier C","1"
"Soldado D","Soldier D","1"
"Soldado G","Soldier G","1"
"Soldado B","Soldier B","1"
"Zero","ゼロ","1"
"Teste","テスト","1"
