"translation","source"
"Faça seu caminho por essa floresta perturbadora.{#Name=""説明文""}","Make your way through this disturbing forest.{#Name=""説明文""}"
"Derrote os Capitães Lanceiros!{#Name=""説明文""}","Defeat the Lancer Captains!{#Name=""説明文""}"
"Derrote os Mortos-Vivos!{#Name=""説明文""}","Defeat the Undead!{#Name=""説明文""}"
"Derrote os Titãs Arqueiros!{#Name=""説明文""}","Defeat the Arch Titans!{#Name=""説明文""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"（リザーブ）{#Name=""（リザーブ）""}","（リザーブ）{#Name=""（リザーブ）""}"
"Zero! Ei! Ei, Zero!{#Name=""Mikhail""}","Zero! Hey! Hey, Zero!{#Name=""Mikhail""}"
"*Suspiro* Olhe, por que você não vai para os{LF}céus e procura por One e Three, okay?{#Name=""Zero""}","*Sigh* Look, why don't you take to the{LF}skies and look for One and Three, okay?{#Name=""Zero""}"
"Aww! Por quê? Você não gosta de estar comigo?{#Name=""Mikhail""}","Awww! Why? You don't like being with me?{#Name=""Mikhail""}"
"É porque eu cheiro mal? É isso?{#Name=""Mikhail""}","Is it because I smell? Is that it?{#Name=""Mikhail""}"
"O que? Não! Eu... só quero ver você espalhar suas{LF}asas e voar pelo céu! ...E outras coisas.{#Name=""Zero""}","What? No! I...just want to see you spread your{LF}wings and soar across the skies! ...And stuff.{#Name=""Zero""}"
"Oh, realmente? Nossa! Okay, você conseguiu!{LF}Assista isso, certo? Assista isso!{#Name=""Mikhail""}","Oh, really? Wow! Okay, you got it!{LF}Watch this, all right? Watch this!{#Name=""Mikhail""}"
"Hmm... Ainda assim, isso é estranho...{#Name=""Octa""}","Hmm... Still, this is strange...{#Name=""Octa""}"
"O que? Você cresceu um terceiro noz ou algo?{#Name=""Zero""}","What? You grow a third nut or something?{#Name=""Zero""}"
"Se apenas! Mas não, estou me referindo à Lady One.{LF}Ela foi dita estar na Cidade Catedral.{LF}Por que ela viria para este lugar?{#Name=""Octa""}","If only! But no, I'm referring to Lady One.{LF}She was said to be in the Cathedral City.{LF}Why would she come to this place?{#Name=""Octa""}"
"Não sei, não me importa.{LF}Deixe o pensamento para os intelectuais.{#Name=""Zero""}","Don't know, don't care.{LF}Leave the thinkin' to the eggheads.{#Name=""Zero""}"
"Ugh, novamente? Esses caras são freakin' obnoxious!{#Name=""Zero""}","Ugh, again? These jerks are freakin' obnoxious!{#Name=""Zero""}"
"Takes one to know one...{#Name=""Dito""}","Takes one to know one...{#Name=""Dito""}"
"Vem novamente!?{#Name=""Zero""}","Come again!?{#Name=""Zero""}"
"Só brincadeira! Brincadeira! Hoooooo...{#Name=""Dito""}","Just kidding! Kidding! Hoooooo...{#Name=""Dito""}"
"Huh? Wait...huh? Zero?{#Name=""Mikhail""}","Huh? Wait...huh? Zero?{#Name=""Mikhail""}"
"O que? Pare de babar como um idiota{LF}e me diga o que você quer.{#Name=""Zero""}","What? Stop babbling like an idiot{LF}and tell me what you want.{#Name=""Zero""}"
"Zero!? Zeeero?{#Name=""Mikhail""}","Zero!? Zeeero?{#Name=""Mikhail""}"
"O QUE!? Você é surdo ou apenas burro!?{#Name=""Zero""}","WHAT!? Are you deaf or just dumb!?{#Name=""Zero""}"
"Oláooooo? Zero? Não consigo ouvir você!{#Name=""Mikhail""}","Helloooooo? Zero? I can't hear you!{#Name=""Mikhail""}"
"Não sei onde você está mais, Zero!{#Name=""Mikhail""}","I don't know where you are anymore, Zero!{#Name=""Mikhail""}"
"...Wait, what?{#Name=""Zero""}","...Wait, what?{#Name=""Zero""}"
"Talvez essa floresta esteja afetando{LF}sua habilidade de sentir você...{#Name=""Octa""}","Perhaps this forest is affecting{LF}his ability to sense you...{#Name=""Octa""}"
"Senhor Zero. Eu, coisa incrível,{LF}entendi, mas...{#Name=""セント""}","ゼロ様。私、すごぉおいコト、{LF}わかっちゃったんですけどぉ{#Name=""セント""}"
"Bem, coisas assim,{LF}só alguém como eu pode entender, acho...{#Name=""セント""}","まっ、こんなこと、{LF}私くらいの者しかひらめけないと思いますけどぉお{#Name=""セント""}"
"Pode pular a introdução. O que?{#Name=""ゼロ""}","前置きはいいよ。何？{#Name=""ゼロ""}"
"Kufufu. Aqui é, você pega o cofre e...{#Name=""セント""}","くふふっ。ここはですね、宝箱を取るとォ……{#Name=""セント""}"
"Nossa, uma folha de árvore caiu!{#Name=""セント""}","なんとっ、木の葉が１枚落ちるんですよぉおお{#Name=""セント""}"
"Errado. Quando você pega o cofre, os mortos-vivos saem{#Name=""ディト""}","違う。宝箱を取ると、アンデッドが出てくるんだ{#Name=""ディト""}"
"Sim, desde há pouco...{#Name=""デカート""}","たしかにさっきから……{#Name=""デカート""}"
"Eu também notei{#Name=""オクタ""}","私も気づいておりました{#Name=""オクタ""}"
"...... Ah, eu também notei{#Name=""セント""}","……わ、私もぉお気づいてたしぃい{#Name=""セント""}"
"Portanto, esses caras são fracos sozinhos, certo? São uns peixes pequenos!{#Name=""ゼロ""}","つまり、コイツらは単体だと{LF}引きの弱いバーターってことか。雑魚がッ！{#Name=""ゼロ""}"
"{06}>{#Name=""Zero""}","{06}>{#Name=""Zero""}"
"Você pensou...{#Name=""Zero""}","You thought...{#Name=""Zero""}"
"Isso me mataria?{#Name=""Zero""}","This would kill me?{#Name=""Zero""}"
"BEM, PENSE NOVAMENTE!{#Name=""Zero""}","WELL, THINK AGAIN!{#Name=""Zero""}"
"Nossa... Então é assim que eles se regeneram...{#Name=""Octa""}","Goodness... So that's how they regenerate...{#Name=""Octa""}"
"{06}>{#Name=""Zero""}","{06}>{#Name=""Zero""}"
"Zero!{#Name=""Mikhail""}","Zero!{#Name=""Mikhail""}"
"Zero? Zero, o que aconteceu!? Você está bem?{#Name=""Mikhail""}","Zero? Zero, what happened!? Are you okay?{#Name=""Mikhail""}"
"E daí? O grande idiota foi{LF}capaz de sentir a dor da Zero?{#Name=""Dito""}","So what? The big dummy was{LF}able to sense Zero's pain?{#Name=""Dito""}"
"Um vínculo tão intenso...{#Name=""Decadus""}","Such an intense bond...{#Name=""Decadus""}"
"Ei, pessoal? Agora é nossa chance.{#Name=""Dito""}","Hey, guys? Now's our chance.{#Name=""Dito""}"
"Nossa chance para quê?{#Name=""Octa""}","Our chance for what?{#Name=""Octa""}"
